1.0.-Etxebizitza salerosketak. 2014ko 3. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.363,65;2.605,52;2.277,91;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.209,12;1.241,78;1.186,98;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.157,47;1.234,01;1.141,12;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.301,74;1.476,59;1.159,99;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.925,15;2.055,39;1.862,82;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.407,21;1.304,24;1.484,05;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.443,17;1.425,11;1.453,75;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.004,57;1.147,52;920,45;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;705,96;850,57;628,99;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.745,32;1.686,51;1.761,57;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;680,28;885,33;603,93;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.244,98;1.283,07;1.199,40;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.079,03;1.994,27;2.120,23;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;958,49;1.005,64;920,96;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.383,76;1.461,65;1.344,91;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.132,38;1.342,88;987,10;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.153,94;1.220,51;1.117,78;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.891,13;2.134,01;1.666,07;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.599,37;3.535,45;3.618,47;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.407,13;3.335,21;2.244,22;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.264,96; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.266,33;2.368,95;2.241,48;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.327,41;2.640,16;2.186,30;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.814,23;2.113,45;1.575,20;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.283,94; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.980,54; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.395,15;2.922,09;2.239,57;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;3.005,36;3.083,07;2.987,13;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.945,09;1.839,61;2.042,46;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.943,12;2.090,75;1.758,57;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.331,97;2.725,15;2.021,57;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.771,86; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;655,59; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.493,23; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;2.100,72;2.131,14;2.090,03;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;2.430,15; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.964,23; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.797,78;3.154,46;2.680,84;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.596,90; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.292,70; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.906,19;2.090,31;1.683,03;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.555,60;2.088,12;1.318,93;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.592,00; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.948,48;2.114,08;1.517,94;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;4.205,41; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.599,33; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;1.788,70; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;3.894,79;4.498,50;3.719,16;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.199,80;3.499,06;3.007,96;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.359,82;2.217,33;2.427,97;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.339,12; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.082,11; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.622,01; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.074,64; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.804,26; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.215,06;4.520,87;2.989,37;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.701,53;3.383,39;2.165,78;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;1.914,85; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2014ko 3. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Estatukoa/Estatal;ESPAÑA;1.841,64;1.539,25;1.458,68;1.427,62;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.639,02;2.357,60;2.243,23;2.249,03;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.539,61;1.255,26;1.177,06;1.218,49;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.473,03;1.126,96;1.203,11;1.289,07;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.584,61;1.207,56;1.318,50;1.375,28;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.058,29;1.853,53;1.731,37;1.864,39;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.742,20;1.497,06;1.284,97;1.211,18;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.502,84;1.538,03;1.472,08;1.470,87;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.100,14;1.064,43;1.110,66;1.086,24;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;778,43;909,89;830,42;784,94;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.958,77;1.736,78;1.647,61;1.873,19;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA; n.d. ;657,59;827,15;728,40;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.828,98;1.368,97;1.204,90;1.203,68;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.360,70;1.928,74;1.840,73;2.182,76;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;963,44;1.061,39;1.043,49;899,28;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.631,67;1.528,95;1.499,35;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;1.078,84;1.120,10;1.146,87;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.772,87;1.340,34;1.407,16;1.048,29;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2014ko 3. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Estatukoa/Estatal;ESPAÑA;1.486,59;1.213,95;1.174,96;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.360,75;2.537,15;2.227,72;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.244,71;1.091,31;975,96;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.235,57;1.046,87;635,60;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.359,09;1.140,34;926,53;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.861,27;1.748,34;2.453,33;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.171,71;912,92;425,70;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;737,53;684,75;467,36;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.289,13;979,19;944,94;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.099,48;844,15;496,94;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;811,59;666,23;470,67;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.385,14;1.543,07;1.467,96;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.480,25;1.190,30;1.360,57;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.786,91;1.491,11;1.584,60;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.096,80;1.684,17;2.722,84;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;972,31;1.034,16;655,27;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.469,52;1.089,55;916,21;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.151,05;1.165,30;1.168,81;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2014ko 3. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;302,39;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;244,72;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;233,67;;;;;;;;
Lurraldea/TTHH;BIZKAIA;337,93;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2014ko 3. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Estatukoa/Estatal;ESPAÑA;-1,71;-0,20;0,60;17,85;1,01;2,31;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-9,47;0,10;0,70;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;-2,81;-0,30;1,40;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-8,31;-0,20;0,80;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-11,47;-0,40;2,10;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1,91;0,30;0,10;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;3,93;-0,80;0,30;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-8,50;-0,30;1,90;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-11,52;-0,30;-0,10;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-15,48;-0,60;1,30;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;-0,58;0,10;-1,00;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-12,04;-0,40;-0,10;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-6,54;0,00;1,80;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-1,02;-0,10;1,60;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-10,06;-0,30;0,20;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-6,04;-0,30;1,80;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-13,53;0,10;0,60;17,85;1,01;2,31;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;-3,56;-0,20;-0,70;17,85;1,01;2,31;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2014ko 3. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2014ko 3. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 03 trimestre 2014;;;;;;1.4.- Compraventas de extranjeros. 03 trimestre 2014;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;68.505,00;0,87;-;;EUSKADI/PAÍS VASCO;España;2.857,00;0,98;-
ESPAÑA;Reino Unido;1.842,00;0,02;0,18;;EUSKADI/PAÍS VASCO;China;7,00;0,00;0,16
ESPAÑA;Francia;1.068,00;0,01;0,10;;EUSKADI/PAÍS VASCO;Rumania;5,00;0,00;0,11
ESPAÑA;Rusia;763,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Portugal;4,00;0,00;0,09
ESPAÑA;Alemania;658,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Marruecos;4,00;0,00;0,09
ESPAÑA;Belgica;631,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Rusia;3,00;0,00;0,07
ESPAÑA;Suecia;623,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Reino Unido;2,00;0,00;0,05
ESPAÑA;Italia;419,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Italia;2,00;0,00;0,05
ESPAÑA;China;407,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Suiza;2,00;0,00;0,05
ESPAÑA;Noruega;400,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Ucrania;2,00;0,00;0,05
ESPAÑA;Rumania;300,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Francia;2,00;0,00;0,05
ESPAÑA;Marruecos;240,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Honduras;1,00;0,00;0,02
ESPAÑA;Paises Bajos (Holand;228,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Bulgaria;1,00;0,00;0,02
ESPAÑA;Argelia;199,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Camerun;1,00;0,00;0,02
ESPAÑA;Ucrania;164,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Nicaragua;1,00;0,00;0,02
ESPAÑA;Suiza;136,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Colombia;1,00;0,00;0,02
ESPAÑA;Irlanda;123,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Polonia;1,00;0,00;0,02
ESPAÑA;Dinamarca;104,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Alemania;1,00;0,00;0,02
ESPAÑA;Finlandia;104,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;4,00;0,00;0,09
ESPAÑA;Polonia;92,00;0,00;0,01;;;;;;
ESPAÑA;Argentina;74,00;0,00;0,01;;;;;;
ESPAÑA;Gainerakoa/Resto;1.625,00;0,02;0,16;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2014ko 3. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Estatukoa/Estatal;ESPAÑA;4.248,00;11,73;9,86;32,67;45,74;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;5.948,00;7,50;10,15;21,48;60,87;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2014ko 3. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 03 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Estatukoa/Estatal;ESPAÑA;31,50;2,98;58,97;6,55;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;22,18;11,16;62,30;4,36;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;36,56;2,06;54,58;6,80;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;14,95;3,74;68,59;12,72;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;34,55;9,72;42,74;12,99;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;31,73;0,19;65,98;2,10;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;40,49;1,60;54,78;3,13;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;33,20;1,38;57,01;8,41;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;30,00;7,33;51,79;10,88;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;31,77;3,67;60,55;4,01;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;19,68;1,15;71,41;7,76;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;21,75;4,28;59,73;14,24;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;51,19;1,46;43,78;3,57;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;30,25;3,55;62,31;3,89;;;;;
