1.0.-Etxebizitzen salerosketa kopurua. 2018ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;263,00;265,00;203,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;204,00;201,00;256,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;279,00;281,00;255,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;273,00;274,00;267,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;285,00;286,00;280,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;282,00;285,00;252,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;288,00;287,00;309,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;278,00;281,00;196,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;307,00;308,00;283,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;267,00;268,00;262,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;275,00;273,00;276,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;262,00;264,00;246,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;263,00;264,00;261,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;299,00;299,00;298,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;270,00;291,00;219,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;300,00;300,00;300,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;279,00;284,00;263,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;298,00;299,00;295,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;304,00;307,00;290,00;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;298,00;298,00;299,00;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;290,00;290,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;297,00;301,00;290,00;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;300,00;303,00;290,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;283,00;293,00;256,00;;;;;
Eskualde Egitura/Áreas funcionales;Durango;320,00;321,00;311,00;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;310,00;315,00;282,00;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;329,00;327,00;333,00;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;318,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;296,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;276,00;288,00;254,00;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;303,00;280,00;322,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;348,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;300,00;313,00;274,00;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;287,00;293,00;279,00;;;;;
;;;;;;;;;
;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2018ko 2. hiruhilekoa;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;
Nazionala/Nacional;ESPAÑA;276,00;280,00;168,00;300,00;243,00;154,00;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;291,00;297,00;178,00;318,00;213,00;152,00;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;284,00;286,00;186,00;317,00;249,00;160,00;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;267,00;270,00;181,00;280,00;235,00;142,00;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;277,00;279,00;162,00;315,00;179,00;194,00;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;254,00;263,00;154,00;248,00;228,00;154,00;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;208,00;204,00;163,00;273,00;192,00;136,00;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;276,00;279,00;159,00;299,00; n.d. ;150,00;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;272,00;273,00;211,00;292,00;244,00;150,00;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;279,00;285,00;177,00;298,00;239,00;147,00;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;281,00;283,00;169,00;319,00;223,00;146,00;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;283,00;288,00;195,00;301,00;272,00;180,00;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;278,00;279,00;183,00;311,00;156,00;151,00;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;300,00;307,00;148,00;284,00;311,00;119,00;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;257,00;267,00;146,00;293,00;271,00;169,00;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;264,00;276,00;178,00;247,00;204,00;140,00;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;260,00;262,00;171,00;305,00; n.d. ; n.d. ;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;260,00;263,00;154,00;288,00;265,00;163,00;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;292,00;299,00;143,00;305,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;265,00;270,00;191,00;257,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Bilbao;292,00;300,00;152,00;318,00; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;282,00;279,00; n.d. ;346,00; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;293,00;298,00;215,00;334,00;175,00;146,00;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;297,00;304,00;174,00;319,00;238,00;153,00;;
Eskualde Egitura/Áreas funcionales;Álava Central;292,00;298,00;143,00;309,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;282,00;290,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;293,00;297,00;240,00; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;292,00;300,00;157,00;313,00;228,00;164,00;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;278,00;283,00;200,00;303,00;128,00; n.d. ;;
Eskualde Egitura/Áreas funcionales;Durango;320,00;320,00; n.d. ;337,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Eibar;295,00;310,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;317,00;329,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Igorre;302,00;318,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Laguardia;304,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;278,00;276,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;301,00;303,00; n.d. ;346,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Mungia;350,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Tolosa;307,00;300,00; n.d. ;354,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;280,00;287,00;199,00; n.d. ; n.d. ; n.d. ;;
;;;;;;;;;
;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2018ko 2. hiruhilekoa;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;
Nazionala/Nacional;ESPAÑA;563,07;1.903,88;29,57;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;575,42;2.213,84;25,99;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;461,76;1.679,69;27,49;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;437,35;1.808,27;24,19;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;441,93;1.959,20;22,56;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;856,63;1.816,82;47,15;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;461,76;1.597,50;28,91;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;451,00;1.803,88;25,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;432,77;1.702,26;25,42;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;392,20;1.691,24;23,19;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;670,28;2.026,50;33,08;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;357,14;1.532,98;23,30;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;451,02;1.692,61;26,65;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;799,58;2.281,25;35,05;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;382,40;1.685,95;22,68;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;483,22;2.047,06;23,61;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;402,21;1.742,07;23,09;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;441,93;1.705,85;25,91;;;;;
;;;;;;;;;
;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2018ko 2. hiruhilekoa;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;
Nazionala/Nacional;ESPAÑA;2,30;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,80;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,29;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,25;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,34;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,39;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,47;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,14;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,31;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,59;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,14;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,42;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,12;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,49;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,99;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,02;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,38;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,91;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,81;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,76;;;;;;;
