1.0.-Etxebizitzen salerosketa kopurua. 2018ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2018ko 2. hiruhilekoa;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;
Nazionala/Nacional;ESPAÑA;5.361,00;8,92;9,39;14,22;67,47;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;6.756,00;4,58;7,01;15,19;73,22;;;
;;;;;;;;;
;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2018ko 2. hiruhilekoa;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;
Nazionala/Nacional;ESPAÑA;15,28;1,60;75,65;7,47;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;14,78;2,89;77,36;4,97;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;14,75;1,71;75,97;7,57;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;13,53;1,31;70,97;14,19;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;15,80;4,31;65,61;14,28;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;14,86;0,17;82,89;2,08;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;21,04;0,67;75,25;3,04;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;14,97;0,44;76,37;8,22;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;14,98;2,91;71,19;10,92;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;16,35;1,05;77,88;4,72;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;12,63;1,54;77,38;8,45;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;7,03;1,28;71,81;19,88;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;21,15;1,10;73,69;4,06;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;19,63;1,97;73,49;4,91;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;15,15;1,35;76,03;7,47;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;13,95;6,78;71,44;7,83;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;24,95;0,73;66,83;7,49;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;12,09;0,95;77,67;9,29;;;;
Capitales de TTHH;Vitoria-Gasteiz;7,54;7,06;73,31;12,09;;;;
Capitales de TTHH;Donostia/San Sebastián;13,64;0,00;85,22;1,14;;;;
Capitales de TTHH;Bilbao;10,37;0,36;86,89;2,38;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;9,76;0,00;80,48;9,76;;;;
Resto de TTHH;Resto GIPUZKOA;24,81;2,10;68,80;4,29;;;;
Resto de TTHH;Resto BIZKAIA;14,24;4,02;77,13;4,61;;;;
Áreas funcionales;Álava Central;7,65;6,62;74,11;11,62;;;;
Áreas funcionales;Balmaseda-Zalla;10,71;0,00;82,15;7,14;;;;
Áreas funcionales;Beasain-Zumárraga;11,32;0,00;80,19;8,49;;;;
Áreas funcionales;Bilbao Metropolitano;11,19;1,48;84,08;3,25;;;;
Áreas funcionales;Donostia-San Sebastián;25,33;1,22;71,92;1,53;;;;
Áreas funcionales;Durango;31,43;18,29;44,57;5,71;;;;
Áreas funcionales;Eibar;25,60;0,80;64,80;8,80;;;;
Áreas funcionales;Gernika-Markina;10,17;1,69;83,06;5,08;;;;
Áreas funcionales;Igorre;38,89;5,56;44,44;11,11;;;;
Áreas funcionales;Laguardia;61,54;0,00;38,46;0,00;;;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;85,37;14,63;;;;
Áreas funcionales;Arrasate-Bergara;22,22;8,33;59,26;10,19;;;;
Áreas funcionales;Mungia;15,38;0,00;53,85;30,77;;;;
Áreas funcionales;Tolosa;1,18;0,00;95,29;3,53;;;;
Áreas funcionales;Zarautz-Azpeitia;5,00;0,00;93,00;2,00;;;;
;;;;;;;;;
;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2018ko 2. hiruhilekoa;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;90,82;9,18;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;77,53;22,47;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,79;8,21;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;92,07;7,93;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;76,65;23,35;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;92,20;7,80;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;91,00;9,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,70;6,30;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;85,74;14,26;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;83,83;16,17;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,16;7,84;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;91,11;8,89;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,42;3,58;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;96,82;3,18;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;81,17;18,83;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;51,14;48,86;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;82,76;17,24;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,00;10,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;77,28;22,72;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;76,56;23,44;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;79,76;20,24;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;54,56;45,44;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;71,97;28,03;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;81,32;18,68;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;77,93;22,07;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;55,08;44,92;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;79,85;20,15;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;75,01;24,99;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;91,54;8,46;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;79,81;20,19;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;77,84;22,16;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;64,72;35,28;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;38,26;61,74;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;40,29;59,71;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;87,51;12,49;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;69,70;30,30;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;80,65;19,35;;;;;;
;;;;;;;;;
;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2018ko 2. hiruhilekoa;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;
Nazionala/Nacional;ESPAÑA;84,77;5,34;1,12;5,74;2,70;0,33;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;76,68;3,73;1,06;16,10;2,00;0,43;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;86,56;3,56;1,28;6,49;2,01;0,10;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;86,75;3,45;2,14;4,71;2,85;0,10;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;80,27;6,45;1,70;5,01;4,13;2,44;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;89,10;4,05;0,76;2,18;3,04;0,87;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;82,98;8,02;0,91;2,49;4,21;1,39;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;84,74;3,67;2,29;6,57;2,07;0,66;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;82,47;4,71;1,79;5,35;4,62;1,06;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;71,06;3,36;0,83;3,30;21,21;0,24;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;88,78;4,28;0,92;3,67;2,26;0,09;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;82,69;4,48;0,56;6,25;4,85;1,17;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;81,95;4,70;1,69;4,31;5,14;2,21;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;87,39;6,28;1,04;4,97;0,31;0,01;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;85,85;4,87;0,73;4,81;3,40;0,34;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;63,00;4,01;0,37;29,04;3,52;0,06;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;89,50;4,00;1,34;0,29;4,44;0,43;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;81,36;11,20;1,22;3,68;2,25;0,29;;
Lurraldea/TTHH;ARABA/ÁLAVA;85,25;3,48;0,84;9,55;0,88;0,00;;
Lurraldea/TTHH;GIPUZKOA;78,42;3,24;1,23;14,63;2,02;0,46;;
Lurraldea/TTHH;BIZKAIA;73,81;4,08;1,00;18,38;2,22;0,51;;
;;;;;;;;;
;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2018ko 2. hiruhilekoa;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;
Nazionala/Nacional;ESPAÑA;91,92;8,08;91,62;8,38;90,54;9,46;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;91,80;8,20;78,25;21,75;75,55;24,45;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,18;8,82;91,93;8,07;91,83;8,17;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;84,96;15,04;84,85;15,15;84,37;15,63;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;83,62;16,38;75,99;24,01;71,27;28,73;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,17;1,83;96,28;3,72;95,45;4,55;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,35;4,65;93,10;6,90;90,14;9,86;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;90,01;9,99;94,48;5,52;98,25;1,75;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;88,64;11,36;89,49;10,51;86,84;13,16;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94,55;5,45;85,42;14,58;81,71;18,29;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,71;9,29;93,24;6,76;97,19;2,81;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;75,43;24,57;93,32;6,68;95,09;4,91;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,61;4,39;97,70;2,30;95,64;4,36;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,61;5,39;96,78;3,22;96,22;3,78;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;88,20;11,80;84,92;15,08;84,08;15,92;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;86,13;13,87;58,12;41,88;52,11;47,89;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;88,13;11,87;85,02;14,98;88,33;11,67;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,51;10,49;87,75;12,25;91,42;8,58;;
Lurraldea/TTHH;ARABA/ÁLAVA;80,17;19,83;75,89;24,11;79,36;20,64;;
Lurraldea/TTHH;GIPUZKOA;94,01;5,99;71,34;28,66;54,14;45,86;;
Lurraldea/TTHH;BIZKAIA;93,22;6,78;83,21;16,79;84,91;15,09;;
;;;;;;;;;
;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2018ko 2. hiruhilekoa;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;1.275,01;1.287,03;1.148,75;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.694,27;1.685,31;1.726,53;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;999,88;1.006,45;920,09;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.011,67;1.014,86;992,03;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.047,64;1.073,26;987,09;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.797,65;1.800,56;1.666,20;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.120,02;1.128,92;998,46;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.101,80;1.092,09;1.267,37;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;874,41;877,52;847,83;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;704,53;701,26;721,82;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.611,91;1.614,72;1.568,49;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;657,65;660,48;618,28;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.008,65;1.010,97;858,64;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.856,43;1.861,13;1.719,62;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;747,45;757,88;688,44;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.124,53;1.080,44;1.196,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;852,82;851,82;859,48;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;869,61;874,57;812,68;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.355,48;1.332,14;1.425,49;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.564,76;2.518,14;2.703,98;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.700,97;1.701,78;1.696,45;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.102,95;1.078,75;1.195,20;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.644,62;1.648,66;1.635,83;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.664,71;1.662,66;1.675,13;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.337,68;1.311,52;1.421,23;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.157,53;1.157,53; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.347,45;1.456,31;1.175,92;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.693,74;1.697,65;1.673,52;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.145,15;2.108,00;2.258,70;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.654,29;1.599,57;2.029,43;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.517,94;1.538,37; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.627,81;1.669,08;1.548,43;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.845,70; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;657,11; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.198,35;1.205,84;1.181,08;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.523,42;1.302,79;1.681,70;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.193,41; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.511,62;1.575,68;1.400,35;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.842,38;1.917,88;1.747,32;;;;;
;;;;;;;;;
;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2018ko 2. hiruhilekoa;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;121.918,26;123.361,01;108.236,82;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;137.825,15;138.031,40;137.097,52;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;101.703,54;102.607,07;92.445,85;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;92.592,82;94.089,07;85.057,72;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;95.025,83;98.259,23;86.397,99;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;175.238,50;175.169,20;177.041,98;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;76.857,98;75.639,08;97.628,80;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;100.561,66;102.266,96;76.900,59;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;93.472,72;94.167,62;88.107,26;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;85.969,19;86.284,43;84.195,93;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;141.475,96;142.493,55;128.085,12;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;80.385,37;81.057,35;71.490,70;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95.906,13;96.448,86;77.989,14;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;189.341,80;189.804,59;176.532,98;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78.328,89;80.214,63;69.232,30;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;106.640,68;104.152,85;110.170,28;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;85.154,02;85.556,04;82.874,17;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90.494,56;88.410,28;109.697,57;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;117.686,88;119.227,24;112.671,15;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;198.693,28;206.339,81;179.809,67;;;;;
Hiriburak/Capitales de TTHH;Bilbao;144.447,04;146.063,76;136.231,18;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;105.162,28;101.426,36;115.969,74;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;128.085,20;125.785,89;133.187,06;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;133.463,69;132.913,49;136.168,59;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;115.935,18;117.125,59;111.844,32;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100.016,52;100.016,52; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;130.547,61;113.208,16;161.669,71;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;139.000,54;139.399,14;137.103,46;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;162.235,00;164.877,77;154.813,03;;;;;
Eskualde Egitura/Áreas funcionales;Durango;127.933,97;127.931,29;127.954,47;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;111.720,20;112.678,56;106.089,81;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;130.783,71;132.228,33;126.581,16;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;138.895,37; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;96.013,98; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;110.374,28;104.140,07;121.216,38;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;115.344,80;105.345,50;123.144,26;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;191.593,43; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;126.760,88;131.907,42;116.957,93;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;154.697,39;155.692,34;153.484,05;;;;;
;;;;;;;;;
;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2018ko 2. hiruhilekoa;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;
Nazionala/Nacional;ESPAÑA;39,74;60,26;59,38;0,36;0,52;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;22,08;77,92;77,57;0,07;0,28;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;37,54;62,46;61,11;0,85;0,50;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;31,80;68,20;67,49;0,41;0,30;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;44,42;55,58;55,13; -     ;0,45;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;48,51;51,49;50,76;0,13;0,60;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;41,21;58,79;57,94;0,51;0,34;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;44,41;55,59;54,82;0,10;0,67;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;33,06;66,94;66,07;0,10;0,77;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;33,19;66,81;65,13;1,03;0,65;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;51,57;48,43;47,54;0,31;0,58;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;26,35;73,65;71,97;1,05;0,63;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;44,33;55,67;55,46;0,09;0,12;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;29,41;70,59;69,84;0,06;0,69;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;57,62;42,38;41,88;0,25;0,25;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;29,87;70,13;69,91; -     ;0,22;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;38,58;61,42;61,08; -     ;0,34;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;50,00;50,00;49,24;0,20;0,56;;;
Lurraldea/TTHH;ARABA/ÁLAVA;15,54;84,46;84,15; -     ;0,31;;;
Lurraldea/TTHH;GIPUZKOA;25,99;74,01;73,80; -     ;0,21;;;
Lurraldea/TTHH;BIZKAIA;21,54;78,46;78,02;0,12;0,32;;;
;;;;;;;;;
;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2018ko 2. hiruhilekoa;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 02 trimestre 2018;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;280,00;281,00;271,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;297,00;301,00;284,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;286,00;287,00;279,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;270,00;270,00;270,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;279,00;277,00;285,00;;;;;
