1.0.-Etxebizitzen salerosketa kopurua. 2020ko 3. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;200,00;226,00;109,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;285,00;286,00;272,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;273,00;272,00;281,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;281,00;276,00;308,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;295,00;296,00;274,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;288,00;286,00;310,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;290,00;291,00;256,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;299,00;299,00;296,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;281,00;283,00;274,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;284,00;275,00;294,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;277,00;275,00;287,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;267,00;280,00;190,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;291,00;297,00;278,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;298,00;318,00;263,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;313,00;316,00;295,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;299,00;300,00;296,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;267,00;266,00;270,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;286,00;286,00;287,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;292,00;297,00;281,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;298,00;298,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;156,00;102,00;236,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;297,00;298,00;290,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;302,00;315,00;268,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;305,00;304,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;286,00;287,00;284,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;286,00;282,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;308,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;300,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;289,00;294,00;277,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;295,00;300,00;284,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;251,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;304,00;312,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;313,00;324,00;304,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2020ko 3. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;278,00;282,00;160,00;294,00;200,00;169,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;278,00;291,00;172,00;250,00;165,00;178,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;289,00;288,00;190,00;321,00;261,00;179,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;283,00;285,00;180,00;304,00;177,00;179,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;296,00;291,00;208,00;334,00; n.d. ;132,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;227,00;244,00;87,00;282,00;151,00;137,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;192,00;200,00;103,00;213,00;207,00;141,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;289,00;285,00;167,00;329,00; n.d. ; n.d. ;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;261,00;273,00;170,00;294,00;106,00;189,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;274,00;281,00;184,00;248,00;266,00;175,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;290,00;295,00;193,00;280,00;251,00;161,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;288,00;288,00;217,00;328,00;275,00;195,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;292,00;290,00;177,00;327,00;275,00;163,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;291,00;299,00;160,00;233,00;289,00; n.d. ;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;285,00;281,00;176,00;344,00; n.d. ;168,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;277,00;284,00;161,00;313,00; n.d. ;134,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;272,00;277,00;165,00;317,00; n.d. ; n.d. ;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;272,00;267,00;184,00;314,00;222,00;184,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;286,00;291,00;202,00;302,00; n.d. ; n.d. ;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;285,00;298,00;193,00; n.d. ; n.d. ; n.d. ;;;
Hiriburak/Capitales de TTHH;Bilbao;302,00;313,00;127,00;322,00; n.d. ; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;292,00;299,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;248,00;267,00;192,00;190,00; n.d. ;187,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;277,00;286,00;195,00;265,00;180,00;172,00;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;287,00;292,00;198,00;302,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;283,00;298,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Goierri;124,00;156,00; n.d. ;59,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;286,00;297,00;149,00;266,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;291,00;302,00;193,00;322,00;114,00;214,00;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;307,00;305,00; n.d. ;353,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;282,00;286,00; n.d. ;340,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;275,00;286,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arratia;311,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;243,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;288,00;289,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;283,00;295,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;228,00;251,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;289,00;304,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;304,00;313,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2020ko 3. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;618,79;1.911,56;32,37;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;646,96;2.251,99;28,73;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;532,14;1.688,60;31,51;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;544,51;1.821,00;29,90;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;458,55;1.970,39;23,27;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;890,91;1.757,69;50,69;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;670,46;1.540,93;43,51;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;492,16;1.824,89;26,97;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;445,10;1.714,94;25,95;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;441,42;1.686,34;26,18;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;728,74;2.014,14;36,18;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;380,65;1.568,74;24,26;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;474,92;1.742,76;27,25;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;898,85;2.320,04;38,74;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;382,79;1.687,71;22,68;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;544,30;2.114,17;25,75;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;439,77;1.723,59;25,51;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;475,70;1.689,46;28,16;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2020ko 3. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,15;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,63;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,18;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,18;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,18;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,14;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,42;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,09;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,05;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,30;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,27;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,29;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,22;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,05;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,27;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,91;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,05;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,21;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,58;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,75;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,57;;;;;;;;
;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
