1.0.-Etxebizitza salerosketak. 2012ko 4. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 04 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;279,00;289,00;266,00;236,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;292,00;320,00;261,00;279,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;272,00;279,00;266,00;243,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;297,00;313,00;282,00;241,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;278,00;286,00;284,00;261,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;262,00;271,00;251,00;162,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;255,00;268,00;243,00;176,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;277,00;290,00;281,00;208,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;268,00;274,00;270,00;233,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;280,00;285,00;277,00;270,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;276,00;289,00;248,00;215,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;260,00;276,00;282,00;111,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;266,00;268,00;307,00;193,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;333,00;338,00;314,00;270,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;255,00;266,00;249,00;223,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;277,00;277,00;271,00;279,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;295,00;313,00;252,00;246,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;257,00;267,00;256,00;199,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;215,00;310,00;145,00;267,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;305,00;308,00;297,00;324,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;314,00;333,00;319,00;271,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;282,00;281,00;322,00;247,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;264,00;239,00;282,00;274,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;343,00;356,00;346,00;293,00;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;220,00;311,00;152,00;271,00;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;300,00; -- ; -- ; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumarraga;312,00;298,00;340,00;264,00;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;327,00;338,00;340,00;280,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;277,00;280,00;280,00;265,00;;;;;
Eskualde Egitura/Áreas funcionales;Durango;409,00;440,00;355,00;343,00;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;260,00;272,00;253,00; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;324,00;308,00; -- ; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;366,00; -- ; -- ; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;242,00; -- ; -- ; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;273,00;283,00; -- ;229,00;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;322,00;325,00; -- ;321,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;204,00; -- ; -- ; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;268,00; -- ;322,00; -- ;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;225,00;110,00;313,00;266,00;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2012ko 4. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 04 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;265,00;281,00;153,00;263,00;159,00;132,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;279,00;293,00;150,00;285,00;158,00;102,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;259,00;273,00;160,00;254,00;193,00;133,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;285,00;297,00;142,00;293,00;150,00;136,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;263,00;278,00;159,00;254,00; -- ;102,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;235,00;262,00;120,00;195,00;113,00;152,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;237,00;255,00;135,00;259,00;136,00;143,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;264,00;277,00;131,00;266,00;283,00; -- ;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;245,00;268,00;138,00;242,00;115,00;118,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;254,00;280,00;166,00;207,00;181,00;124,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;282,00;287,00;160,00;321,00;151,00;141,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;238,00;260,00;151,00;205,00;213,00;147,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;256,00;266,00;168,00;274,00;134,00;121,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;314,00;333,00;156,00;228,00;277,00;63,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;232,00;255,00;133,00;222,00;153,00;127,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;261,00;277,00;168,00;256,00;176,00;135,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;272,00;295,00;196,00;254,00;138,00;158,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;246,00;257,00;157,00;251,00;154,00;179,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;178,00;215,00;120,00;122,00; -- ; -- ;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;262,00;305,00;130,00;190,00; -- ; -- ;;;
Hiriburak/Capitales de TTHH;Bilbao;294,00;314,00;128,00;362,00; -- ; -- ;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;268,00;282,00; -- ; -- ; -- ; -- ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;253,00;266,00;133,00;293,00; -- ;95,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;345,00;343,00;196,00;386,00; -- ;112,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;182,00;220,00;117,00;122,00; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;333,00; -- ; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumarraga;274,00;312,00; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;322,00;327,00;174,00;355,00; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;258,00;278,00;150,00;247,00; -- ;95,00;;;
Eskualde Egitura/Áreas funcionales;Durango;420,00;409,00;198,00;482,00; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Eibar;240,00;260,00;121,00; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;326,00;324,00; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Igorre;313,00; -- ; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;195,00; -- ; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;275,00;273,00; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;287,00;322,00;53,00; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Mungia;204,00; -- ; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;237,00;268,00; -- ; -- ; -- ; -- ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;231,00;230,00; -- ;253,00; -- ; -- ;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2012ko 4. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 04 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                         ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;571,49;1.901,85;30,05;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;736,15;2.237,11;32,91;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;495,54;1.736,06;28,54;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;580,38;1.803,80;32,18;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;585,05;1.869,52;31,29;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;572,72;1.762,66;32,49;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;424,17;1.571,01;27,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;564,23;1.719,04;32,82;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;510,82;1.732,74;29,48;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;435,84;1.721,15;25,32;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;672,18;2.040,16;32,95;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;387,29;1.627,75;23,79;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;496,42;1.653,17;30,03;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;761,38;2.226,03;34,20;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;454,33;1.724,80;26,34;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;587,90;1.976,24;29,75;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;505,13;1.764,59;28,63;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;441,46;1.697,67;26,00;;;;;;
;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2012ko 4. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 04 trimestre 2012;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;3,97;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3,84;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,97;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;3,59;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;4,34;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4,29;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4,06;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;4,04;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,02;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;3,89;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,07;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,14;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;4,04;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,67;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,44;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;3,84;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;3,75;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,01;;;;;;;;
Lurraldea/TTHH;Araba/Álava;3,78;;;;;;;;
Lurraldea/TTHH;Gipuzkoa;4,04;;;;;;;;
Lurraldea/TTHH;Bizkaia;3,73;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
