1.0.-Etxebizitzen salerosketa kopurua. 2023ko 1. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;175.721,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Irun;229.918,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;228.892,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;207.897,00;386.550,00;176.121,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;159.116,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;370.073,00;498.169,00;353.806,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;178.231,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;174.638,00;243.906,00;149.943,00;;;;
;;;;;;;;
;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2023ko 1. hiruhilekoa;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 1 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€/m²);BERRIA     NUEVA (€);;;;;
Nazionala/Nacional;ESPAÑA;1.655,45;143.206,17;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.584,09;198.603,66;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.226,71;190.370,21;;;;;
Lurraldea/TTHH;GIPUZKOA;2.125,37;162.089,16;;;;;
Lurraldea/TTHH;BIZKAIA;2.996,23;228.563,47;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.226,71;190.370,21;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.271,76;151.879,94;;;;;
Hiriburak/Capitales de TTHH;Bilbao;3.185,08;248.327,19;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA; n.d. ; n.d. ;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.089,59;164.584,75;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.766,08;204.476,45;;;;;
;;;;;;;;
;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2023ko 1. hiruhilekoa;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;381,29;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;131,50;;;;;;
Lurraldea/TTHH;GIPUZKOA;314,45;;;;;;
Lurraldea/TTHH;BIZKAIA;529,85;;;;;;
;;;;;;;;
;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2023ko 1. hiruhilekoa;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;
Nazionala/Nacional;ESPAÑA;4,87;3,30;1,20;9,32;3,04;3,39;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,39;3,30;1,60;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;6,42;3,90;1,10;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,74;2,70;1,20;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-2,01;3,60;0,90;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;6,62;3,40;2,00;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;10,56;4,60;1,30;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;5,38;3,20;2,20;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,52;3,40;1,70;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1,54;3,40;1,40;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,48;3,10;1,20;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;5,22;2,90;2,00;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1,22;3,40;0,70;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;9,87;2,60;1,10;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;5,00;3,80;0,30;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2,73;3,50;1,80;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;8,59;3,60;1,40;9,32;3,04;3,39;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,79;3,00;1,10;9,32;3,04;3,39;
;;;;;;;;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 2023ko 1. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 01 trimestre 2023;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
ESPAÑA;España;134.796,00;0,85;-;;;;
ESPAÑA;Reino Unido;2.214,00;0,01;0,10;;;;
ESPAÑA;Alemania;1.724,00;0,01;0,08;;;;
ESPAÑA;Francia;1.666,00;0,01;0,07;;;;
ESPAÑA;Marruecos;1.256,00;0,01;0,05;;;;
ESPAÑA;Rumania;1.232,00;0,01;0,05;;;;
ESPAÑA;Italia;1.231,00;0,01;0,05;;;;
ESPAÑA;Belgica;1.228,00;0,01;0,05;;;;
ESPAÑA;Países Bajos;1.102,00;0,01;0,05;;;;
ESPAÑA;Polonia;761,00;0,00;0,03;;;;
ESPAÑA;Rusia;702,00;0,00;0,03;;;;
ESPAÑA;Suecia;611,00;0,00;0,03;;;;
ESPAÑA;Ucrania;599,00;0,00;0,03;;;;
ESPAÑA;China;566,00;0,00;0,02;;;;
ESPAÑA;Estados Unidos;387,00;0,00;0,02;;;;
ESPAÑA;Irlanda;343,00;0,00;0,01;;;;
ESPAÑA;Noruega;269,00;0,00;0,01;;;;
ESPAÑA;Bulgaria;265,00;0,00;0,01;;;;
ESPAÑA;Argentina;249,00;0,00;0,01;;;;
ESPAÑA;Lituania;224,00;0,00;0,01;;;;
ESPAÑA;Republica Checa;211,00;0,00;0,01;;;;
ESPAÑA;Gainerakoa/Resto;6.135,00;0,04;0,27;;;;
;;;;;;;;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 2023ko 1. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 01 trimestre 2023;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
EUSKADI/PAÍS VASCO;España;5.832,00;0,97;-;;;;
EUSKADI/PAÍS VASCO;Rumania;25,00;0,00;0,13;;;;
EUSKADI/PAÍS VASCO;China;12,00;0,00;0,06;;;;
EUSKADI/PAÍS VASCO;Marruecos;11,00;0,00;0,06;;;;
EUSKADI/PAÍS VASCO;Italia;9,00;0,00;0,05;;;;
EUSKADI/PAÍS VASCO;Bolivia;9,00;0,00;0,05;;;;
EUSKADI/PAÍS VASCO;Venezuela;8,00;0,00;0,04;;;;
EUSKADI/PAÍS VASCO;Francia;8,00;0,00;0,04;;;;
EUSKADI/PAÍS VASCO;Estados Unidos;5,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Ucrania;5,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Pakistan;4,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Portugal;4,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Argelia;3,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Georgia;3,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Reino Unido;3,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Países Bajos;3,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Brasil;3,00;0,00;0,02;;;;
EUSKADI/PAÍS VASCO;Suiza;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Paraguay;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Republica Dominicana;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Chile;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Nicaragua;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Colombia;2,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Australia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Bulgaria;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Republica Checa;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Malta;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Irlanda;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Alemania;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Argentina;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Moldavia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Filipinas;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Vietnam;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Peru;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;55,00;0,01;0,29;;;;
;;;;;;;;
;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2023ko 1. hiruhilekoa;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;
Nazionala/Nacional;ESPAÑA;6.247,00;9,16;11,27;12,11;67,46;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;9.224,00;4,16;7,29;9,16;79,39;;
;;;;;;;;
;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2023ko 1. hiruhilekoa;;;;;;;;
2.1.- Distribución de compraventas (%). 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;
Nazionala/Nacional;ESPAÑA;17,46;1,46;75,00;6,08;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;17,41;2,42;72,92;7,25;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;19,52;1,49;72,00;6,99;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;15,64;1,01;76,47;6,88;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;14,20;2,10;74,70;9,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;22,06;1,91;74,10;1,93;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;20,85;2,26;74,38;2,51;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;12,14;0,60;79,94;7,32;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,61;1,60;74,10;6,69;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;16,98;0,81;78,12;4,09;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;15,93;0,92;76,71;6,44;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;9,86;1,05;71,60;17,49;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;21,03;0,45;76,01;2,51;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;21,47;2,55;71,76;4,22;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;15,23;1,32;77,57;5,88;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;26,28;3,08;62,70;7,94;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;12,89;0,82;79,70;6,59;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;13,05;0,96;79,40;6,59;;;
Lurraldea/TTHH;ARABA/ÁLAVA;18,50;1,34;61,13;19,03;;;
Lurraldea/TTHH;GIPUZKOA;16,49;2,84;72,86;7,81;;;
Lurraldea/TTHH;BIZKAIA;17,72;2,49;76,00;3,79;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;15,69;1,78;60,43;22,10;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;17,68;3,04;76,24;3,04;;;
Hiriburak/Capitales de TTHH;Bilbao;4,26;4,89;86,59;4,26;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;27,03;0,00;63,24;9,73;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;16,22;2,80;72,07;8,91;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;22,95;1,56;71,88;3,61;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;14,72;1,60;63,04;20,64;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;0,00;0,00;95,74;4,26;;;
Eskualde Egitura/Áreas funcionales;Goierri;1,93;0,00;94,69;3,38;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;15,58;3,02;78,34;3,06;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;15,97;1,17;79,77;3,09;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;38,02;0,00;58,26;3,72;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;42,59;1,39;53,24;2,78;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;13,89;0,00;77,78;8,33;;;
Eskualde Egitura/Áreas funcionales;Arratia;22,73;0,00;68,18;9,09;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;15,00;0,00;85,00;0,00;;;
Eskualde Egitura/Áreas funcionales;Aiara;38,46;0,00;50,43;11,11;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;45,39;0,00;46,72;7,89;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;32,26;0,00;51,61;16,13;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2,04;0,00;97,96;0,00;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;3,39;12,15;56,21;28,25;;;
;;;;;;;;
;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2023ko 1. hiruhilekoa;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;87,46;12,54;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;72,33;27,67;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;86,59;13,41;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;86,16;13,84;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;71,50;28,50;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;82,91;17,09;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;86,68;13,32;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,91;6,09;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;84,81;15,19;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;68,47;31,53;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,87;8,13;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;86,48;13,52;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,08;3,92;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,30;4,70;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,01;10,99;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;68,70;31,30;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;78,10;21,90;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;85,46;14,54;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;58,91;41,09;;;;;
Lurraldea/TTHH;GIPUZKOA;61,33;38,67;;;;;
Lurraldea/TTHH;BIZKAIA;83,19;16,81;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;57,01;42,99;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;74,12;25,88;;;;;
Hiriburak/Capitales de TTHH;Bilbao;85,57;14,43;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;68,97;31,03;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;55,95;44,05;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;82,53;17,47;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;57,32;42,68;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;83,32;16,68;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;20,39;79,61;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;82,66;17,34;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;71,02;28,98;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;96,73;3,27;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;65,04;34,96;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;86,99;13,01;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;24,59;75,41;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;84,38;15,62;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;80,09;19,91;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;50,23;49,77;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;89,71;10,29;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;27,93;72,07;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;54,94;45,06;;;;;
;;;;;;;;
;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2023ko 1. hiruhilekoa;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;
Nazionala/Nacional;ESPAÑA;86,77;2,73;1,00;5,04;3,89;0,57;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;74,98;2,92;0,87;16,28;4,52;0,43;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;88,26;2,40;1,13;5,28;1,75;1,18;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;88,05;3,43;2,24;2,60;3,68;0,00;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;90,66;1,44;2,19;0,60;1,28;3,83;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;90,31;2,75;0,61;3,91;1,07;1,35;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;84,95;9,90;1,29;1,48;1,01;1,37;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,37;0,91;1,13;2,31;1,56;0,72;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;81,15;3,69;1,71;9,21;3,69;0,55;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;68,92;1,44;0,87;9,53;18,97;0,27;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;85,14;2,42;0,72;4,70;6,97;0,05;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;87,19;2,49;1,08;3,30;3,00;2,94;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;90,48;3,26;1,16;1,60;2,18;1,32;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,48;2,64;0,82;1,44;0,62;0,00;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;82,75;1,57;0,99;10,09;3,81;0,79;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;65,28;2,68;0,52;25,77;5,53;0,22;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;86,04;1,40;1,43;2,88;8,07;0,18;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,60;2,36;1,30;1,35;5,59;0,80;
Lurraldea/TTHH;ARABA/ÁLAVA;72,72;1,94;0,75;21,45;2,92;0,22;
Lurraldea/TTHH;GIPUZKOA;78,28;3,39;1,04;12,58;4,10;0,61;
Lurraldea/TTHH;BIZKAIA;73,40;2,89;0,78;17,31;5,25;0,37;
;;;;;;;;
;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2023ko 1. hiruhilekoa;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;
Nazionala/Nacional;ESPAÑA;92,86;7,14;90,70;9,30;88,16;11,84;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,25;9,75;78,40;21,60;84,39;15,61;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,31;8,69;90,18;9,82;81,54;18,46;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;87,00;13,00;87,88;12,12;75,56;24,44;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;89,37;10,63;75,75;24,25;63,76;36,24;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,38;1,62;91,36;8,64;95,19;4,81;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94,92;5,08;91,52;8,48;78,94;21,06;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;89,81;10,19;94,15;5,85;92,60;7,40;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;91,06;8,94;85,39;14,61;92,90;7,10;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;95,04;4,96;81,52;18,48;76,86;23,14;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,67;7,33;93,54;6,46;97,59;2,41;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;82,28;17,72;86,58;13,42;85,16;14,84;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;97,48;2,52;98,19;1,81;95,97;4,03;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,01;4,99;94,79;5,21;95,34;4,66;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91,02;8,98;89,54;10,46;87,32;12,68;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;88,83;11,17;76,25;23,75;78,83;21,17;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;91,51;8,49;85,12;14,88;89,80;10,20;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,79;7,21;89,78;10,22;86,82;13,18;
Lurraldea/TTHH;ARABA/ÁLAVA;77,92;22,08;68,76;31,24;77,34;22,66;
Lurraldea/TTHH;GIPUZKOA;92,94;7,06;69,34;30,66;84,20;15,80;
Lurraldea/TTHH;BIZKAIA;91,75;8,25;87,27;12,73;89,76;10,24;
;;;;;;;;
;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2023ko 1. hiruhilekoa;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 01 trimestre 2023;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;
Nazionala/Nacional;ESPAÑA;1.379,87;1.402,11;1.181,64;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.891,25;1.892,72;1.885,18;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.117,60;1.138,89;940,71;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.175,77;1.183,11;1.125,31;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.092,07;1.110,52;1.052,99;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.899,74;1.908,91;1.663,15;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.241,64;1.252,16;1.137,98;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.200,41;1.183,97;1.442,91;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;902,33;905,12;882,15;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;774,62;789,13;720,43;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.719,52;1.724,75;1.623,45;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;701,90;707,87;671,03;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.041,44;1.044,76;855,56;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.157,22;2.149,67;2.313,75;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;818,54;840,52;686,20;;;;
