1.0.-Etxebizitzen salerosketa kopurua. 2018ko 1. hiruhilekoa;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;17,98;0,19;79,68;2,15;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;19,16;0,96;76,74;3,14;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;15,34;0,93;77,48;6,25;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;16,63;3,54;69,91;9,92;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;16,31;2,46;76,73;4,50;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;13,55;1,80;76,40;8,25;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;6,91;1,67;73,17;18,25;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;20,68;0,94;74,55;3,83;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;18,51;2,15;74,13;5,21;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;14,62;1,02;76,85;7,51;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;16,24;3,59;69,22;10,95;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;16,51;1,06;73,62;8,81;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;10,78;1,16;79,27;8,79;;
Capitales de TTHH;Vitoria-Gasteiz;4,55;27,61;56,83;11,01;;
Capitales de TTHH;Donostia/San Sebastián;15,55;0,00;83,52;0,93;;
Capitales de TTHH;Bilbao;5,08;0,00;92,44;2,48;;
Resto de TTHH;Resto ARABA/ÁLAVA;16,54;0,00;71,65;11,81;;
Resto de TTHH;Resto GIPUZKOA;24,16;0,79;68,22;6,83;;
Resto de TTHH;Resto BIZKAIA;19,65;3,65;72,44;4,26;;
Áreas funcionales;Álava Central;5,71;25,54;58,42;10,33;;
Áreas funcionales;Balmaseda-Zalla;3,23;0,00;87,09;9,68;;
Áreas funcionales;Beasain-Zumárraga;26,85;0,00;65,74;7,41;;
Áreas funcionales;Bilbao Metropolitano;13,55;2,56;81,14;2,75;;
Áreas funcionales;Donostia-San Sebastián;19,73;0,00;77,69;2,58;;
Áreas funcionales;Durango;34,03;0,69;55,56;9,72;;
Áreas funcionales;Eibar;24,37;2,54;54,31;18,78;;
Áreas funcionales;Gernika-Markina;8,06;3,23;82,26;6,45;;
Áreas funcionales;Igorre;40,91;0,00;50,00;9,09;;
Áreas funcionales;Laguardia;55,00;0,00;45,00;0,00;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;74,55;25,45;;
Áreas funcionales;Arrasate-Bergara;35,21;7,04;47,89;9,86;;
Áreas funcionales;Mungia;29,17;4,17;45,83;20,83;;
Áreas funcionales;Tolosa;1,39;0,00;97,22;1,39;;
Áreas funcionales;Zarautz-Azpeitia;28,57;0,00;71,43;0,00;;
;;;;;;;
;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2018ko 1. hiruhilekoa;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;
Nazionala/Nacional;ESPAÑA;91,46;8,54;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,16;21,84;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,18;8,82;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;89,89;10,11;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;75,28;24,72;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;92,07;7,93;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;90,61;9,39;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94,74;5,26;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;86,04;13,96;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;86,30;13,70;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,28;6,72;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;94,25;5,75;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,44;5,56;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;97,21;2,79;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;84,92;15,08;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;65,67;34,33;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;86,79;13,21;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;91,20;8,80;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;78,65;21,35;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;81,21;18,79;;;;
Hiriburak/Capitales de TTHH;Bilbao;78,12;21,88;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;89,52;10,48;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;69,74;30,26;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;81,64;18,36;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;79,45;20,55;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;96,82;3,18;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;72,74;27,26;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;80,72;19,28;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;79,61;20,39;;;;
Eskualde Egitura/Áreas funcionales;Durango;70,91;29,09;;;;
Eskualde Egitura/Áreas funcionales;Eibar;71,99;28,01;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;72,29;27,71;;;;
Eskualde Egitura/Áreas funcionales;Igorre;83,19;16,81;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;86,00;14,00;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;35,12;64,88;;;;
Eskualde Egitura/Áreas funcionales;Mungia;100,00;0,00;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;93,46;6,54;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;40,17;59,83;;;;
;;;;;;;
;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2018ko 1. hiruhilekoa;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS
Nazionala/Nacional;ESPAÑA;83,14;5,14;1,12;6,63;3,39;0,58
Euskadi/País Vasco;EUSKADI/PAIS VASCO;76,42;7,16;1,14;12,78;1,93;0,57
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;85,71;3,64;1,14;6,61;2,37;0,53
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;80,80;3,03;1,22;7,52;7,22;0,21
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;84,97;6,68;1,71;2,69;1,07;2,88
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;85,54;3,41;0,64;7,25;1,42;1,74
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;79,36;7,60;0,98;3,87;6,43;1,76
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;76,27;3,55;1,23;16,59;2,09;0,27
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;81,97;5,83;1,37;4,18;6,43;0,22
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;84,99;3,73;0,80;6,50;3,86;0,12
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;85,81;5,16;0,99;2,55;5,33;0,16
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;67,74;7,81;0,68;7,58;15,52;0,67
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;83,29;7,08;3,52;0,96;2,56;2,59
Erakunde Autonomoa/CCAA;MADRIL/MADRID;83,45;5,70;0,97;8,43;1,44;0,01
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;80,48;4,55;1,16;1,06;8,08;4,67
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;77,87;6,31;0,46;9,90;5,11;0,35
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;69,63;3,18;1,13;24,62;1,44;0,00
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;82,49;4,66;1,18;7,51;3,37;0,79
Lurraldea/TTHH;ARABA/ÁLAVA;77,73;6,25;0,43;14,54;1,05;0,00
Lurraldea/TTHH;GIPUZKOA;72,80;5,86;1,46;16,56;2,38;0,94
Lurraldea/TTHH;BIZKAIA;78,68;8,27;1,08;9,72;1,82;0,43
;;;;;;;
;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2018ko 1. hiruhilekoa;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS
Nazionala/Nacional;ESPAÑA;91,35;8,65;91,79;8,21;90,84;9,16
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,65;9,35;82,38;17,62;76,01;23,99
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,78;9,22;91,20;8,80;91,94;8,06
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;83,40;16,60;88,85;11,15;89,03;10,97
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;79,29;20,71;74,28;25,72;68,40;31,60
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,05;1,95;93,31;6,69;93,37;6,63
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94,52;5,48;89,84;10,16;95,31;4,69
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,68;8,32;93,82;6,18;98,35;1,65
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;89,30;10,70;88,38;11,62;88,99;11,01
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92,60;7,40;86,64;13,36;85,41;14,59
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,58;9,42;92,93;7,07;97,19;2,81
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78,34;21,66;92,36;7,64;93,17;6,83
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,77;4,23;96,83;3,17;87,58;12,42
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,05;6,95;97,21;2,79;96,97;3,03
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;88,00;12,00;87,73;12,27;83,36;16,64
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;86,97;13,03;64,60;35,40;52,75;47,25
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;90,08;9,92;84,67;15,33;88,43;11,57
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;91,03;8,97;90,71;9,29;91,52;8,48
Lurraldea/TTHH;ARABA/ÁLAVA;81,80;18,20;80,64;19,36;77,04;22,96
Lurraldea/TTHH;GIPUZKOA;92,46;7,54;75,69;24,31;66,62;33,38
Lurraldea/TTHH;BIZKAIA;91,45;8,55;87,12;12,88;80,89;19,11
;;;;;;;
;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2018ko 1. hiruhilekoa;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;1.239,10;1.251,63;1.099,20;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.695,18;1.702,37;1.662,22;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;991,59;998,85;906,20;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;987,25;1.008,94;838,15;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.003,80;1.003,98;1.003,35;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.548,08;1.545,70;1.662,49;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.066,61;1.069,95;1.006,24;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.129,45;1.122,24;1.277,09;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;855,65;864,71;791,98;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;695,11;689,44;728,12;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.555,98;1.566,76;1.393,24;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;674,55;669,38;750,05;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;997,67;1.005,82;805,25;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.793,89;1.790,43;1.910,22;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;750,71;754,34;721,73;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.107,58;1.125,50;1.071,16;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;811,39;802,01;874,66;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;869,75;874,79;808,46;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.290,66;1.294,01;1.278,58;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.640,10;2.636,81;2.655,30;;;
Hiriburak/Capitales de TTHH;Bilbao;1.671,58;1.665,13;1.713,39;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.139,79;1.166,90;1.007,64;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.652,89;1.648,63;1.665,24;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.676,41;1.691,91;1.577,34;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.276,28;1.279,24;1.264,79;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.175,14;1.171,94; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.535,02;1.638,91;1.259,74;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.693,70;1.703,44;1.632,27;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.094,81;2.107,33;2.046,79;;;
Eskualde Egitura/Áreas funcionales;Durango;1.576,34;1.578,93; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.661,27;1.621,48;1.779,53;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.608,33;1.592,29;1.640,40;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.549,94; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;732,17;732,17; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.277,12;1.382,07;1.044,74;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.553,77;1.435,46;1.653,15;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.733,65; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.554,76;1.571,52; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.062,75;2.077,13;2.029,44;;;
;;;;;;;
;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2018ko 1. hiruhilekoa;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;121.122,95;122.854,55;104.745,77;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;137.205,44;138.074,38;133.435,16;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;101.749,65;102.738,86;92.446,75;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;100.898,71;104.037,91;81.294,68;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;91.948,27;92.939,50;89.363,13;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;160.067,49;157.055,21;218.535,43;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94.298,05;93.259,39;104.989,38;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;104.876,95;104.489,83;111.589,54;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;90.249,99;91.227,23;83.411,98;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;87.932,21;88.683,56;83.386,17;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;142.344,57;143.522,83;127.684,66;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;74.495,15;74.595,30;73.275,89;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;92.101,37;92.970,93;73.492,77;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;187.248,01;187.392,85;182.371,08;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78.916,34;80.337,96;70.421,92;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;107.895,79;107.238,79;109.035,83;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;86.008,48;86.396,36;83.867,93;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;87.736,74;88.341,74;82.188,66;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;117.511,71;117.302,08;118.303,67;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;206.643,20;207.136,14;204.664,08;;;
Hiriburak/Capitales de TTHH;Bilbao;151.137,16;153.843,86;132.658,13;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;114.187,14;116.662,42;102.360,79;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;120.616,93;115.799,49;134.885,53;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;133.036,00;135.648,29;119.521,77;;;
Eskualde Egitura/Áreas funcionales;Álava Central;116.596,83;116.474,42;117.085,15;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;94.549,56;94.739,12; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;116.399,66;117.896,44;112.058,99;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;142.408,61;145.425,93;124.495,46;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;149.835,19;147.027,32;159.709,57;;;
Eskualde Egitura/Áreas funcionales;Durango;121.215,52;121.839,00;119.137,25;;;
Eskualde Egitura/Áreas funcionales;Eibar;121.558,73;115.852,46;138.399,18;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;123.910,11;125.456,79;120.172,31;;;
Eskualde Egitura/Áreas funcionales;Igorre;92.449,26;89.842,47; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;135.909,91;135.909,91; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;114.215,80;118.155,10;104.613,77;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;121.822,39;106.213,94;134.739,74;;;
Eskualde Egitura/Áreas funcionales;Mungia;135.929,28; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;139.358,05;140.230,11; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;153.731,23;155.555,37;150.580,46;;;
;;;;;;;
;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2018ko 1. hiruhilekoa;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;
Nazionala/Nacional;ESPAÑA;37,26;62,74;61,95;0,22;0,57;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;21,21;78,79;78,46;0,12;0,21;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;36,45;63,55;62,59;0,36;0,60;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;27,69;72,31;72,03;0,08;0,20;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;48,70;51,30;51,07;0,06;0,17;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;46,57;53,43;53,16;0,10;0,17;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;38,69;61,31;59,58;0,40;1,33;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;34,90;65,10;63,36;0,25;1,49;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;32,14;67,86;67,31;0,22;0,33;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;29,89;70,11;69,12;0,57;0,42;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;45,97;54,03;53,22;0,18;0,63;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;20,83;79,17;77,89;0,43;0,85;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;38,28;61,72;60,81;0,09;0,82;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;29,47;70,53;69,89;0,11;0,53;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;50,09;49,91;49,33;0,13;0,45;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;27,22;72,78;72,15;0,18;0,45;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;30,22;69,78;69,62;0,16; -     ;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;45,49;54,51;53,60;0,24;0,67;
Lurraldea/TTHH;ARABA/ÁLAVA;16,70;83,30;83,30; -     ; -     ;
Lurraldea/TTHH;GIPUZKOA;22,77;77,23;76,67;0,21;0,35;
Lurraldea/TTHH;BIZKAIA;21,33;78,67;78,40;0,09;0,18;
;;;;;;;
;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2018ko 1. hiruhilekoa;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 01 trimestre 2018;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;284,00;287,00;261,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;288,00;292,00;268,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;289,00;291,00;278,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;282,00;290,00;237,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;273,00;270,00;282,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;270,00;276,00;166,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;254,00;261,00;177,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;275,00;277,00;240,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;273,00;274,00;261,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;286,00;285,00;287,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;283,00;286,00;245,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;282,00;283,00;273,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;275,00;277,00;229,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;315,00;316,00;292,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;269,00;271,00;255,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;274,00;275,00;271,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;255,00;252,00;271,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;265,00;265,00;261,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;294,00;292,00;299,00;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;270,00;277,00;241,00;;;
Hiriburak/Capitales de TTHH;Bilbao;293,00;293,00;292,00;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;291,00;287,00;306,00;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;277,00;280,00;266,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;296,00;304,00;254,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;293,00;292,00;297,00;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;274,00;270,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;312,00;316,00;300,00;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;298,00;301,00;283,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;268,00;276,00;242,00;;;
Eskualde Egitura/Áreas funcionales;Durango;262,00;311,00;98,00;;;
Eskualde Egitura/Áreas funcionales;Eibar;308,00;306,00;315,00;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;290,00;288,00;296,00;;;
Eskualde Egitura/Áreas funcionales;Igorre;243,00;230,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;257,00;258,00; n.d. ;;;
