1.0.-Etxebizitza salerosketak. 2015ko 3. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;53,00;8,00;45,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;14,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;39,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;8,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;106,00;7,00;99,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;86,00;37,00;49,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;85,00;31,00;54,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;78,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;66,00;3,00;63,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;32,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;65,00;2,00;63,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;101,00;4,00;97,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;347,00;254,00;93,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;80,00;7,00;73,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;33,00;2,00;31,00;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.480,68;1.496,30;1.476,97;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.315,23;2.410,32;2.294,74;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.229,83;1.279,76;1.217,41;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.243,17;1.679,12;1.133,09;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.270,43;1.611,52;1.154,46;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.178,68;2.595,84;2.072,46;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.513,21;1.382,65;1.545,31;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.419,37;1.408,76;1.422,06;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;991,72;1.074,79;968,32;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;738,45;864,97;709,78;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.800,26;1.724,12;1.811,91;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;739,02;922,65;715,36;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.153,49;1.127,49;1.171,48;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.102,07;1.961,47;2.137,97;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.002,28;1.039,67;995,82;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.275,46;1.209,38;1.293,12;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.025,90;1.049,02;1.018,17;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.206,63;1.313,27;1.182,67;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.795,64;1.954,62;1.740,18;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.450,06;3.131,78;3.549,91;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.391,96;3.000,85;2.327,86;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.414,34; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.101,75;1.983,09;2.119,09;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.340,95;2.469,47;2.305,23;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.775,48;1.926,91;1.727,09;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;2.039,91; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.450,26; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.398,94;2.714,42;2.342,29;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.841,86;2.737,73;2.865,46;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.205,70;2.254,18;2.151,53;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.939,94;1.874,12;1.975,04;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.154,99;2.033,49;2.208,99;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.887,50; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;792,62; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.621,78; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.987,56;1.480,74;2.172,98;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.789,27; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;2.044,48; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.683,70; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.350,13; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.069,00;2.439,56;1.963,13;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.811,57;1.861,31;1.763,81;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.590,41; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.895,50; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.364,65; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;2.906,34; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.842,35; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;2.311,65; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.018,85; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.467,18;3.486,56;3.453,21;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.480,39;2.022,31;2.739,31;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.446,44; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.065,11; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.648,61; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.373,42; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.989,55; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.293,52;3.331,72;3.275,70;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.426,88; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.116,50; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;1.880,89;1.552,05;1.430,59;1.481,43;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.570,07;2.407,82;2.269,24;2.259,85;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.375,81;1.215,90;1.119,61;1.271,81;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.462,42;1.098,99;1.294,02;1.374,29;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.552,07;1.222,76;1.186,77;1.334,68;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.056,91;2.182,17;1.901,47;2.174,57;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.770,78;1.581,21;1.401,66;1.265,28;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.414,65;1.611,43;1.441,62;1.471,17;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.107,42;956,69;1.072,02;1.073,87;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.417,49;832,30;772,29;793,18;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.081,14;1.786,60;1.753,36;1.913,85;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;607,71;778,53;798,96;813,92;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.591,72;1.222,54;1.107,86;1.147,56;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.665,61;1.974,83;1.893,70;2.174,51;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.067,55;1.119,09;1.036,19;941,39;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.301,05;1.512,15;1.364,88;1.337,06;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;996,39;890,42;1.115,44;1.046,79;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.423,85;1.181,08;1.095,80;1.146,37;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;1.521,10;1.288,93;1.288,45;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.307,98;2.669,86;2.260,78;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.253,13;1.115,02;1.140,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.323,48;1.060,58;612,42;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.308,24;1.282,26;954,06;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.120,64;1.852,20;2.739,86;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.075,66;814,65;542,16;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;820,42;677,06;467,95;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.194,01;976,26;861,73;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.076,15;821,93;530,79;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;804,60;707,88;554,02;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.460,17;1.849,03;1.655,04;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.480,60;1.164,26;1.199,60;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.833,25;1.622,30;1.662,27;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.133,50;1.715,58;2.319,76;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.010,53;1.097,57;680,47;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.318,79;1.106,52;1.088,82;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.198,28;1.277,23;1.211,78;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;427,39;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;454,49;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;420,99;;;;;;;;
Lurraldea/TTHH;BIZKAIA;419,09;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;1,50;-0,90;0,40;-11,69;0,95;1,82;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-2,78;-0,50;-0,50;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1,76;-0,90;1,00;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-0,47;-1,10;1,60;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-4,21;-0,90;-0,50;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;5,19;-0,40;2,40;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;3,85;-1,00;2,10;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;0,48;-1,40;1,00;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;0,05;-1,40;0,80;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;0,62;-1,50;-1,60;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1,47;-0,50;-0,40;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-2,53;-1,50;1,10;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-4,04;-1,10;-0,50;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-1,62;-0,90;1,60;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;0,00;-1,00;0,70;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-10,79;-1,20;0,90;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-8,29;-0,90;0,20;-11,69;0,95;1,82;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1,93;-0,80;-0,90;-11,69;0,95;1,82;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2015ko 3. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2015ko 3. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 3er trimestre 2015;;;;;;1.4.- Compraventas de extranjeros. 3er trimestre 2015;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;79.727,00;0,02;-;;EUSKADI/PAÍS VASCO;España;3.609,00;98,36%;-
ESPAÑA;Reino Unido;2.854,00;0,00;0,00;;EUSKADI/PAÍS VASCO;China;13,00;0,35%;0,35%
ESPAÑA;Francia;1.072,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Reino Unido;6,00;0,16%;0,16%
ESPAÑA;Alemania;786,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Portugal;5,00;0,14%;0,14%
ESPAÑA;Suecia;780,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Rumania;4,00;0,11%;0,11%
ESPAÑA;Belgica;689,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Francia;4,00;0,11%;0,11%
ESPAÑA;Italia;545,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Irlanda;3,00;0,08%;0,08%
ESPAÑA;Rumania;495,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Italia;3,00;0,08%;0,08%
ESPAÑA;China;489,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Colombia;3,00;0,08%;0,08%
ESPAÑA;Rusia;411,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Bolivia;3,00;0,08%;0,08%
ESPAÑA;Noruega;380,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Peru;2,00;0,05%;0,05%
ESPAÑA;Marruecos;287,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Marruecos;1,00;0,03%;0,03%
ESPAÑA;Holanda;270,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Pakistan;1,00;0,03%;0,03%
ESPAÑA;Ucrania;227,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Belgica;1,00;0,03%;0,03%
ESPAÑA;Suiza;183,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Paraguay;1,00;0,03%;0,03%
ESPAÑA;Irlanda;158,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Alemania;1,00;0,03%;0,03%
ESPAÑA;Argelia;155,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Armenia;1,00;0,03%;0,03%
ESPAÑA;Polonia;138,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Australia;1,00;0,03%;0,03%
ESPAÑA;Dinamarca;124,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Canada;1,00;0,03%;0,03%
ESPAÑA;Bulgaria;114,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Mexico;1,00;0,03%;0,03%
ESPAÑA;Finlandia;110,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Bulgaria;1,00;0,03%;0,03%
ESPAÑA;Gainerakoa/Resto;2.063,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;4,00;0,11%;0,11%
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2015ko 3. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;4.629,00;7,90;10,15;28,53;53,42;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;6.100,00;4,83;7,80;20,86;66,51;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2015ko 3. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 3er trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;17,36;2,05;73,10;7,49;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;14,75;9,84;68,19;7,22;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;18,16;1,78;73,03;7,03;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;17,12;1,37;69,18;12,33;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;20,36;4,80;60,24;14,60;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;19,87;0,29;78,20;1,64;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;19,17;0,73;77,76;2,34;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;17,66;5,19;69,68;7,47;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;19,01;2,47;67,40;11,12;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;16,80;2,57;75,16;5,47;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;11,85;1,06;77,22;9,87;;;;;
