1.0.-Etxebizitza salerosketak. 2014ko 4. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;47,00;20,00;27,00;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;4,00;3,00;1,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;11,00;7,00;4,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;43,00;3,00;40,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;51,00;19,00;32,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;24,00;21,00;3,00;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;62,00;4,00;58,00;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;72,00;11,00;61,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;6,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;39,00;7,00;32,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;84,00;32,00;52,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;62,00;26,00;36,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;25,00;5,00;20,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;64,00;34,00;30,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;12,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;63,00;8,00;55,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;12,00;1,00;11,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;76,00;6,00;70,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;66,00;29,00;37,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;42,00;12,00;30,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;44,00;5,00;39,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;53,00;9,00;44,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;30,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;47,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;85,00;5,00;80,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;73,00;11,00;62,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;135,00;25,00;110,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;29,00;4,00;25,00;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.412,96;1.366,95;1.432,44;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.331,69;2.405,70;2.309,01;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.213,06;1.176,12;1.231,84;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.199,51;1.524,35;1.120,57;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.268,88;1.446,78;1.173,39;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.991,01;2.233,38;1.883,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.344,61;1.174,00;1.448,63;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.435,83;1.431,78;1.437,24;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;948,31;1.106,67;877,02;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;702,83;787,27;662,16;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.692,32;1.590,28;1.718,08;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;641,05;807,30;601,28;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.160,88;1.159,68;1.162,05;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.110,43;1.914,28;2.186,22;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.022,98;1.017,17;1.026,29;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.311,19;1.355,05;1.296,53;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;961,24;1.014,99;929,56;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.120,94;1.211,23;1.083,38;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.760,40;2.051,70;1.611,41;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.603,78;3.209,90;3.696,96;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.138,27;2.708,38;2.054,53;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.496,05;1.111,10;1.618,54;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.317,74;2.395,63;2.300,87;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.262,25;2.382,32;2.209,92;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.701,71;1.931,54;1.582,07;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.257,70; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;2.344,52; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.259,20;2.529,16;2.188,50;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;3.067,57;2.951,97;3.092,03;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.058,73;2.172,66;1.924,47;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.781,98;2.047,29;1.590,96;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.063,78;2.402,55;1.866,17;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;2.027,62; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;1.115,82; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.826,56; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.911,93;1.956,46;1.887,65;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;2.403,26; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.855,24; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.831,11; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.242,23; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.254,31; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.676,89;2.174,44;1.428,12;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.548,05;2.058,82;1.354,32;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.744,04; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.634,70; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;3.234,24; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.507,75; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;1.926,37; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.076,60; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.336,00;3.244,98;3.423,77;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.465,34;2.758,22;2.341,44;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.431,81; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.032,57; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.310,12; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.090,33; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.672,16; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;2.846,34; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.107,37;2.889,45;1.825,31;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;1.957,63; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;1.843,25;1.487,43;1.369,84;1.420,42;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.848,03;2.262,92;2.182,86;2.253,88;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.487,77;1.303,50;1.116,93;1.241,57;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.232,35;1.036,46;1.324,75;1.341,85;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.380,38;1.287,08;1.235,70;1.273,03;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.961,13;2.047,80;1.771,62;1.979,66;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.732,97;1.410,80;1.237,25;1.187,71;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.867,85;1.514,66;1.415,93;1.427,23;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.349,81;919,18;1.020,61;1.064,16;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;909,41;819,24;780,01;764,54;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.057,52;1.624,69;1.586,41;1.859,73;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;605,34;639,02;735,23;728,53;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.421,41;1.248,07;1.167,07;1.161,14;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.518,57;1.971,46;1.869,82;2.185,35;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.767,18;1.218,95;1.065,95;897,04;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.583,04;1.386,82;1.399,34;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;898,63;1.038,30;931,79;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.378,13;1.140,22;1.076,62;1.020,60;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;1.466,39;1.155,10;1.171,53;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.315,62;2.484,50;2.861,33;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.257,66;1.021,31;1.011,23;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.283,27;1.093,07;532,03;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.326,62;1.174,57;895,04;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.964,76;1.685,42;2.379,25;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;977,70;847,76; n.d. ;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;712,58;541,89;423,05;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.210,51;919,90;782,73;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.063,13;735,75;441,78;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;779,01;605,09;516,51;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.327,59;1.627,52;1.149,63;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.478,62;1.345,51;1.086,87;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.727,44;1.402,82;1.586,36;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.125,61;1.600,57;3.189,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.048,89;1.048,99;666,20;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.344,74;1.161,94;1.141,42;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.122,50;1.140,59;1.092,02;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;413,71;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;271,62;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;486,67;;;;;;;;
Lurraldea/TTHH;BIZKAIA;436,36;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;-0,23;-1,00;0,60;3,66;0,97;1,87;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-8,27;-0,70;0,00;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;-0,89;-1,20;1,70;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-7,75;-1,20;1,20;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-9,94;-1,10;1,10;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,45;-0,80;0,70;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,10;-1,10;1,10;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-6,05;-1,30;3,10;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-9,21;-1,20;0,60;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-12,08;-1,50;1,30;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;-0,44;-0,70;-1,30;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-5,93;-1,20;1,40;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-1,65;-1,00;1,60;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-0,43;-1,10;1,90;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-4,97;-1,30;0,90;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-10,64;-1,20;2,10;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-8,96;-0,90;0,40;3,66;0,97;1,87;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;-1,32;-1,20;-1,20;3,66;0,97;1,87;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2014ko 4. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2014ko 4. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 04 trimestre 2014;;;;;;1.4.- Compraventas de extranjeros. 04 trimestre 2014;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;65.794,00;0,86;-;;EUSKADI/PAÍS VASCO;Italia;9,00;0,18;-
ESPAÑA;Reino Unido;1.962,00;0,03;0,19;;EUSKADI/PAÍS VASCO;Rumania;6,00;0,12;0,15
ESPAÑA;Francia;992,00;0,01;0,09;;EUSKADI/PAÍS VASCO;Reino Unido;4,00;0,08;0,10
ESPAÑA;Alemania;764,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Rusia;3,00;0,06;0,08
ESPAÑA;Belgica;727,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Alemania;2,00;0,04;0,05
ESPAÑA;Italia;648,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Moldavia;2,00;0,04;0,05
ESPAÑA;Rusia;618,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Argentina;2,00;0,04;0,05
ESPAÑA;Suecia;614,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Estados Unidos de Am;2,00;0,04;0,05
ESPAÑA;China;440,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Portugal;2,00;0,04;0,05
ESPAÑA;Noruega;394,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Belgica;2,00;0,04;0,05
ESPAÑA;Rumania;298,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Polonia;2,00;0,04;0,05
ESPAÑA;Marruecos;247,00;0,00;0,02;;EUSKADI/PAÍS VASCO;El Salvador;1,00;0,02;0,03
ESPAÑA;Paises Bajos (Holand;244,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Argelia;1,00;0,02;0,03
ESPAÑA;Argelia;179,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Venezuela;1,00;0,02;0,03
ESPAÑA;Ucrania;177,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Peru;1,00;0,02;0,03
ESPAÑA;Suiza;148,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Pakistan;1,00;0,02;0,03
ESPAÑA;Irlanda;147,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Marruecos;1,00;0,02;0,03
ESPAÑA;Dinamarca;121,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Bolivia;1,00;0,02;0,03
ESPAÑA;Polonia;106,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Irlanda;1,00;0,02;0,03
ESPAÑA;Finlandia;94,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;5,00;0,10;0,13
ESPAÑA;Estados Unidos de Am;82,00;0,00;0,01;;;;;;
ESPAÑA;Gainerakoa/Resto;1.564,00;0,02;0,15;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2014ko 4. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;4.354,00;12,45;10,00;29,45;48,10;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;6.059,00;7,34;6,13;22,81;63,72;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2014ko 4. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 04 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;26,95;2,70;63,68;6,67;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;19,47;8,45;63,15;8,93;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;30,60;1,84;61,06;6,50;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;16,83;2,51;68,63;12,03;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;27,92;5,96;52,25;13,87;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;30,03;0,29;67,46;2,22;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;36,57;0,63;60,70;2,10;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;23,56;2,47;67,87;6,10;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;26,96;3,95;60,16;8,93;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;29,45;3,33;62,20;5,02;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;18,33;0,99;72,41;8,27;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;15,84;5,35;66,70;12,11;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;46,43;2,93;47,80;2,84;;;;;
