1.0.-Etxebizitzen salerosketa kopurua. 2020ko 2. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2020;;;;;;;;
;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;10.389,00;1.394,00;8.995,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;452,00;96,00;356,00;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;368,00;35,00;332,00;;;;
Hiriburak/Capitales de TTHH;Bilbao;618,00;43,00;575,00;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;138,00;14,00;124,00;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;771,00;113,00;658,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.229,00;280,00;949,00;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;496,00;99,00;397,00;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;22,00;2,00;20,00;;;;
Eskualde Egitura/Áreas funcionales;Goierri;82,00;6,00;76,00;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;1.547,00;200,00;1.347,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;772,00;100,00;671,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;178,00;94,00;84,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;66,00;19,00;47,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;46,00;9,00;37,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;21,00;7,00;14,00;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;17,00;7,00;10,00;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;90,00;4,00;86,00;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;85,00;29,00;56,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;6,00;3,00;3,00;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;72,00;1,00;71,00;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;76,00;1,00;75,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;19,00;1,00;18,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;30,00;1,00;29,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;166,00;68,00;98,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;120,00;9,00;111,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;41,00;3,00;38,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;35,00;9,00;26,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;10,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;29,00;5,00;24,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;45,00;2,00;43,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;68,00;9,00;59,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;70,00;2,00;68,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;134,00;17,00;116,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;73,00;4,00;69,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;67,00;1,00;66,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;34,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;57,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;136,00;12,00;124,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;105,00;10,00;95,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;80,00;4,00;76,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;57,00;12,00;45,00;;;;
;;;;;;;;
;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2020ko 2. hiruhilekoa;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;1.845,98;1.988,78;1.812,43;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.750,76;2.767,58;2.748,02;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.398,97;1.527,99;1.367,56;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.506,79;1.903,27;1.383,53;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.333,43;1.555,16;1.256,19;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.662,65;2.345,90;2.727,73;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.770,92;1.581,28;1.821,87;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.569,31;2.087,60;1.443,31;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.122,20;1.301,39;1.078,35;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;858,70;996,75;824,56;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.303,26;2.548,91;2.254,32;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;815,63;998,15;775,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.356,11;1.366,75;1.353,18;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.825,56;2.806,72;2.831,34;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.016,38;1.093,77;996,18;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.555,73;1.627,79;1.533,21;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.188,16;1.517,13;1.096,78;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.269,68;1.656,01;1.205,42;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.237,27;2.626,76;2.136,06;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;4.364,23;4.642,30;4.341,14;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.730,62;2.638,39;2.736,00;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.618,40; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.588,43;2.295,85;2.638,59;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.668,05;2.925,86;2.611,62;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;2.164,41;2.558,32;2.068,03;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;3.444,65; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.925,47; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;2.739,86;3.111,20;2.691,83;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;3.554,77;3.143,38;3.610,28;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;2.226,10;2.058,53;2.307,68;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;1.877,35;1.759,61;1.920,43;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;2.958,04; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.725,49; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;960,16; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;1.796,62; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;2.198,13;2.252,06;2.157,68;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;1.985,88; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2.137,53; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;3.136,10; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.827,86; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.712,72; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.439,57;2.678,93;2.196,02;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.957,39; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;2.105,02; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.762,53; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;5.062,57; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;6.277,43; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;4.883,31; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.972,62; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;4.200,19; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;3.364,33; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.007,13; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.522,98; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;2.057,86; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.511,90; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.176,36; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;4.069,93; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.362,72; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.155,91; n.d. ; n.d. ;;;;
;;;;;;;;
;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2020ko 2. hiruhilekoa;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;
Nazionala/Nacional;ESPAÑA;2.974,71;2.152,70;1.908,43;1.748,58;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.198,40;2.745,41;2.645,83;2.608,50;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2.483,82;1.530,49;1.330,20;1.384,25;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.677,31;1.503,12;1.555,03;1.612,97;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.308,45;1.260,12;1.213,11;1.413,52;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4.020,94;2.724,74;2.496,46;2.453,16;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.679,74;2.086,42;1.739,82;1.457,44;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2.260,41;1.728,81;1.501,12;1.606,52;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.562,15;1.232,81;1.166,82;1.159,46;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA; n.d. ;941,41;961,92;947,19;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.931,07;2.614,83;2.385,36;2.375,95;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;910,39;977,21;899,05;911,50;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.902,96;1.510,31;1.399,07;1.334,83;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.284,81;2.918,29;2.708,68;2.824,49;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.643,94;1.204,18;1.015,07;961,28;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.807,09;1.709,81;1.541,97;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;1.145,11;1.134,32;1.234,80;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.644,76;1.336,13;1.287,73;1.167,31;;;
;;;;;;;;
;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2020ko 2. hiruhilekoa;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;
Nazionala/Nacional;ESPAÑA;1.940,51;1.471,59;1.408,71;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.732,34;3.058,57;3.674,14;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.445,51;1.272,69;1.156,94;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.616,12;1.245,11;820,38;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.363,16;1.212,21;1.115,81;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.677,50;2.201,53;2.867,79;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.220,65;1.142,80;569,60;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;932,36;717,86;425,54;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.427,16;1.227,63;853,20;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.180,14;1.008,81;685,68;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;946,82;797,18;603,86;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.769,23;2.221,39;1.339,46;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.627,26;1.290,75;1.145,51;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.433,84;1.866,91;1.721,78;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.919,77;1.937,58;2.729,88;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.043,74;1.098,47;732,72;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.633,39;1.202,72;1.253,68;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.269,67;1.364,42;1.195,86;;;;
;;;;;;;;
;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2020ko 2. hiruhilekoa;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;327,51;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;284,35;;;;;;
Lurraldea/TTHH;GIPUZKOA;216,48;;;;;;
Lurraldea/TTHH;BIZKAIA;383,55;;;;;;
;;;;;;;;
;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2020ko 2. hiruhilekoa;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;
Nazionala/Nacional;ESPAÑA;3,75;-0,30;0,20;-21,39;0,04;0,60;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;7,35;-0,20;0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,12;-0,20;0,50;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;9,70;-0,60;-0,30;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;0,49;-0,80;-0,10;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;9,41;-0,50;0,30;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;-0,90;0,80;-0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;4,27;-0,50;0,00;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;4,09;-0,70;0,00;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;3,33;-0,60;0,80;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;3,19;-0,60;-0,60;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,66;-0,20;0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,79;-0,40;0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,02;-0,10;0,50;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;0,11;-0,40;0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;7,43;-0,70;0,40;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;0,83;-0,70;0,10;-21,39;0,04;0,60;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,55;-0,50;0,50;-21,39;0,04;0,60;
;;;;;;;;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 20209ko 2. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2020;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
ESPAÑA;España;67.810,00;0,01;-;;;;
ESPAÑA;Reino Unido;981,00;0,00;0,00;;;;
ESPAÑA;Alemania;576,00;0,00;0,00;;;;
ESPAÑA;Rumania;558,00;0,00;0,00;;;;
ESPAÑA;Francia;534,00;0,00;0,00;;;;
ESPAÑA;Marruecos;515,00;0,00;0,00;;;;
ESPAÑA;Belgica;478,00;0,00;0,00;;;;
ESPAÑA;Italia;444,00;0,00;0,00;;;;
ESPAÑA;Suecia;378,00;0,00;0,00;;;;
ESPAÑA;China;309,00;0,00;0,00;;;;
ESPAÑA;Holanda;282,00;0,00;0,00;;;;
ESPAÑA;Rusia;218,00;0,00;0,00;;;;
ESPAÑA;Ucrania;129,00;0,00;0,00;;;;
ESPAÑA;Noruega;105,00;0,00;0,00;;;;
ESPAÑA;Irlanda;101,00;0,00;0,00;;;;
ESPAÑA;Polonia;97,00;0,00;0,00;;;;
ESPAÑA;Bulgaria;97,00;0,00;0,00;;;;
ESPAÑA;Dinamarca;85,00;0,00;0,00;;;;
ESPAÑA;Portugal;70,00;0,00;0,00;;;;
ESPAÑA;Argentina;69,00;0,00;0,00;;;;
ESPAÑA;Estados Unidos;65,00;0,00;0,00;;;;
ESPAÑA;Gainerakoa/Resto;1.949,00;0,00;0,00;;;;
;;;;;;;;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 2020ko 2. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2020;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
EUSKADI/PAÍS VASCO;España;3.533,00;0,00;-;;;;
EUSKADI/PAÍS VASCO;Rumania;13,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;China;7,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Francia;5,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Italia;5,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Pakistan;5,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Colombia;4,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Peru;4,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Nicaragua;4,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Bolivia;3,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Holanda;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Venezuela;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Marruecos;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Paraguay;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Portugal;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Cuba;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Ucrania;2,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Uruguay;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Turquia;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Singapur;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Rusia;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Reino Unido;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Nigeria;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Nepal;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Estados Unidos;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Brasil;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Argelia;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Alemania;1,00;0,00;0,00;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;10,00;0,00;0,00;;;;
;;;;;;;;
;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2020ko 2. hiruhilekoa;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;
Nazionala/Nacional;ESPAÑA;5.748,00;9,44;9,94;11,63;68,99;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;8.315,00;3,92;5,94;9,76;80,38;;
;;;;;;;;
;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2020ko 2. hiruhilekoa;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2020;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;
Nazionala/Nacional;ESPAÑA;17,41;1,26;73,98;7,35;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;12,73;3,27;78,36;5,64;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;17,78;1,12;73,16;7,94;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;20,20;2,06;65,05;12,69;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;21,76;4,02;62,03;12,19;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;16,59;0,05;81,38;1,98;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;20,20;0,58;75,44;3,78;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;18,24;0,65;74,94;6,17;;;
