1.0.-Etxebizitzen salerosketa kopurua. 2022ko 3. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2022;;;;;;;;
;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;1.192,00;160,00;1.032,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;151,00;43,00;108,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;176,00;36,00;140,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;132,00;32,00;100,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;15,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;23,00;10,00;13,00;;;;
Eskualde Egitura/Áreas funcionales;Aiara;119,00;55,00;64,00;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;155,00;71,00;84,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;44,00;7,00;37,00;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;118,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;188,00;19,00;169,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;27,00;2,00;25,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;99,00;23,00;76,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;184,00;24,00;160,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;145,00;10,00;135,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;73,00;9,00;64,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;159,00;10,00;149,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;21,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;56,00;2,00;54,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;75,00;5,00;70,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;90,00;15,00;75,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;90,00;23,00;67,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;160,00;31,00;129,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;114,00;1,00;113,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;120,00;3,00;117,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;51,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;175,00;2,00;173,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;197,00;5,00;192,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;160,00;20,00;140,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;154,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;51,00;5,00;46,00;;;;
Udalerriak >40.000/Municipios >40.000;Irun;284,00;7,00;277,00;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;100,00;5,00;95,00;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;268,00;20,00;248,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;81,00;10,00;71,00;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;281,00;39,00;242,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;92,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;129,00;2,00;127,00;;;;
;;;;;;;;
;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2022ko 3. hiruhilekoa;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 03 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;1.958,06;2.090,86;1.930,72;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.891,23;3.204,35;2.849,07;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.645,60;1.824,53;1.602,26;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.539,93;1.949,61;1.452,89;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.302,65;1.454,68;1.268,84;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.081,73;3.293,58;3.039,01;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.306,11;1.921,94;2.394,22;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.714,62;1.799,70;1.702,83;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.151,71;1.408,13;1.082,59;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;860,55;938,99;844,97;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.431,14;2.593,05;2.400,10;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;844,19;1.308,47;772,33;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.441,94;1.486,87;1.429,49;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.229,31;3.022,69;3.277,42;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.096,34;1.109,90;1.094,16;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.814,37;2.110,13;1.698,45;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.273,35;1.234,17;1.279,83;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.467,27;1.884,56;1.405,20;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.344,25;2.661,78;2.276,17;;;;
Lurraldea/TTHH;GIPUZKOA;3.367,44;3.498,73;3.348,25;;;;
Lurraldea/TTHH;BIZKAIA;2.745,26;3.231,04;2.692,69;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.410,69;2.772,42;2.363,74;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;5.171,61;4.922,89;5.216,51;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.841,16;4.345,02;2.784,03;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;2.144,95;2.556,33;1.911,95;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.727,40;2.846,82;2.711,34;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.693,25;3.061,95;2.637,78;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;2.376,09;2.589,55;2.348,91;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;2.186,43;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.772,42;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.775,86;3.547,29;2.712,16;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;3.923,76;4.042,79;3.905,24;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;2.854,60;2.788,43;2.883,16;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;2.129,84;2.221,17;2.105,88;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;2.530,93;2.270,68;2.602,19;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.619,88;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;909,48;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Aiara;2.343,96;2.900,36;1.688,65;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;1.939,98;2.203,66;1.814,04;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;2.774,74;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2.307,80;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;3.602,49;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;2.141,82;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.885,43;3.312,81;2.740,87;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.516,03;2.874,54;2.463,49;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;2.049,22;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;2.431,89;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.151,62;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;5.287,89;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;7.040,53;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;5.094,21;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;5.719,77;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;6.050,32;6.578,43;5.868,51;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;3.691,76;3.581,77;3.720,27;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.143,09;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.778,80;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.921,36;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.417,31;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.648,85;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;4.092,91;5.304,73;3.897,46;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.507,86;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.492,48;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Irun;2.932,89;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;2.830,79;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;2.520,64;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;2.432,04;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;3.239,81;4.288,20;3.068,74;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;2.418,51;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;2.519,85;n.d.;n.d.;;;;
;;;;;;;;
;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2022ko 3. hiruhilekoa;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 03 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;
Nazionala/Nacional;ESPAÑA;3.019,87;2.211,69;1.946,02;1.901,36;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.700,83;2.860,41;2.748,93;2.806,45;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.967,09;1.741,34;1.542,83;1.683,27;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2.221,78;1.581,01;1.606,20;1.637,16;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.344,70;1.359,03;1.242,57;1.327,12;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;4.038,80;3.228,27;2.989,33;2.935,76;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4.574,38;2.485,34;1.988,30;1.770,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2.232,17;1.965,30;1.714,07;1.619,84;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.707,40;1.200,21;1.182,86;1.231,73;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.064,51;987,22;914,42;923,29;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;3.004,69;2.569,23;2.409,41;2.566,58;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;914,28;1.011,05;975,75;972,62;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2.204,61;1.594,58;1.512,00;1.436,23;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.504,37;3.208,79;2.975,79;3.319,36;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.750,31;1.321,65;1.096,71;999,25;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2.123,74;2.641,38;1.929,73;1.820,86;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.123,70;1.181,96;1.224,02;1.351,33;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2.008,28;1.564,74;1.453,19;1.336,49;;;
;;;;;;;;
;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2022ko 3. hiruhilekoa;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 03 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;
Nazionala/Nacional;ESPAÑA;2.057,66;1.622,13;1.475,29;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.876,04;3.574,95;2.673,14;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.710,73;1.397,07;1.355,99;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.655,56;1.460,65;729,21;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.323,96;1.505,17;1.077,87;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.076,44;2.665,04;3.438,54;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.318,03;1.312,15;625,93;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;979,65;683,91;440,26;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.537,25;1.002,72;972,08;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.231,26;1.081,31;693,44;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;920,84;883,60;666,35;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.378,13;2.178,00;1.764,92;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.767,90;1.543,21;1.408,83;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.537,56;2.050,20;1.975,02;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.322,89;2.290,63;2.891,88;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.105,10;1.224,25;835,74;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.940,57;1.341,86;1.292,90;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.470,08;1.541,65;1.397,51;;;;
;;;;;;;;
;;;;;;;;
1.1.4.-  Etxebizitza erosteko batez besteko prezioa (€). 2022ko 3. hiruhilekoa;;;;;;;;
1.1.4.- Precio medio de compraventa de vivienda (€). 03 trimestre 2022;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;188.458,00;214.796,00;183.036,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;245.595,00;298.729,00;238.442,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;173.379,00;204.655,00;165.804,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;139.259,00;197.025,00;126.986,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;114.665,00;129.646,00;111.334,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;337.477,00;349.684,00;335.016,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;176.959,00;173.263,00;177.807,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;152.069,00;182.148,00;147.901,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;118.474,00;151.558,00;109.556,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;99.521,00;107.207,00;97.994,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;222.892,00;252.871,00;217.143,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;90.371,00;145.828,00;81.787,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;132.213,00;155.301,00;125.818,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;317.481,00;314.094,00;318.270,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;107.063,00;109.835,00;106.616,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;180.912,00;209.674,00;169.639,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;123.487,00;123.305,00;123.517,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;140.341,00;185.870,00;133.569,00;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;225.604,00;270.813,00;215.910,00;;;;
Lurraldea/TTHH;GIPUZKOA;273.542,00;310.464,00;268.145,00;;;;
Lurraldea/TTHH;BIZKAIA;233.784,00;302.839,00;226.310,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;236.104,00;339.718,00;222.656,00;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;436.547,00;492.395,00;426.463,00;;;;
Hiriburak/Capitales de TTHH;Bilbao;243.899,00;370.895,00;239.075,00;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;194.102,00;205.138,00;187.852,00;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;215.715,00;227.185,00;214.173,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;228.298,00;292.509,00;218.638,00;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;233.190,00;317.695,00;222.429,00;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;206.262,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Goierri;148.628,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;236.136,00;346.226,00;227.045,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;316.685,00;361.573,00;309.703,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;236.667,00;236.233,00;236.854,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;156.105,00;144.819,00;159.066,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;201.897,00;206.558,00;200.620,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;195.770,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;78.976,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Aiara;192.662,00;226.148,00;153.224,00;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;170.511,00;218.647,00;147.521,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;307.349,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;199.439,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;301.640,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;152.325,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;371.147,00;507.719,00;324.954,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;227.379,00;303.512,00;216.222,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;183.810,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;214.983,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;192.127,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;476.575,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;654.264,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;395.474,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;509.009,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;481.585,00;529.173,00;465.201,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;307.797,00;423.870,00;277.704,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;261.038,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;198.956,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;145.873,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;164.839,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;213.366,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;469.718,00;487.123,00;466.911,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;209.641,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;195.267,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Irun;224.931,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;195.333,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;173.799,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;188.358,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;325.676,00;482.197,00;300.135,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;179.246,00;n.d.;n.d.;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;178.498,00;n.d.;n.d.;;;;
;;;;;;;;
;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2022ko 3. hiruhilekoa;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 03 trimestre 2022;;;;;;;;
;;;;;;;;
"BANATZEA  
 DESGLOSE";EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€/m²);BERRIA     NUEVA (€);;;;;
Nazionala/Nacional;ESPAÑA;1.566,53;139.276,61;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.036,60;165.659,06;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1.815,44;155.132,07;;;;;
