1.0.-Etxebizitzen salerosketa kopurua. 2015eko 1. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;110,00;38,00;72,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;32,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;58,00;17,00;41,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;16,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;47,00;2,00;45,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;6,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;54,00;1,00;53,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;86,00;31,00;55,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;64,00;26,00;38,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;71,00;7,00;64,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;68,00;8,00;60,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;22,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;99,00;32,00;67,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;110,00;5,00;105,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;87,00;7,00;80,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;136,00;18,00;118,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;30,00;6,00;24,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.455,83;1.396,96;1.475,12;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.328,31;2.424,47;2.302,86;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.218,44;1.165,04;1.238,31;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.252,02;1.551,26;1.168,43;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.193,21;1.308,61;1.146,86;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.884,27;2.150,03;1.810,80;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.472,37;1.268,97;1.543,73;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.428,93;1.334,76;1.456,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.033,43;1.131,25;995,05;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;739,98;893,79;689,53;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.762,24;1.731,29;1.769,78;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;651,69;779,37;623,81;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.153,58;1.082,47;1.215,10;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.098,23;1.884,41;2.160,27;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;924,62;921,75;925,67;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.305,77;1.163,46;1.343,22;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;987,12;1.100,67;905,17;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.103,02;1.188,62;1.076,69;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.688,74;2.224,46;1.511,13;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.403,49;2.732,22;3.581,07;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.222,87;2.690,88;2.157,22;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.366,42; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.313,28;2.251,00;2.326,34;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.351,43;2.483,93;2.300,42;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.666,34;2.151,22;1.501,52;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.520,35; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;2.144,67; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.340,87;2.695,59;2.261,30;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.863,70;2.540,74;2.932,11;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.304,97;2.310,57;2.297,66;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;2.039,47;1.550,35;2.349,64;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.048,01;1.989,74;2.073,26;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;2.018,89; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;795,87; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.614,20; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.830,45;2.106,78;1.724,80;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.861,38; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;2.008,43; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.857,84;3.562,03;2.685,39;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.334,76; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.313,15;2.746,30;1.931,97;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.648,27;2.054,33;1.508,25;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.444,23;1.848,10;1.347,30;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.580,91; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;1.471,62; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;3.328,78; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.028,82; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;1.891,13; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;3.927,61; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.595,37;3.345,12;3.740,50;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.224,87;1.816,11;2.467,57;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.287,43; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.034,82; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.393,46; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.362,16;2.825,05;2.160,58;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.560,19; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.281,85; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.223,92; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.254,72; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;2.008,37;1.530,51;1.416,57;1.450,83;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.705,63;2.332,78;2.205,22;2.222,26;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.602,48;1.310,76;1.182,46;1.216,29;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.180,08;1.216,92;1.239,02;1.418,71;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.261,93;1.179,12;1.210,54;1.253,05;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.189,48;1.883,37;1.768,22;1.915,23;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.780,39;1.495,23;1.334,01;1.264,13;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.705,80;1.435,69;1.392,79;1.535,25;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.542,95;984,23;1.129,54;1.082,47;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;873,87;748,93;856,30;799,20;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.781,14;1.684,12;1.666,95;1.901,22;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;885,85;779,13;724,10;658,07;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.587,56;1.217,13;1.095,68;1.194,35;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.577,24;1.993,40;1.813,96;2.182,69;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.044,85;1.093,61;984,25;869,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.749,98;1.406,62;1.388,57;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.085,72;996,96;916,05;1.148,12;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.417,89;1.142,22;1.028,46;1.018,03;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;1.507,44;1.194,06;1.195,49;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.313,42;2.626,07;2.940,15;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.260,75;1.056,92;997,13;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.347,44;1.039,85;663,06;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.243,55;1.086,21;760,14;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.911,81;1.234,98;2.224,57;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.010,89;807,21;705,59;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;713,96;596,34;461,65;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.201,21;948,92;732,53;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.115,70;839,98;555,60;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;799,35;675,78;565,81;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.460,64;1.756,99;1.228,56;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.475,26;1.317,22;1.194,20;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.793,05;1.515,62;1.659,69;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.114,21;1.750,29;2.479,66;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;943,67;942,40;648,06;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.366,47;1.191,43;886,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.103,59;1.100,82;1.100,48;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;359,69;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;264,99;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;603,71;;;;;;;;
Lurraldea/TTHH;BIZKAIA;299,87;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;1,59;-0,70;-0,10;11,42;0,64;1,32;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-6,81;-0,40;-1,00;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;0,31;-0,80;0,10;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-2,45;-0,80;0,30;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-4,21;-0,80;-0,30;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,17;-0,40;1,00;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;3,31;-1,10;1,00;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-1,06;-0,90;3,00;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;0,17;-1,10;-0,40;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-4,70;-1,10;0,40;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1,95;-0,30;-1,80;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-2,09;-0,90;1,30;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;0,46;-0,80;-0,10;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;0,13;-0,50;1,50;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-1,98;-0,80;0,50;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-10,84;-0,60;1,90;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-4,71;-0,50;-1,50;11,42;0,64;1,32;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1,41;-0,60;-1,20;11,42;0,64;1,32;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2015eko 1. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2015eko 1. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 01 trimestre 2015;;;;;;1.4.- Compraventas de extranjeros. 01 trimestre 2015;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;78.327,00;0,88;-;;EUSKADI/PAÍS VASCO;España;3.242;98,21%;-
ESPAÑA;Reino Unido;1.918,00;0,02;0,18;;EUSKADI/PAÍS VASCO;China;17;0,51%;28,81%
ESPAÑA;Francia;1.105,00;0,01;0,10;;EUSKADI/PAÍS VASCO;Francia;4;0,12%;6,78%
ESPAÑA;Alemania;834,00;0,01;0,08;;EUSKADI/PAÍS VASCO;Reino Unido;3;0,09%;5,08%
ESPAÑA;Belgica;807,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Portugal;3;0,09%;5,08%
ESPAÑA;Suecia;593,00;0,01;0,05;;EUSKADI/PAÍS VASCO;Alemania;3;0,09%;5,08%
ESPAÑA;Rusia;547,00;0,01;0,05;;EUSKADI/PAÍS VASCO;Rumania;3;0,09%;5,08%
ESPAÑA;Italia;539,00;0,01;0,05;;EUSKADI/PAÍS VASCO;Armenia;2;0,06%;3,39%
ESPAÑA;China;456,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Bulgaria;1;0,03%;1,69%
ESPAÑA;Rumania;356,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Colombia;1;0,03%;1,69%
ESPAÑA;Noruega;342,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Ecuador;1;0,03%;1,69%
ESPAÑA;Marruecos;317,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Marruecos;1;0,03%;1,69%
ESPAÑA;Paises Bajos (Holand;225,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Peru;1;0,03%;1,69%
ESPAÑA;Ucrania;198,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Polonia;1;0,03%;1,69%
ESPAÑA;Argelia;178,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Nepal;1;0,03%;1,69%
ESPAÑA;Suiza;143,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Anguilla;1;0,03%;1,69%
ESPAÑA;Finlandia;127,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Paises Bajos (Holand;1;0,03%;1,69%
ESPAÑA;Irlanda;117,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Chile;1;0,03%;1,69%
ESPAÑA;Polonia;110,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;14;0,42%;23,73%
ESPAÑA;Dinamarca;101,00;0,00;0,01;;;;;;
ESPAÑA;Bulgaria;68,00;0,00;0,01;;;;;;
ESPAÑA;Gainerakoa/Resto;1.759,00;0,02;0,16;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2015eko 1. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;4.495,00;11,73;9,46;28,50;50,31;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;5.995,00;6,03;7,02;22,89;64,06;;;;
;;;;;;;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2015eko 1. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 01 trimestre 2015;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;22,20;2,84;68,01;6,95;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;18,01;6,87;68,12;7,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;24,56;2,28;66,12;7,04;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;19,06;1,77;68,45;10,72;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;23,28;5,99;57,72;13,01;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;21,22;0,24;76,47;2,07;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;25,02;0,72;72,11;2,15;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;20,15;1,45;70,29;8,11;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;24,74;3,35;62,95;8,96;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;22,32;3,54;68,02;6,12;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;17,68;1,18;72,57;8,57;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;13,63;8,01;62,66;15,70;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;43,62;2,04;51,19;3,15;;;;;
