1.0.-Etxebizitza salerosketak. 2014ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;6,00;5,00;1,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;54,00;9,00;45,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;224,00;181,00;43,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;15,00;9,00;6,00;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;130,00;34,00;96,00;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;85,00;25,00;60,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;18,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;23,00;5,00;18,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;92,00;43,00;49,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;87,00;49,00;38,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;23,00;9,00;14,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;260,00;240,00;20,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;9,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;55,00;2,00;53,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;42,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;43,00;4,00;39,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;59,00;26,00;33,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;47,00;24,00;23,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;60,00;13,00;47,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;45,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;21,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;48,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;130,00;37,00;93,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;73,00;9,00;64,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;96,00;5,00;91,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;17,00;1,00;16,00;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Estatukoa/Estatal;ESPAÑA;1.433,96;1.398,06;1.457,25;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.316,19;2.435,39;2.268,80;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.190,85;1.203,87;1.180,03;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.241,01;1.529,88;1.159,48;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.257,40;1.428,83;1.137,40;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.873,59;2.074,13;1.729,62;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.453,85;1.357,83;1.547,69;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.451,14;1.455,11;1.447,88;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.001,12;1.083,45;947,86;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;742,31;861,68;663,09;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.758,24;1.670,53;1.792,84;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;706,56;808,28;657,73;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.253,68;1.326,12;1.165,47;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.091,57;1.924,20;2.184,61;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.011,32;1.056,79;965,09;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.302,78;1.272,02;1.316,13;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.098,83;1.103,00;1.095,50;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.119,95;1.176,82;1.080,15;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.846,75;2.145,04;1.655,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.285,32;3.004,47;3.363,06;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.201,33;2.807,50;2.149,42;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.534,29; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.273,93;2.336,90;2.245,90;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.318,89;2.486,59;2.218,41;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.808,81;2.119,90;1.615,43;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.630,36; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;2.127,82; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.337,70;2.717,26;2.225,63;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.821,08;2.581,95;2.901,05;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.014,45;2.173,41;1.708,31;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.865,76;1.935,46;1.778,63;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.196,48;2.248,07;2.164,95;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.443,04; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;586,81; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.760,72; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;2.039,86;2.035,34;2.044,92;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;2.017,63; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;2.331,68;2.647,51;2.212,36;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.844,46;3.359,88;2.720,38;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.617,83; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.347,02; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;1.915,96;2.036,25;1.813,27;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.793,91;2.298,63;1.304,49;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.639,09; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.040,45; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;2.885,24; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.949,50; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;2.000,29; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;3.881,73; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.295,10;3.449,96;3.176,37;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.229,06;2.419,80;2.017,11;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.502,30;2.931,56;2.385,23;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.078,74; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.379,76; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.097,97; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.790,25; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.154,47; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.026,61; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.401,79; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Estatukoa/Estatal;ESPAÑA;1.815,78;1.535,18;1.392,16;1.424,14;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.598,38;2.311,61;2.288,25;2.245,15;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.526,25;1.373,78;1.117,89;1.199,42;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.426,06;1.199,64;1.319,63;1.399,36;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.527,78;1.215,79;1.195,75;1.339,61;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.694,20;1.871,12;1.707,87;1.832,57;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.846,31;1.549,13;1.364,33;1.205,71;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.571,09;1.637,63;1.432,86;1.476,50;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.268,11;1.065,60;1.065,76;1.066,47;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;788,49;957,02;805,18;750,32;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.960,33;1.675,19;1.647,74;1.924,85;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;485,96;660,56;762,09;771,05;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.637,39;1.311,38;1.194,35;1.262,26;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.397,85;1.943,22;1.846,62;2.199,78;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.279,54;1.149,84;1.154,18;924,64;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.702,34;1.502,34;1.341,30;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;1.122,36;1.100,98;1.101,22;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.396,30;1.161,06;1.051,49;1.011,39;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Estatukoa/Estatal;ESPAÑA;1.482,79;1.197,80;1.184,08;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.318,75;2.240,75;2.251,15;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.238,21;1.012,71;979,10;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.318,15;1.153,53;670,73;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.310,67;1.044,55;807,89;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.820,71;1.774,11;2.376,42;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.122,99;904,02;701,38;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;768,25;638,48;504,24;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.282,32;1.107,36;921,67;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.085,46;814,48;486,88;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;797,21;711,11;509,48;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.425,91;1.798,01;1.275,92;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.498,11;1.154,83;1.311,87;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.797,57;1.476,89;1.604,61;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.111,88;1.737,32;2.513,62;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.051,58;940,45;616,85;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.345,45;1.124,68;1.108,46;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.113,06;1.150,57;1.148,14;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;247,21;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;384,35;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;302,09;;;;;;;;
Lurraldea/TTHH;BIZKAIA;185,91;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Estatukoa/Estatal;ESPAÑA;-4,35;0,10;0,40;40,72;1,15;2,86;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-9,71;0,50;0,70;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;-4,99;-0,10;0,30;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-10,53;0,00;0,30;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-12,24;-0,10;1,30;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;-0,77;0,50;0,00;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,44;-0,30;0,40;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-7,45;-0,10;0,50;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-13,20;0,10;-0,50;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-18,98;-0,20;1,30;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;-3,36;0,40;-0,70;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-14,31;-0,50;-1,70;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-11,00;0,30;2,00;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-2,69;0,00;1,60;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-11,74;-0,20;-0,10;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-6,13;-0,20;1,00;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-15,65;0,00;2,20;40,72;1,15;2,86;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;-5,87;0,00;-1,10;40,72;1,15;2,86;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2014ko 2. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2014ko 2. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2014;;;;;;1.4.- Compraventas de extranjeros. 02 trimestre 2014;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;66.581,00;0,87;-;;EUSKADI/PAÍS VASCO;España;3.025,00;0,99;-
ESPAÑA;Reino Unido;1.553,00;0,02;0,16;;EUSKADI/PAÍS VASCO;China;5,00;0,00;16,67%
ESPAÑA;Francia;998,00;0,01;0,10;;EUSKADI/PAÍS VASCO;Alemania;2,00;0,00;6,67%
ESPAÑA;Rusia;795,00;0,01;0,08;;EUSKADI/PAÍS VASCO;Argentina;2,00;0,00;6,67%
ESPAÑA;Alemania;741,00;0,01;0,08;;EUSKADI/PAÍS VASCO;Reino Unido;2,00;0,00;6,67%
ESPAÑA;Belgica;716,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Honduras;2,00;0,00;6,67%
ESPAÑA;Suecia;584,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Italia;2,00;0,00;6,67%
ESPAÑA;Italia;466,00;0,01;0,05;;EUSKADI/PAÍS VASCO;Rumania;2,00;0,00;6,67%
ESPAÑA;Noruega;418,00;0,01;0,04;;EUSKADI/PAÍS VASCO;Bolivia;1,00;0,00;3,33%
ESPAÑA;China;339,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Luxemburgo;1,00;0,00;3,33%
ESPAÑA;Rumania;261,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Pakistan;1,00;0,00;3,33%
ESPAÑA;Argelia;258,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Rusia;1,00;0,00;3,33%
ESPAÑA;Marruecos;250,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Suecia;1,00;0,00;3,33%
ESPAÑA;Paises Bajos (Holand;227,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Portugal;1,00;0,00;3,33%
ESPAÑA;Ucrania;140,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Estados Unidos de Am;1,00;0,00;3,33%
ESPAÑA;Suiza;138,00;0,00;0,01;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;6,00;0,00;20,00%
ESPAÑA;Finlandia;121,00;0,00;0,01;;;;;;
ESPAÑA;Dinamarca;104,00;0,00;0,01;;;;;;
ESPAÑA;Polonia;103,00;0,00;0,01;;;;;;
ESPAÑA;Irlanda;91,00;0,00;0,01;;;;;;
ESPAÑA;Estados Unidos de Am;74,00;0,00;0,01;;;;;;
ESPAÑA;Gainerakoa/Resto;1.491,00;0,02;0,15;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2014ko 2. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Estatukoa/Estatal;ESPAÑA;4.072,00;14,33;10,15;32,22;43,30;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;5.594,00;13,13;7,11;21,62;58,14;;;;
;;;;;;;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2014ko 2. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2014;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Estatukoa/Estatal;ESPAÑA;35,77;3,24;55,15;5,84;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;26,17;5,09;64,25;4,49;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;41,49;2,20;50,72;5,59;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;16,98;13,19;59,43;10,40;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;34,69;5,57;49,72;10,02;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;40,41;0,73;56,82;2,04;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;47,85;1,35;48,82;1,98;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;40,76;2,03;49,49;7,72;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;33,60;5,51;52,56;8,33;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;35,86;4,63;55,83;3,68;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;25,60;1,64;64,76;8,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;25,00;11,15;52,98;10,87;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;52,59;2,08;43,36;1,97;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;32,87;4,03;59,41;3,69;;;;;
