1.0.-Etxebizitzen salerosketa kopurua. 2017ko 3. hiruhilekoa;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2017;;;;;;;
;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;8,02;4,22;70,29;17,47;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;23,81;0,83;71,72;3,64;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;18,42;2,41;73,83;5,34;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;16,32;0,97;75,31;7,40;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;14,16;3,44;74,58;7,82;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;21,17;1,14;67,39;10,30;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;13,33;1,46;76,43;8,78;;
Capitales de TTHH;Vitoria-Gasteiz;11,98;2,95;70,73;14,34;;
Capitales de TTHH;Donostia/San Sebastián;19,90;0,00;78,29;1,81;;
Capitales de TTHH;Bilbao;12,44;1,42;83,03;3,11;;
Resto de TTHH;Resto ARABA/ÁLAVA;11,43;0,00;78,57;10,00;;
Resto de TTHH;Resto GIPUZKOA;27,31;0,87;67,03;4,79;;
Resto de TTHH;Resto BIZKAIA;13,75;2,78;78,62;4,85;;
Áreas funcionales;Álava Central;11,97;2,76;71,83;13,44;;
Áreas funcionales;Balmaseda-Zalla;3,70;0,00;92,60;3,70;;
Áreas funcionales;Beasain-Zumárraga;10,00;0,00;82,00;8,00;;
Áreas funcionales;Bilbao Metropolitano;11,24;2,30;82,41;4,05;;
Áreas funcionales;Donostia-San Sebastián;28,54;0,35;68,16;2,95;;
Áreas funcionales;Durango;39,83;0,00;53,39;6,78;;
Áreas funcionales;Eibar;26,67;2,86;67,61;2,86;;
Áreas funcionales;Gernika-Markina;18,00;6,00;74,00;2,00;;
Áreas funcionales;Igorre;30,77;0,00;69,23;0,00;;
Áreas funcionales;Laguardia;36,36;0,00;63,64;0,00;;
Áreas funcionales;Laudio / Llodio;2,56;0,00;79,49;17,95;;
Áreas funcionales;Arrasate-Bergara;37,39;1,74;52,17;8,70;;
Áreas funcionales;Mungia;23,08;15,38;46,16;15,38;;
Áreas funcionales;Tolosa;3,70;0,00;90,74;5,56;;
Áreas funcionales;Zarautz-Azpeitia;7,00;0,00;90,00;3,00;;
;;;;;;;
;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2017ko 3. hiruhilekoa;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;
Nazionala/Nacional;ESPAÑA;91,56;8,44;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;79,67;20,33;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;93,78;6,22;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,05;8,95;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;79,61;20,39;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;93,57;6,43;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;88,68;11,32;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;95,34;4,66;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;84,73;15,27;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;83,69;16,31;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,26;7,74;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;93,11;6,89;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,24;5,76;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;96,57;3,43;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,64;13,36;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;60,51;39,49;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;66,77;33,23;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;93,16;6,84;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;86,18;13,82;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;85,88;14,12;;;;
Hiriburak/Capitales de TTHH;Bilbao;83,50;16,50;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;83,08;16,92;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;71,64;28,36;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;76,55;23,45;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;86,01;13,99;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;94,52;5,48;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;76,37;23,63;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;81,28;18,72;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;84,92;15,08;;;;
Eskualde Egitura/Áreas funcionales;Durango;54,66;45,34;;;;
Eskualde Egitura/Áreas funcionales;Eibar;51,86;48,14;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;84,52;15,48;;;;
Eskualde Egitura/Áreas funcionales;Igorre;82,97;17,03;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;79,45;20,55;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;48,92;51,08;;;;
Eskualde Egitura/Áreas funcionales;Mungia;61,46;38,54;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;86,87;13,13;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;53,94;46,06;;;;
;;;;;;;
;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2017ko 3. hiruhilekoa;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS
Nazionala/Nacional;ESPAÑA;81,56;5,00;1,24;9,23;2,51;0,46
Euskadi/País Vasco;EUSKADI/PAIS VASCO;71,20;5,31;0,73;17,58;4,85;0,33
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;82,47;4,42;1,04;8,83;2,59;0,65
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,11;3,94;1,67;1,29;1,72;0,27
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;79,04;8,96;1,79;0,83;5,67;3,71
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;86,92;6,40;0,61;3,17;1,85;1,05
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;79,67;6,20;2,81;5,86;4,67;0,79
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;89,52;2,60;1,31;3,01;3,52;0,04
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;76,45;7,58;1,56;8,97;5,04;0,40
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;79,65;3,26;1,76;5,41;9,68;0,24
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;84,82;4,33;2,19;7,15;1,33;0,18
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;75,09;5,43;0,62;11,37;5,53;1,96
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;80,87;5,75;1,60;3,80;5,99;1,99
Erakunde Autonomoa/CCAA;MADRIL/MADRID;78,76;4,98;0,57;15,17;0,52;0,00
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;85,18;5,86;1,10;3,10;3,90;0,86
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;72,52;6,54;0,62;14,67;3,16;2,49
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;90,25;4,04;1,35;1,05;2,55;0,76
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,59;5,21;0,97;2,39;2,55;0,29
Lurraldea/TTHH;ARABA/ÁLAVA;73,05;4,34;0,33;6,79;15,49;0,00
Lurraldea/TTHH;GIPUZKOA;67,72;4,43;0,84;22,29;4,36;0,36
Lurraldea/TTHH;BIZKAIA;73,11;6,09;0,74;16,76;2,93;0,37
;;;;;;;
;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2017ko 3. hiruhilekoa;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 20172;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS
Nazionala/Nacional;ESPAÑA;91,37;8,63;91,74;8,26;91,74;8,26
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,41;9,59;79,79;20,21;75,62;24,38
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,15;8,85;92,99;7,01;92,91;7,09
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,51;14,49;93,05;6,95;92,35;7,65
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;86,70;13,30;77,90;22,10;67,97;32,03
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;96,30;3,70;93,74;6,26;98,80;1,20
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94,07;5,93;90,24;9,76;81,72;18,28
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,69;8,31;94,43;5,57;98,93;1,07
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;85,06;14,94;89,05;10,95;92,40;7,60
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;93,92;6,08;83,01;16,99;80,80;19,20
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;89,82;10,18;92,21;7,79;97,50;2,50
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78,09;21,91;93,93;6,07;93,70;6,30
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,34;3,66;96,27;3,73;89,98;10,02
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,99;6,01;96,31;3,69;97,25;2,75
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;88,46;11,54;88,24;11,76;86,83;13,17
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;88,36;11,64;63,10;36,90;57,67;42,33
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;89,65;10,35;76,24;23,76;79,69;20,31
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,00;10,00;92,32;7,68;91,72;8,28
Lurraldea/TTHH;ARABA/ÁLAVA;82,65;17,35;81,28;18,72;87,15;12,85
Lurraldea/TTHH;GIPUZKOA;95,48;4,52;78,17;21,83;77,49;22,51
Lurraldea/TTHH;BIZKAIA;88,96;11,04;80,56;19,44;71,35;28,65
;;;;;;;
;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2017ko 3. hiruhilekoa;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;1.224,84;1.233,00;1.132,30;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.668,11;1.675,37;1.636,66;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;974,05;980,35;887,44;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.013,99;1.024,26;915,71;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;998,22;1.001,81;988,10;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.502,78;1.497,44;1.768,16;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.060,64;1.060,98;1.054,48;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.151,30;1.145,62;1.263,17;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;834,31;835,28;824,82;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;722,75;726,62;703,55;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.522,69;1.531,67;1.410,21;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;661,84;667,05;565,16;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.044,47;1.054,26;796,24;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.761,38;1.761,35;1.762,21;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;731,36;740,78;660,44;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.078,00;1.030,49;1.179,32;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;860,78;836,66;993,21;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;849,02;853,44;790,19;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.267,25;1.276,02;1.222,55;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.419,74;2.390,17;2.602,48;;;
Hiriburak/Capitales de TTHH;Bilbao;1.696,72;1.722,59;1.589,40;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.020,44;984,22; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.619,47;1.636,03;1.568,93;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.626,31;1.621,43;1.649,96;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.250,34;1.257,68;1.213,53;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.339,07;1.359,02; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.502,02;1.528,75;1.409,47;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.668,81;1.676,68;1.635,62;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.034,73;2.042,81;1.996,38;;;
Eskualde Egitura/Áreas funcionales;Durango;1.650,25;1.668,44; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.458,25;1.493,70;1.261,66;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.591,12;1.585,04; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.366,56;1.366,56; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;752,93; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.116,16;1.104,53; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.449,43;1.434,29;1.471,55;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.223,32; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.297,72;1.316,07; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.042,15;2.194,75;1.843,30;;;
;;;;;;;
;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2017ko 3. hiruhilekoa;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;119.428,75;120.767,12;106.315,61;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;131.337,25;131.208,37;131.836,10;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;99.300,30;99.929,10;91.660,85;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;104.596,65;106.743,29;82.670,31;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;91.636,22;93.838,99;85.104,33;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;153.871,74;160.525,61;93.732,07;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94.799,04;92.452,03;121.829,39;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;109.371,39;109.488,53;107.277,57;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;86.622,56;86.525,49;87.463,22;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92.542,51;93.014,40;90.324,54;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;141.933,87;142.588,71;134.061,33;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;70.948,93;71.225,48;66.961,51;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94.754,83;95.501,69;79.641,11;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;182.908,76;183.315,44;172.753,34;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;76.521,37;77.188,66;71.929,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;101.440,16;97.962,03;107.810,11;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;82.770,40;80.448,62;91.403,81;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;85.946,74;86.601,32;78.845,38;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;116.526,21;116.655,98;115.934,45;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;176.784,72;173.244,08;194.662,06;;;
Hiriburak/Capitales de TTHH;Bilbao;148.029,12;146.561,20;153.652,39;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;99.429,07;99.185,50;100.687,50;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;119.447,17;118.628,38;122.065,62;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;124.781,76;125.868,16;120.595,12;;;
Eskualde Egitura/Áreas funcionales;Álava Central;115.382,36;115.341,63;115.568,93;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;101.415,72;100.218,97; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;99.998,22;102.962,60;88.920,82;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;134.490,71;134.054,84;136.315,69;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;146.350,01;145.071,58;151.976,90;;;
Eskualde Egitura/Áreas funcionales;Durango;121.761,05;134.751,96;101.974,89;;;
Eskualde Egitura/Áreas funcionales;Eibar;105.597,03;106.350,15;102.346,70;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;115.577,29;118.672,89; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;103.105,67;108.623,28; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;64.563,45; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;101.478,98;104.467,04; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;109.704,13;105.263,15;116.437,23;;;
Eskualde Egitura/Áreas funcionales;Mungia;279.333,33; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;107.825,91;109.250,02; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;165.673,77;168.546,56;161.749,95;;;
;;;;;;;
;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2017ko 3. hiruhilekoa;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;
Nazionala/Nacional;ESPAÑA;38,45;61,55;60,27;0,67;0,61;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;23,68;76,32;75,93;0,05;0,34;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;39,72;60,28;59,03;0,55;0,70;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;24,14;75,86;75,74;0,04;0,08;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;47,57;52,43;51,36;0,24;0,83;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;49,97;50,03;49,20;0,52;0,31;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;36,72;63,28;59,00;2,84;1,44;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;37,57;62,43;60,80;0,22;1,41;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;28,70;71,30;70,20;0,83;0,27;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;26,50;73,50;71,97;0,82;0,71;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;48,69;51,31;49,58;1,30;0,43;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;24,39;75,61;73,86;0,75;1,00;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;40,64;59,36;58,44;0,34;0,58;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;30,45;69,55;68,84;0,02;0,69;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;53,85;46,15;45,57;0,27;0,31;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;24,68;75,32;74,22;0,08;1,02;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;30,62;69,38;69,20; -     ;0,18;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;46,10;53,90;52,49;0,78;0,63;
Lurraldea/TTHH;ARABA/ÁLAVA;18,94;81,06;80,30; -     ;0,76;
Lurraldea/TTHH;GIPUZKOA;24,83;75,17;74,87; -     ;0,30;
Lurraldea/TTHH;BIZKAIA;24,10;75,90;75,55;0,09;0,26;
;;;;;;;
;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2017ko 3. hiruhilekoa;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2017;;;;;;;
;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;
Nazionala/Nacional;ESPAÑA;281,00;283,00;262,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;291,00;297,00;265,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;280,00;281,00;273,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;287,00;290,00;259,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;274,00;271,00;286,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;260,00;277,00;105,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;260,00;259,00;265,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;273,00;274,00;247,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;267,00;268,00;259,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;291,00;289,00;299,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;283,00;285,00;269,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;281,00;281,00;278,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;275,00;277,00;231,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;308,00;308,00;289,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;267,00;267,00;258,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;270,00;282,00;247,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;258,00;273,00;201,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;263,00;263,00;258,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;285,00;284,00;289,00;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;297,00;300,00;283,00;;;
Hiriburak/Capitales de TTHH;Bilbao;299,00;301,00;294,00;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;285,00;277,00;327,00;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;290,00;290,00;290,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;288,00;305,00;224,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;286,00;285,00;291,00;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;311,00;312,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;258,00;258,00;257,00;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;298,00;303,00;277,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;295,00;296,00;290,00;;;
Eskualde Egitura/Áreas funcionales;Durango;217,00;312,00;72,00;;;
Eskualde Egitura/Áreas funcionales;Eibar;284,00;291,00;251,00;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;286,00;287,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;300,00;300,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;222,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;296,00;291,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;288,00;273,00;310,00;;;
Eskualde Egitura/Áreas funcionales;Mungia;280,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;298,00;303,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;302,00;301,00;303,00;;;
;;;;;;;
;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2017ko 3. hiruhilekoa;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 03 trimestre 2017;;;;;;;
;;;;;;;
