1.0.-Etxebizitza salerosketak. 2016ko 2. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 2 trimestre 2016;;;;;;;;
;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;4.589,34; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.589,08;3.511,75;4.988,09;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;1.885,05; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.055,06; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.901,49;3.701,55;4.041,13;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.268,78;2.042,65;2.445,56;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.317,25;2.255,36;2.377,66;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.123,96; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.831,31; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.187,85; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.812,94; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;4.460,55;3.517,57;4.514,30;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.012,91; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;1.901,24; n.d. ; n.d. ;;;;
;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2016ko 2. hiruhilekoa;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 2 trimestre 2016;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;
Nazionala/Nacional;ESPAÑA;2.110,54;1.653,61;1.457,60;1.484,78;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.866,41;2.419,11;2.264,37;2.357,70;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.707,17;1.284,54;1.163,17;1.260,50;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.141,47;1.145,93;1.180,18;1.292,01;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.184,23;1.097,50;1.138,72;1.256,17;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.167,39;2.078,45;1.881,50;2.044,01;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.939,36;1.790,44;1.400,47;1.291,65;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.642,57;1.545,77;1.477,51;1.472,69;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.365,12;1.086,40;1.049,63;1.040,50;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.262,60;837,45;822,73;830,15;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.367,05;1.886,50;1.738,27;1.983,30;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;563,63;669,99;772,20;739,07;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.487,06;1.262,27;1.186,12;1.113,11;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.014,07;2.090,48;1.956,67;2.251,23;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.526,10;1.094,11;1.037,25;824,56;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.367,58;1.269,98;1.318,60;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;1.066,84;763,91;879,69;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.512,45;1.173,88;1.087,70;988,84;;;
;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2016ko 2. hiruhilekoa;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 2 trimestre 2016;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;
Nazionala/Nacional;ESPAÑA;1.571,53;1.224,11;1.259,61;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.421,54;2.638,26;2.665,27;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.289,78;1.030,59;1.036,83;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.238,29;1.057,72;634,69;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.198,17;1.049,42;838,89;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.032,90;1.130,14;2.641,90;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;864,11;961,24;562,71;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;751,30;587,63;386,52;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.192,57;1.110,94;944,22;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.077,62;921,15;554,51;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;839,80;650,79;558,02;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.583,24;1.923,79;1.405,60;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.501,17;1.202,51;1.132,82;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.897,54;1.556,29;1.618,73;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.228,40;1.662,05;2.333,11;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;946,23;1.080,78;767,66;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.279,82;1.329,53;1.041,43;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.108,92;1.209,70;1.159,95;;;;
;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2016ko 2. hiruhilekoa;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 2 trimestre 2016;;;;;;;;
;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;316,21;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;409,28;;;;;;
Lurraldea/TTHH;GIPUZKOA;335,89;;;;;;
Lurraldea/TTHH;BIZKAIA;273,23;;;;;;
;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2016ko 2. hiruhilekoa;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 2 trimestre 2016;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;
Nazionala/Nacional;ESPAÑA;4,47;-0,80;0,70;-24,20;0,41;1,43;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2,40;-0,50;-0,50;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,06;-0,80;0,50;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1,14;-1,00;0,90;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;0,93;-0,60;2,00;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;7,04;-0,80;0,60;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;5,69;-0,70;1,50;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,16;-1,10;1,60;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-0,24;-1,10;2,40;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;3,45;-1,10;-3,10;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;3,73;-0,50;1,30;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;5,03;-0,80;0,30;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-0,47;-0,90;-0,20;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;5,98;-0,80;1,50;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1,89;-0,80;0,40;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-2,38;-0,70;-1,10;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-5,63;-1,00;1,10;-24,20;0,41;1,43;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,64;-1,00;0,30;-24,20;0,41;1,43;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 2016ko 2. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 2 trimestre 2016;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
ESPAÑA;España;93.574,00;0,87;-;;;;
ESPAÑA;Reino Unido;2.865,00;0,03;0,20;;;;
ESPAÑA;Alemania;1.067,00;0,01;0,07;;;;
ESPAÑA;Suecia;1.019,00;0,01;0,07;;;;
ESPAÑA;Francia;1.012,00;0,01;0,07;;;;
ESPAÑA;Italia;854,00;0,01;0,06;;;;
ESPAÑA;Belgica;825,00;0,01;0,06;;;;
ESPAÑA;Rumania;692,00;0,01;0,05;;;;
ESPAÑA;China;567,00;0,01;0,04;;;;
ESPAÑA;Marruecos;507,00;0,00;0,04;;;;
ESPAÑA;Rusia;425,00;0,00;0,03;;;;
ESPAÑA;Holanda;338,00;0,00;0,02;;;;
ESPAÑA;Noruega;337,00;0,00;0,02;;;;
ESPAÑA;Ucrania;244,00;0,00;0,02;;;;
ESPAÑA;Argelia;208,00;0,00;0,01;;;;
ESPAÑA;Polonia;202,00;0,00;0,01;;;;
ESPAÑA;Suiza;177,00;0,00;0,01;;;;
ESPAÑA;Bulgaria;148,00;0,00;0,01;;;;
ESPAÑA;Finlandia;144,00;0,00;0,01;;;;
ESPAÑA;Irlanda;142,00;0,00;0,01;;;;
ESPAÑA;Dinamarca;138,00;0,00;0,01;;;;
ESPAÑA;Gainerakoa/Resto;2.540,00;0,02;0,18;;;;
;;;;;;;;
1.4.- Atzerritarren salerosketak. 2016ko 2. hiruhilekoa;;;;;;;;
1.4.- Compraventas de extranjeros. 2 trimestre 2016;;;;;;;;
;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;
EUSKADI/PAÍS VASCO;España;4.353,00;0,98;-;;;;
EUSKADI/PAÍS VASCO;Rumania;13,00;0,00;0,17;;;;
EUSKADI/PAÍS VASCO;China;11,00;0,00;0,15;;;;
EUSKADI/PAÍS VASCO;Italia;7,00;0,00;0,09;;;;
EUSKADI/PAÍS VASCO;Portugal;6,00;0,00;0,08;;;;
EUSKADI/PAÍS VASCO;Francia;5,00;0,00;0,07;;;;
EUSKADI/PAÍS VASCO;Marruecos;2,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Colombia;2,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Rusia;2,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Reino Unido;2,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Alemania;2,00;0,00;0,03;;;;
EUSKADI/PAÍS VASCO;Paraguay;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Croacia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Hungria;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Suecia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Venezuela;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Islandia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Chile;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Holanda;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Peru;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Irlanda;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Georgia;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Emiratos Arabes Unid;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Republica Dominicana;1,00;0,00;0,01;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;10,00;0,00;0,13;;;;
;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2016ko 2. hiruhilekoa;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 2 trimestre 2016;;;;;;;;
;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;
Nazionala/Nacional;ESPAÑA;4.878,00;8,46;9,94;22,72;58,88;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;6.263,00;4,61;7,39;18,98;69,02;;
;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2016ko 2. hiruhilekoa;;;;;;;;
2.1.- Distribución de compraventas (%). 2 trimestre 2016;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;
Nazionala/Nacional;ESPAÑA;16,28;1,85;73,95;7,92;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;15,55;5,82;71,54;7,09;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;16,78;1,70;73,93;7,59;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;12,83;2,50;68,58;16,09;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;17,76;5,33;63,00;13,91;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;22,49;0,37;75,44;1,70;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;17,33;0,80;79,10;2,77;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;18,86;3,65;69,02;8,47;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,91;2,55;64,16;15,38;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;14,83;1,73;78,10;5,34;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;12,06;0,77;77,57;9,60;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;7,56;3,84;71,62;16,98;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;26,03;0,70;68,83;4,44;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;20,25;2,82;71,87;5,06;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;13,49;0,77;78,29;7,45;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;20,36;5,28;65,95;8,41;;;
