1.0.-Etxebizitzen salerosketa kopurua. 2016ko 1. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;310,00;311,00;289,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;273,00;277,00;250,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;265,00;277,00;246,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;272,00;277,00;241,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;264,00;266,00;252,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;283,00;284,00;283,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;298,00;298,00;299,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;305,00;309,00;287,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;287,00;287,00;290,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;286,00;305,00;236,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;263,00;269,00;230,00;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;283,00;283,00;283,00;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;281,00;281,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;290,00;275,00;323,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;294,00;304,00;248,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;299,00;301,00;289,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;187,00;185,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;296,00;298,00;288,00;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;276,00;281,00;266,00;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;330,00;326,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;338,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;294,00;294,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;296,00;292,00;301,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;317,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;315,00;333,00; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;233,00;320,00;165,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2016ko 1. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;269,00;277,00;168,00;281,00;214,00;157,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;262,00;282,00;159,00;227,00;214,00;131,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;270,00;275,00;189,00;287,00;225,00;171,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;266,00;268,00;172,00;302,00;256,00;161,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;232,00;263,00;110,00;216,00;90,00;153,00;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;252,00;260,00;165,00;270,00;233,00;143,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;225,00;230,00;136,00;252,00;179,00;143,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;273,00;283,00;185,00;281,00; n.d. ;120,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;277,00;279,00;176,00;310,00;222,00;156,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;269,00;279,00;164,00;295,00;196,00;137,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;271,00;277,00;166,00;287,00;211,00;141,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;281,00;290,00;190,00;323,00;248,00;170,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;267,00;275,00;170,00;281,00; n.d. ;190,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;304,00;310,00;151,00;305,00;317,00;147,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;267,00;273,00;204,00;291,00;219,00;167,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;256,00;266,00;168,00;302,00;122,00;172,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;269,00;272,00;161,00;321,00; n.d. ; n.d. ;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;258,00;264,00;172,00;278,00;168,00;176,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;272,00;283,00;170,00;265,00; n.d. ; n.d. ;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;285,00;298,00;167,00;331,00;279,00; n.d. ;;;
Hiriburak/Capitales de TTHH;Bilbao;290,00;305,00;160,00;314,00;168,00; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;290,00;287,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;276,00;286,00;177,00;305,00; n.d. ;141,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;235,00;263,00;140,00;180,00;204,00;120,00;;;
Eskualde Egitura/Áreas funcionales;Álava Central;272,00;283,00;168,00;265,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;283,00;281,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;272,00;290,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;277,00;294,00;147,00;265,00;184,00;114,00;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;286,00;299,00;173,00;315,00;283,00;143,00;;;
Eskualde Egitura/Áreas funcionales;Durango;170,00;187,00;181,00;152,00;173,00; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Eibar;276,00;296,00; n.d. ;199,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;231,00;276,00;80,00; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Igorre;322,00;330,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laguardia;347,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;292,00;294,00; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;269,00;296,00; n.d. ;212,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Mungia;308,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Tolosa;310,00;315,00; n.d. ;389,00; n.d. ; n.d. ;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;233,00;233,00;192,00;282,00; n.d. ; n.d. ;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2016ko 1. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;512,83;1.902,37;26,96;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;594,96;2.228,32;26,70;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;428,17;1.718,78;24,91;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;449,37;1.828,90;24,57;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;424,27;1.871,97;22,66;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;693,10;1.782,73;38,88;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;404,87;1.609,60;25,15;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;451,13;1.736,19;25,98;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;413,69;1.716,66;24,10;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;357,08;1.661,06;21,50;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;601,25;2.016,83;29,81;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;343,64;1.564,44;21,97;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;427,61;1.648,96;25,93;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;730,78;2.297,15;31,81;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;377,33;1.698,28;22,22;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;476,69;1.973,98;24,15;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;377,73;1.781,54;21,20;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;409,51;1.665,45;24,59;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2016ko 1. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,38;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2,26;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,42;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,51;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,17;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,46;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,55;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,04;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,23;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,18;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,43;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,26;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,41;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,36;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,45;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2,22;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,20;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,41;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2,16;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;2,18;;;;;;;;
Lurraldea/TTHH;BIZKAIA;2,32;;;;;;;;
;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
