1.0.-Etxebizitzen salerosketa kopurua. 2023ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;5.195,00;957,00;4.238,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.703,00;691,00;1.012,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;967,00;165,00;802,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;25.114,00;3.618,00;21.496,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;696,00;79,00;617,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;1.696,00;215,00;1.481,00;;;;;;
Lurraldea/TTHH;BIZKAIA;2.646,00;369,00;2.277,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;539,00;70,00;469,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;378,00;49,00;329,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;842,00;84,00;758,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;156,00;11,00;145,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.307,00;161,00;1.146,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.703,00;266,00;1.437,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;607,00;73,00;534,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;54,00;1,00;53,00;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;134,00;2,00;132,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.112,00;269,00;1.843,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;914,00;102,00;812,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;159,00;37,00;122,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;217,00;81,00;136,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;114,00;32,00;82,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;23,00;1,00;22,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;23,00;5,00;18,00;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;77,00;3,00;74,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;95,00;14,00;81,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;35,00;6,00;29,00;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;107,00;10,00;97,00;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;254,00;5,00;249,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;40,00;1,00;39,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;62,00;8,00;54,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;189,00;43,00;146,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;124,00;5,00;119,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;49,00;4,00;45,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;63,00;9,00;54,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;8,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;54,00;1,00;53,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;54,00;2,00;52,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;74,00;11,00;63,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;67,00;7,00;60,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;121,00;28,00;93,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;106,00;6,00;100,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;95,00;1,00;94,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;97,00;56,00;41,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;73,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;161,00;1,00;160,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;112,00;11,00;101,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;137,00;2,00;135,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;48,00;5,00;43,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Irun;153,00;8,00;145,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;98,00;13,00;85,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;277,00;38,00;239,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;73,00;1,00;72,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;182,00;20,00;162,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;69,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;113,00;5,00;108,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.979,00;2.212,00;1.925,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.943,00;3.062,00;2.926,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.653,00;1.819,00;1.610,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.574,00;2.319,00;1.388,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.380,00;1.800,00;1.274,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.214,00;3.345,00;3.180,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.344,00;2.082,00;2.412,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.601,00;1.428,00;1.632,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.132,00;1.470,00;1.049,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;864,00;1.038,00;825,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.474,00;2.747,00;2.417,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;783,00;1.213,00;726,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.418,00;1.434,00;1.413,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.299,00;3.172,00;3.339,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.133,00;1.316,00;1.091,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2.280,00;2.753,00;1.946,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.187,00;1.345,00;1.152,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.482,00;1.930,00;1.404,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.220,00;2.319,00;2.208,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;3.423,00;3.031,00;3.482,00;;;;;;
Lurraldea/TTHH;BIZKAIA;2.815,00;3.244,00;2.757,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.418,00;2.450,00;2.414,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;5.381,00;5.114,00;5.421,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.956,00;4.123,00;2.915,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.480,00;n.d.;n.d.;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.761,00;2.332,00;2.826,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.749,00;3.156,00;2.673,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;2.310,00;2.374,00;2.302,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;2.390,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;2.017,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.903,00;3.592,00;2.822,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;4.181,00;4.147,00;4.186,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;2.436,00;2.098,00;2.529,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;2.026,00;1.915,00;2.095,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;2.451,00;2.406,00;2.469,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;2.188,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;862,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.835,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;2.261,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;2.742,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2.169,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;3.551,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;2.042,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.909,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.467,00;2.424,00;2.480,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;2.215,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;2.596,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.039,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;4.279,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;6.989,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;5.266,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;6.674,00;6.797,00;6.650,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;5.845,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;3.705,00;4.248,00;3.543,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.312,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.741,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;2.030,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.697,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.549,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;4.429,00;5.483,00;4.306,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.459,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.713,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Irun;2.826,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;3.149,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;2.603,00;3.551,00;2.466,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;2.119,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;3.928,00;4.353,00;3.874,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;2.608,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;2.496,00;n.d.;n.d.;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;3.081,00;2.258,00;1.974,00;1.913,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.623,00;2.985,00;2.783,00;2.842,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2.354,00;1.771,00;1.618,00;1.670,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2.180,00;1.557,00;1.557,00;1.789,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.407,00;1.419,00;1.296,00;1.487,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.934,00;3.674,00;3.155,00;3.044,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;3.576,00;2.776,00;2.117,00;1.830,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2.090,00;1.894,00;1.661,00;1.447,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.335,00;1.181,00;1.215,00;1.212,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;919,00;922,00;917,00;951,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;3.191,00;2.591,00;2.511,00;2.523,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;969,00;929,00;975,00;897,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2.189,00;1.618,00;1.498,00;1.399,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.869,00;3.276,00;2.936,00;3.446,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.691,00;1.270,00;1.148,00;1.048,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;n.d.;2.417,00;2.466,00;2.325,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.684,00;1.280,00;1.129,00;1.187,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2.148,00;1.608,00;1.458,00;1.337,00;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;2.084,00;1.641,00;1.408,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.913,00;3.621,00;3.352,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.737,00;1.396,00;1.242,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.703,00;1.179,00;708,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.424,00;1.365,00;938,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.239,00;2.861,00;3.315,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.212,00;1.227,00;703,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;899,00;698,00;467,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.512,00;1.083,00;937,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.215,00;1.066,00;640,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;937,00;835,00;625,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.350,00;2.714,00;1.785,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.630,00;1.622,00;1.320,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.589,00;1.984,00;1.950,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.388,00;2.318,00;2.803,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.149,00;1.306,00;771,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2.427,00;1.550,00;1.188,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.485,00;1.565,00;1.397,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.4.-  Etxebizitza erosteko batez besteko prezioa (€). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.1.4.- Precio medio de compraventa de vivienda (€). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;185.737,00;220.386,00;177.572,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;246.322,00;294.943,00;239.608,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;170.051,00;197.366,00;162.917,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;132.212,00;204.713,00;114.029,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;118.307,00;157.251,00;108.439,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;335.299,00;351.135,00;331.182,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;184.112,00;181.683,00;184.750,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;141.792,00;132.500,00;143.471,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;115.660,00;161.455,00;104.317,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94.435,00;110.866,00;90.769,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;217.115,00;248.808,00;210.484,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;81.041,00;119.303,00;75.883,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;130.345,00;143.501,00;127.116,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;315.178,00;323.304,00;312.597,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;109.503,00;138.059,00;102.889,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;223.607,00;267.980,00;192.180,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;111.603,00;141.112,00;105.200,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;139.620,00;194.285,00;130.044,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;219.243,00;272.021,00;212.747,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;272.957,00;262.069,00;274.600,00;;;;;;
Lurraldea/TTHH;BIZKAIA;236.215,00;322.198,00;224.707,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;236.023,00;294.769,00;228.267,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;438.806,00;491.600,00;430.887,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;254.051,00;401.440,00;248.887,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;156.629,00;n.d.;n.d.;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;216.861,00;184.987,00;221.682,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;227.890,00;314.240,00;211.767,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;227.942,00;289.575,00;220.411,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;208.956,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;160.407,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;242.956,00;349.509,00;230.499,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;334.707,00;388.169,00;327.824,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;199.715,00;193.039,00;201.536,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;162.905,00;142.502,00;175.574,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;215.555,00;280.191,00;188.940,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;187.688,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;101.441,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;177.762,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;165.396,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;288.524,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;174.583,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;276.432,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;139.049,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;331.269,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;252.517,00;312.520,00;234.568,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;178.375,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;244.073,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;237.651,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;340.000,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;631.935,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;384.925,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;577.637,00;623.948,00;568.700,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;458.045,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;283.640,00;426.785,00;241.037,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;278.437,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;215.977,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;156.000,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;176.940,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;193.257,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;495.399,00;568.278,00;486.870,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;204.538,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;222.179,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Irun;219.690,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;219.481,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;198.934,00;412.212,00;168.200,00;;;;;;
