1.0.-Etxebizitzen salerosketa kopurua. 2023ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;141.269,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;408.495,00;469.250,00;400.804,00;;;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;186.915,00;n.d.;n.d.;;;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;173.577,00;n.d.;n.d.;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
"BANATZEA  
 DESGLOSE";EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€/m²);BERRIA     NUEVA (€);;;;;;;
Nazionala/Nacional;ESPAÑA;1.599,00;140.047,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.333,00;178.827,00;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.011,00;165.469,00;;;;;;;
Lurraldea/TTHH;GIPUZKOA;2.674,00;196.161,00;;;;;;;
Lurraldea/TTHH;BIZKAIA;2.329,00;178.220,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.011,00;165.469,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;n.d.;n.d.;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.300,00;180.128,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;n.d.;n.d.;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.716,00;201.987,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.464,00;169.559,00;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;392,00;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;237,00;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;295,00;;;;;;;;
Lurraldea/TTHH;BIZKAIA;534,00;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;3,00;2,00;1,00;18,00;3,00;3,36;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;4,00;1,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;0,00;2,00;0,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3,00;3,00;3,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;10,00;4,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;3,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,00;1,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;3,00;2,00;2,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-1,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;8,00;1,00;2,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;3,00;2,00;1,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;9,00;2,00;2,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;8,00;2,00;2,00;18,00;3,00;3,36;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,00;2,00;2,00;18,00;3,00;3,36;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2022ko 2. hiruhilekoa3;;;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;;
ESPAÑA;España;127.205,00;1,00;-;;;;;;
ESPAÑA;Reino Unido;1.973,00;0,00;0,00;;;;;;
ESPAÑA;Alemania;1.622,00;0,00;0,00;;;;;;
ESPAÑA;Francia;1.469,00;0,00;0,00;;;;;;
ESPAÑA;Marruecos;1.201,00;0,00;0,00;;;;;;
ESPAÑA;Italia;1.173,00;0,00;0,00;;;;;;
ESPAÑA;Rumania;1.157,00;0,00;0,00;;;;;;
ESPAÑA;Belgica;1.143,00;0,00;0,00;;;;;;
ESPAÑA;Países Bajos;1.032,00;0,00;0,00;;;;;;
ESPAÑA;Polonia;876,00;0,00;0,00;;;;;;
ESPAÑA;Rusia;767,00;0,00;0,00;;;;;;
ESPAÑA;China;702,00;0,00;0,00;;;;;;
ESPAÑA;Suecia;657,00;0,00;0,00;;;;;;
ESPAÑA;Ucrania;611,00;0,00;0,00;;;;;;
ESPAÑA;Irlanda;375,00;0,00;0,00;;;;;;
ESPAÑA;Estados Unidos;304,00;0,00;0,00;;;;;;
ESPAÑA;Bulgaria;293,00;0,00;0,00;;;;;;
ESPAÑA;Lituania;241,00;0,00;0,00;;;;;;
ESPAÑA;Argentina;241,00;0,00;0,00;;;;;;
ESPAÑA;Republica Checa;233,00;0,00;0,00;;;;;;
ESPAÑA;Hungria;228,00;0,00;0,00;;;;;;
ESPAÑA;Gainerakoa/Resto;6.040,00;0,00;0,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2023ko 2. hiruhilekoa;;;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;;
EUSKADI/PAÍS VASCO;España;4.691,00;1,00;-;;;;;;
EUSKADI/PAÍS VASCO;Rumania;20,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Marruecos;13,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Pakistan;8,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Francia;8,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;China;6,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Bolivia;5,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Estados Unidos;5,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Peru;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Alemania;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Portugal;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Italia;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Reino Unido;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Colombia;4,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Venezuela;3,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Argelia;3,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Nicaragua;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Nepal;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Brasil;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Georgia;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Rusia;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Argentina;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Países Bajos;2,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Suecia;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Filipinas;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Ghana;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Ucrania;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Iran;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Albania;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Japon;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Moldavia;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Tunez;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Irlanda;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Belgica;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Mexico;1,00;0,00;0,00;;;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;43,00;0,00;0,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2023ko 2. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;6.330,00;9,00;11,00;12,00;68,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;9.282,00;3,00;7,00;10,00;80,00;;;;
;;;;;;;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2023ko 2. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;18,00;1,00;75,00;6,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;11,00;2,00;80,00;7,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;19,00;2,00;73,00;7,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;18,00;3,00;73,00;7,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;18,00;3,00;71,00;8,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;20,00;0,00;78,00;1,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;20,00;1,00;76,00;3,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;14,00;0,00;77,00;9,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;18,00;3,00;73,00;7,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;17,00;1,00;77,00;4,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;16,00;1,00;77,00;7,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;10,00;4,00;71,00;15,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;19,00;0,00;78,00;3,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;23,00;1,00;72,00;4,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;17,00;1,00;75,00;7,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;38,00;2,00;54,00;5,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;16,00;1,00;75,00;7,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;14,00;1,00;80,00;6,00;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;9,00;2,00;76,00;13,00;;;;;
Lurraldea/TTHH;GIPUZKOA;12,00;1,00;79,00;8,00;;;;;
Lurraldea/TTHH;BIZKAIA;11,00;3,00;82,00;5,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;10,00;2,00;75,00;12,00;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;13,00;0,00;85,00;2,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;3,00;7,00;85,00;5,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;7,00;0,00;78,00;16,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;12,00;1,00;77,00;10,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;15,00;1,00;80,00;4,00;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;10,00;2,00;76,00;12,00;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;2,00;0,00;98,00;0,00;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;2,00;0,00;93,00;6,00;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;10,00;3,00;83,00;4,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;11,00;1,00;86,00;2,00;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;20,00;1,00;74,00;5,00;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;37,00;0,00;59,00;3,00;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;27,00;1,00;65,00;7,00;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;5,00;0,00;82,00;14,00;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;22,00;0,00;78,00;0,00;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;4,00;0,00;71,00;25,00;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;12,00;1,00;77,00;10,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;13,00;3,00;61,00;23,00;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;5,00;0,00;93,00;2,00;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;1,00;1,00;63,00;35,00;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2023ko 2. hiruhilekoa;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;89,00;11,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,00;22,00;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,00;9,00;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,00;15,00;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;72,00;28,00;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;94,00;6,00;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;90,00;10,00;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;90,00;10,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;71,00;29,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;83,00;17,00;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,00;9,00;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;82,00;18,00;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,00;6,00;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,00;6,00;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;83,00;17,00;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;56,00;44,00;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;74,00;26,00;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,00;12,00;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;69,00;31,00;;;;;;;
Lurraldea/TTHH;GIPUZKOA;77,00;24,00;;;;;;;
Lurraldea/TTHH;BIZKAIA;82,00;18,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;69,00;31,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;88,00;12,00;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;82,00;18,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;67,00;33,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;72,00;28,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;81,00;19,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;70,00;30,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;69,00;31,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;22,00;78,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;80,00;20,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;85,00;15,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;97,00;3,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;86,00;14,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;87,00;13,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;90,00;10,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;36,00;64,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;72,00;28,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;71,00;29,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;82,00;18,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;60,00;40,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;69,00;31,00;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2023ko 2. hiruhilekoa;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;
Nazionala/Nacional;ESPAÑA;86,00;3,00;1,00;5,00;4,00;0,37;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;73,00;5,00;1,00;15,00;6,00;0,71;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;87,00;2,00;1,00;6,00;3,00;0,15;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;90,00;2,00;1,00;5,00;1,00;0,77;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;89,00;2,00;3,00;2,00;3,00;2,06;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;91,00;3,00;1,00;3,00;1,00;0,93;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;88,00;6,00;1,00;1,00;2,00;2,43;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;88,00;2,00;1,00;6,00;1,00;1,16;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;83,00;2,00;1,00;12,00;2,00;0,28;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;69,00;1,00;1,00;7,00;22,00;0,24;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;89,00;4,00;1,00;3,00;4,00;0,04;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;91,00;1,00;1,00;2,00;4,00;0,84;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;82,00;2,00;1,00;2,00;11,00;1,25;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;87,00;5,00;1,00;3,00;4,00;0,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,00;2,00;1,00;5,00;2,00;0,42;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;65,00;2,00;0,00;20,00;13,00;0,20;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;87,00;2,00;1,00;1,00;7,00;0,64;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;87,00;2,00;1,00;5,00;3,00;0,56;;;
Lurraldea/TTHH;ARABA/ÁLAVA;82,00;2,00;0,00;9,00;6,00;0,26;;;
Lurraldea/TTHH;GIPUZKOA;70,00;6,00;1,00;19,00;3,00;0,84;;;
Lurraldea/TTHH;BIZKAIA;72,00;4,00;1,00;13,00;9,00;0,70;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2023ko 2. hiruhilekoa;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;
Nazionala/Nacional;ESPAÑA;93,00;7,00;90,00;10,00;87,00;12,91;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,00;10,00;76,00;24,00;60,00;39,54;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;92,00;8,00;90,00;10,00;91,00;9,33;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;88,00;12,00;83,00;17,00;79,00;20,86;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;91,00;9,00;75,00;25,00;67,00;33,21;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;99,00;1,00;95,00;5,00;96,00;3,81;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,00;5,00;89,00;11,00;83,00;17,33;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;92,00;8,00;90,00;10,00;98,00;2,21;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;89,00;11,00;80,00;20,00;74,00;25,85;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;95,00;5,00;78,00;22,00;74,00;25,61;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,00;7,00;93,00;7,00;98,00;2,11;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;76,00;24,00;82,00;18,00;82,00;17,98;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;98,00;2,00;97,00;3,00;97,00;2,67;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,00;5,00;94,00;6,00;96,00;3,59;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91,00;9,00;90,00;10,00;83,00;17,39;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;91,00;9,00;61,00;39,00;73,00;26,79;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;92,00;8,00;78,00;22,00;61,00;38,97;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;93,00;7,00;91,00;9,00;85,00;15,32;;;
Lurraldea/TTHH;ARABA/ÁLAVA;85,00;16,00;68,00;32,00;46,00;54,33;;;
Lurraldea/TTHH;GIPUZKOA;90,00;10,00;71,00;29,00;61,00;39,39;;;
Lurraldea/TTHH;BIZKAIA;92,00;8,00;81,00;19,00;68,00;32,35;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2023ko 2. hiruhilekoa;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;1.385,00;1.406,00;1.209,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.854,00;1.876,00;1.784,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.127,00;1.145,00;964,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.130,00;1.120,00;1.179,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.126,00;1.154,00;1.071,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.871,00;1.874,00;1.786,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.301,00;1.301,00;1.299,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.149,00;1.134,00;1.320,00;;;;;;
