AÑO;TRIMESTRE;CONCEPTO;DESGLOSE;AMBITO;VIV GENERAL;VIV NUEVA;VIV USADA;CUOTA MES;COSTE SALARIAL;PORCNT SB ING;PLAZO M;INTERES;PIB anual(M);VAR PIB;PIB PER CAPITA;VAR ANUAL PER CAPITA;SAL MEDIO
2023;T2;Num compraventas;Nacional;ESPAÑA;151983;28739;123244;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;PAIS VASCO;5038;663;4375;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;ANDALUCIA;30698;6269;24429;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;ARAGON;3966;819;3147;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;ASTURIAS;3145;656;2489;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;BALEARES;3688;751;2937;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;CANARIAS;6570;1368;5202;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;CANTABRIA;2122;301;1821;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;CASTILLA Y LEON;6859;1406;5453;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;CASTILLA-LA MANCHA;6545;1212;5333;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;CATALUÑA;24210;4058;20152;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;EXTREMADURA;2566;350;2216;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;GALICIA;4702;911;3791;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;MADRID;18895;4544;14351;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;MURCIA;5195;957;4238;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;NAVARRA;1703;691;1012;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;LA RIOJA;967;165;802;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;CCAA;VALENCIA;25114;3618;21496;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;TTHH;ÁLAVA;696;79;617;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;TTHH;GIPUZKOA;1696;215;1481;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;TTHH;BIZKAIA;2646;369;2277;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Capitales de TTHH;Vitoria-Gasteiz;539;70;469;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Capitales de TTHH;Donostia-San Sebastián;378;49;329;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Capitales de TTHH;Bilbao;842;84;758;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Resto de TTHH;ARABA/ÁLAVA;156;11;145;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Resto de TTHH;GIPUZKOA;1307;161;1146;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Resto de TTHH;BIZKAIA;1703;266;1437;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Araba Erdialdea;607;73;534;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Enkarterri;54;1;53;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Goierri;134;2;132;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Bilbao Metropolitano;2112;269;1843;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Donostialdea-Bidasoa Behera;914;102;812;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Durangaldea;159;37;122;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Debabarrena;217;81;136;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Busturialdea-Artibai;114;32;82;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Arratia;23;1;22;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Arabako Errioxa;23;5;18;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Aiara;77;3;74;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Debagoiena;95;14;81;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Mungialdea;35;6;29;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Tolosaldea;107;10;97;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Áreas funcionales;Urola Kostaldea;254;5;249;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 01;40;1;39;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 02;62;8;54;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 03;189;43;146;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 04;124;5;119;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 05;49;4;45;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 06;63;9;54;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 01;8;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 02;54;1;53;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 03;54;2;52;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 04;74;11;63;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 05;67;7;60;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 06;121;28;93;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 01;106;6;100;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 02;95;1;94;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 03;97;56;41;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 04;73;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 05;161;1;160;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 06;112;11;101;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 07;137;2;135;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Zonas de capitales;Bilbao zona 08;48;5;43;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Irun;153;8;145;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Errenteria;98;13;85;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Barakaldo;277;38;239;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Basauri;73;1;72;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Getxo;182;20;162;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Portugalete;69;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T2;Num compraventas;Municipios >40.000;Santurtzi;113;5;108;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Nacional;ESPAÑA;161024;30466;130558;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;PAIS VASCO;6110;1212;4898;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;ANDALUCIA;32309;6788;25521;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;ARAGON;3952;658;3294;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;ASTURIAS;3141;512;2629;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;BALEARES;3989;956;3033;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;CANARIAS;7997;1848;6149;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;CANTABRIA;2167;276;1891;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;CASTILLA Y LEON;7133;1370;5763;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;CASTILLA-LA MANCHA;6388;1137;5251;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;CATALUÑA;25438;4286;21152;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;EXTREMADURA;2657;290;2367;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;GALICIA;5088;1093;3995;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;MADRID;19814;4759;15055;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;MURCIA;6068;1004;5064;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;NAVARRA;1625;477;1148;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;LA RIOJA;1218;167;1051;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;CCAA;VALENCIA;25930;3633;22297;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;TTHH;ÁLAVA;929;184;745;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;TTHH;GIPUZKOA;2126;411;1715;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;TTHH;BIZKAIA;3055;617;2438;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Capitales de TTHH;Vitoria-Gasteiz;649;118;531;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Capitales de TTHH;Donostia-San Sebastián;405;79;326;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Capitales de TTHH;Bilbao;837;74;763;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Resto de TTHH;ARABA/ÁLAVA;233;54;179;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Resto de TTHH;GIPUZKOA;1669;323;1346;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Resto de TTHH;BIZKAIA;2134;518;1616;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Araba Erdialdea;751;123;628;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Enkarterri;53;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Goierri;227;6;221;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Bilbao Metropolitano;2387;436;1951;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Donostialdea-Bidasoa Behera;1021;178;843;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Durangaldea;247;95;152;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Debabarrena;219;95;124;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Busturialdea-Artibai;148;21;127;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Arratia;23;6;17;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Arabako Errioxa;24;6;18;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Aiara;123;45;78;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Debagoiena;166;74;92;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Mungialdea;65;20;45;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Tolosaldea;102;2;100;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Áreas funcionales;Urola Kostaldea;371;59;312;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 01;27;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 02;136;65;71;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 03;147;12;135;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 04;109;5;104;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 05;51;1;50;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Vitoria-Gasteiz zona 06;172;35;137;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 01;14;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 02;52;1;51;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 03;40;1;39;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 04;80;4;76;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 05;57;4;53;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Donostia-San Sebastián zona 06;138;46;92;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 01;140;39;101;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 02;105;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 03;41;1;40;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 04;75;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 05;177;16;161;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 06;104;10;94;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 07;135;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Zonas de capitales;Bilbao zona 08;53;7;46;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Irun;158;3;155;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Errenteria;109;10;99;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Barakaldo;326;57;269;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Basauri;65;2;63;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Getxo;154;18;136;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Portugalete;112;4;108;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2023;T1;Num compraventas;Municipios >40.000;Santurtzi;165;41;124;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;Nacional;ESPAÑA;150141;25862;124279;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;PAIS VASCO;5125;970;4155;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;ANDALUCIA;31472;5806;25666;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;ARAGON;3551;687;2864;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;ASTURIAS;2726;467;2259;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;BALEARES;4175;734;3441;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;CANARIAS;6161;1137;5024;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;CANTABRIA;2091;293;1798;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;CASTILLA Y LEON;6590;1271;5319;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;CASTILLA-LA MANCHA;5853;867;4986;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;CATALUÑA;24038;3815;20223;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;EXTREMADURA;2503;234;2269;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;GALICIA;5263;1219;4044;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;MADRID;18528;3906;14622;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;MURCIA;5135;814;4321;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;NAVARRA;1556;445;1111;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;LA RIOJA;1059;123;936;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;CCAA;VALENCIA;24315;3074;21241;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;TTHH;ÁLAVA;907;236;671;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2022;T4;Num compraventas;TTHH;GIPUZKOA;1497;162;1335;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
