1.0.-Etxebizitzen salerosketa kopurua. 2022ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2.384,53;1.616,95;1.471,78;1.410,43;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.564,09;3.162,88;2.907,71;3.266,85;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.524,34;1.286,63;1.178,99;1.043,02;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;2.159,38;1.825,53;1.808,85;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.306,32;1.095,63;1.109,27;1.221,61;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2.042,70;1.543,76;1.400,19;1.297,42;;;;
;;;;;;;;;
;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2022ko 2. hiruhilekoa;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;
Nazionala/Nacional;ESPAÑA;2.050,83;1.595,35;1.517,44;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.750,53;3.207,41;4.028,76;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.728,56;1.354,70;1.300,49;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.576,41;1.195,10;808,45;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.302,47;1.467,95;1.033,97;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3.166,19;2.696,21;3.593,66;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.186,86;1.255,09;654,36;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;886,65;668,17;529,58;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.525,07;1.344,28;969,60;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.237,39;1.001,99;726,11;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;890,51;843,89;613,77;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.116,67;2.516,79;1.974,91;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.684,70;1.552,69;1.356,99;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.534,65;1.886,90;2.014,20;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.271,07;2.166,26;2.879,59;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.141,94;1.215,20;858,42;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.870,82;1.381,83;1.205,79;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.426,26;1.538,05;1.387,59;;;;;
;;;;;;;;;
;;;;;;;;;
1.1.4.-  Etxebizitza erosteko batez besteko prezioa (€). 2022ko 2. hiruhilekoa;;;;;;;;;
1.1.4.- Precio medio de compraventa de vivienda (€). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;
Nazionala/Nacional;ESPAÑA;189.764,00;217.112,00;184.139,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;237.194,00;273.465,00;232.451,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;172.350,00;209.183,00;162.980,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;127.907,00;158.354,00;122.910,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;109.985,00;138.640,00;104.784,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;360.207,00;360.207,00;360.207,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;170.669,00;158.287,00;173.200,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;151.004,00;174.085,00;147.256,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;118.695,00;151.477,00;110.866,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94.005,00;102.573,00;92.341,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;222.823,00;249.047,00;217.501,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;88.665,00;137.272,00;82.144,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;134.404,00;136.250,00;133.937,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;313.726,00;328.181,00;310.342,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;111.244,00;110.049,00;111.471,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;188.301,00;205.975,00;179.376,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;113.674,00;151.282,00;105.331,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;138.941,00;178.162,00;133.540,00;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;185.503,00;194.410,00;183.555,00;;;;;
Lurraldea/TTHH;GIPUZKOA;268.229,00;278.067,00;266.853,00;;;;;
Lurraldea/TTHH;BIZKAIA;231.949,00;306.876,00;224.027,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;203.614,00;201.758,00;204.154,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;436.324,00;486.274,00;431.066,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;257.896,00;513.991,00;247.951,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;140.727,00;131.671,00;141.360,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;209.445,00;225.688,00;206.967,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;220.417,00;278.552,00;212.377,00;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;205.612,00;201.740,00;206.648,00;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;162.855,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;150.840,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;235.366,00;340.349,00;226.409,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;326.979,00;374.177,00;320.585,00;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;207.831,00;210.802,00;207.020,00;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;172.271,00;132.793,00;189.785,00;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;243.762,00;263.011,00;237.647,00;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;145.025,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;102.895,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;112.478,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;184.790,00;220.342,00;176.889,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;400.604,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;176.909,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;263.995,00;275.115,00;263.183,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;139.374,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;336.720,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;225.441,00;331.769,00;214.471,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;181.893,00;234.441,00;166.129,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;191.502,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;169.059,00;147.983,00;192.286,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;445.825,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;525.956,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;440.936,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;596.552,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;409.578,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;333.872,00;469.230,00;302.635,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;253.117,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;186.491,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;133.742,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;180.105,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;206.393,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;510.698,00;666.024,00;485.412,00;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;214.047,00; n.d. ; n.d. ;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;232.061,00; n.d. ; n.d. ;;;;;
Udalerriak >40.000/Municipios >40.000;Irun;228.288,00; n.d. ; n.d. ;;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;227.024,00;347.230,00;184.598,00;;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;178.710,00;216.776,00;174.773,00;;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;156.238,00; n.d. ; n.d. ;;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;388.146,00;423.033,00;384.298,00;;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;181.370,00; n.d. ; n.d. ;;;;;
