1.0.-Etxebizitzen salerosketa kopurua. 2022ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;196.158,00; n.d. ; n.d. ;;;;;
;;;;;;;;;
;;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2022ko 2. hiruhilekoa;;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
"BANATZEA  
 DESGLOSE";EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€/m²);BERRIA     NUEVA (€);;;;;;
Nazionala/Nacional;ESPAÑA;1.547,89;135.089,85;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.208,48;176.568,55;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1.837,32;156.674,66;;;;;;
Lurraldea/TTHH;GIPUZKOA;2.084,75;173.457,35;;;;;;
Lurraldea/TTHH;BIZKAIA;2.343,28;183.268,30;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.864,22;158.773,37;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián; n.d. ; n.d. ;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;3.020,23;246.527,03;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.867,30;163.071,69;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.075,32;158.228,39;;;;;;
;;;;;;;;;
;;;;;;;;;
1.2.- Hiri-lurzoruaren batez besteko prezioa (€/m2). 2022ko 2. hiruhilekoa;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;301,57;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;207,74;;;;;;;
Lurraldea/TTHH;GIPUZKOA;355,35;;;;;;;
Lurraldea/TTHH;BIZKAIA;338,87;;;;;;;
;;;;;;;;;
;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldakuntza (%). 2022ko 2. hiruhilekoa;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;
Nazionala/Nacional;ESPAÑA;7,44;10,20;1,20;-8,19;1,51;2,19;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,75;9,60;0,60;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;11,19;10,50;1,40;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,25;11,00;0,90;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;0,30;10,30;1,40;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;15,78;9,70;2,50;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;12,74;8,50;3,50;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;4,46;10,00;0,60;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;6,75;11,60;0,70;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,26;12,70;1,00;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;5,57;9,70;1,50;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;5,54;10,60;0,60;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;6,53;11,10;1,00;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;8,27;9,50;1,20;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;6,43;10,90;0,40;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;9,27;10,20;0,10;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;9,15;10,60;1,30;-8,19;1,51;2,19;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;7,75;10,20;0,80;-8,19;1,51;2,19;;
;;;;;;;;;
;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2022ko 2. hiruhilekoa;;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;
ESPAÑA;España;140.367,00;0,86;-;;;;;
ESPAÑA;Reino Unido;2.348,00;0,01;0,11;;;;;
ESPAÑA;Alemania;2.168,00;0,01;0,10;;;;;
ESPAÑA;Francia;1.592,00;0,01;0,07;;;;;
ESPAÑA;Marruecos;1.181,00;0,01;0,05;;;;;
ESPAÑA;Rumania;1.167,00;0,01;0,05;;;;;
ESPAÑA;Belgica;1.163,00;0,01;0,05;;;;;
ESPAÑA;Holanda;1.149,00;0,01;0,05;;;;;
ESPAÑA;Italia;1.090,00;0,01;0,05;;;;;
ESPAÑA;Suecia;1.028,00;0,01;0,05;;;;;
ESPAÑA;Polonia;765,00;0,00;0,03;;;;;
ESPAÑA;China;485,00;0,00;0,02;;;;;
ESPAÑA;Rusia;376,00;0,00;0,02;;;;;
ESPAÑA;Ucrania;375,00;0,00;0,02;;;;;
ESPAÑA;Irlanda;328,00;0,00;0,01;;;;;
ESPAÑA;Noruega;264,00;0,00;0,01;;;;;
ESPAÑA;Dinamarca;252,00;0,00;0,01;;;;;
ESPAÑA;Bulgaria;239,00;0,00;0,01;;;;;
ESPAÑA;Suiza;239,00;0,00;0,01;;;;;
ESPAÑA;Estados Unidos;234,00;0,00;0,01;;;;;
ESPAÑA;Republica Checa;192,00;0,00;0,01;;;;;
ESPAÑA;Gainerakoa/Resto;5.386,00;0,03;0,24;;;;;
;;;;;;;;;
;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2022ko 2. hiruhilekoa;;;;;;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;
EUSKADI/PAÍS VASCO;España;5.922,00;0,97;-;;;;;
EUSKADI/PAÍS VASCO;Rumania;32,00;0,01;0,19;;;;;
EUSKADI/PAÍS VASCO;Marruecos;13,00;0,00;0,08;;;;;
EUSKADI/PAÍS VASCO;China;9,00;0,00;0,05;;;;;
EUSKADI/PAÍS VASCO;Pakistan;8,00;0,00;0,05;;;;;
EUSKADI/PAÍS VASCO;Portugal;7,00;0,00;0,04;;;;;
EUSKADI/PAÍS VASCO;Italia;5,00;0,00;0,03;;;;;
EUSKADI/PAÍS VASCO;Colombia;5,00;0,00;0,03;;;;;
EUSKADI/PAÍS VASCO;Venezuela;4,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Reino Unido;4,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Estados Unidos;4,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Rusia;3,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Paraguay;3,00;0,00;0,02;;;;;
EUSKADI/PAÍS VASCO;Alemania;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Honduras;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Suiza;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Ucrania;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Francia;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Ecuador;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Bolivia;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Polonia;2,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Iran;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Argelia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Georgia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Armenia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Republica Dominicana;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Belgica;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Tunez;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Irlanda;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Moldavia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Nicaragua;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Mexico;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Ghana;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Argentina;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Holanda;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Finlandia;1,00;0,00;0,01;;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;40,00;0,01;0,24;;;;;
;;;;;;;;;
;;;;;;;;;
1.5.-Etxebizitzen jabetzaren batez besteko aldia (egunak/%). 2022ko 2. hiruhilekoa;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;
Nazionala/Nacional;ESPAÑA;6.146,00;7,40;12,00;12,46;68,14;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;9.292,00;4,10;6,24;8,14;81,52;;;
;;;;;;;;;
;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2022ko 2. hiruhilekoa;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;
Nazionala/Nacional;ESPAÑA;15,80;1,21;76,91;6,08;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;10,75;1,79;81,80;5,66;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;18,64;0,82;74,03;6,51;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;12,56;3,56;76,74;7,14;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;13,46;2,81;74,07;9,66;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;17,07;0,16;81,38;1,39;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;16,45;0,43;80,80;2,32;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;12,72;0,77;78,34;8,17;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,65;1,12;73,77;7,46;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;15,21;2,00;78,60;4,19;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;15,68;0,63;77,17;6,52;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;9,38;3,65;70,16;16,81;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;19,43;0,83;76,36;3,38;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;17,85;1,82;76,46;3,87;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;14,60;1,01;77,14;7,25;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;29,41;5,83;58,20;6,56;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;17,03;0,23;77,01;5,73;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;11,05;0,94;80,42;7,59;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;14,52;2,46;66,51;16,51;;;;
Lurraldea/TTHH;GIPUZKOA;11,78;0,59;84,26;3,37;;;;
Lurraldea/TTHH;BIZKAIA;8,97;2,26;84,92;3,85;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;17,70;2,87;60,93;18,50;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;9,24;0,46;87,99;2,31;;;;
Hiriburak/Capitales de TTHH;Bilbao;3,50;2,08;90,05;4,37;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;5,73;1,32;81,94;11,01;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;12,65;0,64;82,97;3,74;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;11,42;2,34;82,63;3,61;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;16,86;2,79;63,19;17,16;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;3,51;0,00;92,98;3,51;;;;
Eskualde Egitura/Áreas funcionales;Goierri;3,80;0,00;89,68;6,52;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;7,43;2,27;87,13;3,17;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;11,53;0,42;85,32;2,73;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;19,53;2,96;71,59;5,92;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;29,72;0,47;66,98;2,83;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;20,93;1,55;65,89;11,63;;;;
Eskualde Egitura/Áreas funcionales;Arratia;10,00;3,33;86,67;0,00;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;20,83;0,00;79,17;0,00;;;;
Eskualde Egitura/Áreas funcionales;Aiara;3,61;1,20;80,13;15,06;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;14,58;4,17;65,62;15,63;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;12,90;9,68;64,52;12,90;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;3,39;0,00;95,76;0,85;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;6,74;0,52;92,22;0,52;;;;
;;;;;;;;;
;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2022ko 2. hiruhilekoa;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;89,90;10,10;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;81,60;18,40;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;89,05;10,95;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;81,81;18,19;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;75,26;24,74;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;94,88;5,12;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;93,65;6,35;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,28;8,72;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,05;12,95;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;72,99;27,01;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,18;6,82;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;91,07;8,93;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;93,18;6,82;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,52;5,48;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;83,70;16,30;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;58,31;41,69;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;83,55;16,45;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,25;9,75;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;80,44;19,56;;;;;;
Lurraldea/TTHH;GIPUZKOA;66,19;33,81;;;;;;
Lurraldea/TTHH;BIZKAIA;90,51;9,49;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;79,97;20,03;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;68,32;31,68;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;88,79;11,21;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;82,93;17,07;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;65,08;34,92;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;91,14;8,86;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;80,24;19,76;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;98,30;1,70;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;46,03;53,97;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;89,65;10,35;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;71,92;28,08;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;95,72;4,28;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;89,05;10,95;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;83,61;16,39;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;91,53;8,47;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;80,50;19,50;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;80,63;19,37;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;97,20;2,80;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;20,81;79,19;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;57,14;42,86;;;;;;
;;;;;;;;;
;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2022ko 2. hiruhilekoa;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;
Nazionala/Nacional;ESPAÑA;88,51;2,89;1,23;4,53;2,48;0,36;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;81,70;3,72;0,91;11,00;2,04;0,63;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,19;2,05;1,01;5,15;1,35;0,25;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,38;1,36;2,21;8,38;2,59;0,08;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;87,69;2,01;1,55;1,81;3,70;3,24;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;93,79;2,31;0,74;0,64;1,24;1,28;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;91,05;4,29;0,91;0,98;1,24;1,53;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;89,89;1,75;1,41;3,24;0,69;3,02;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;86,34;3,16;1,80;5,82;2,66;0,22;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;77,82;1,20;0,83;6,91;12,66;0,58;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;88,77;3,22;1,11;3,56;3,28;0,06;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;81,55;1,97;0,97;7,62;7,43;0,46;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;89,62;2,67;2,05;1,15;2,87;1,64;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;92,05;2,67;1,41;3,17;0,69;0,01;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;87,81;2,80;1,11;6,10;1,61;0,57;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;87,06;3,48;0,55;5,53;3,27;0,11;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;88,71;1,03;3,27;4,71;2,02;0,26;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;84,22;4,95;1,29;5,18;4,17;0,19;;
Lurraldea/TTHH;ARABA/ÁLAVA;86,09;1,57;0,54;10,16;1,50;0,14;;
Lurraldea/TTHH;GIPUZKOA;83,59;3,92;1,09;7,68;3,02;0,70;;
Lurraldea/TTHH;BIZKAIA;79,56;4,05;0,88;13,28;1,54;0,69;;
;;;;;;;;;
;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2022ko 2. hiruhilekoa;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;
Nazionala/Nacional;ESPAÑA;93,10;6,90;91,56;8,44;90,45;9,55;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;89,50;10,50;82,24;17,76;81,00;19,00;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;92,47;7,53;91,30;8,70;91,70;8,30;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,71;8,29;91,21;8,79;85,55;14,45;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;89,56;10,44;72,80;27,20;73,58;26,42;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,47;1,53;96,31;3,69;98,68;1,32;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;96,54;3,46;92,02;7,98;91,86;8,14;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;92,22;7,78;95,08;4,92;96,42;3,58;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;92,86;7,14;87,33;12,67;85,66;14,34;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;93,44;6,56;82,03;17,97;80,28;19,72;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,07;6,93;94,64;5,36;96,50;3,50;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78,98;21,02;90,58;9,42;90,98;9,02;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,83;3,17;97,31;2,69;89,81;10,19;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,48;5,52;94,63;5,37;96,05;3,95;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;90,89;9,11;83,20;16,80;84,19;15,81;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;89,01;10,99;63,58;36,42;66,24;33,76;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;94,08;5,92;89,27;10,73;76,56;23,44;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,28;7,72;90,66;9,34;87,70;12,30;;
Lurraldea/TTHH;ARABA/ÁLAVA;80,78;19,22;77,44;22,56;73,70;26,30;;
Lurraldea/TTHH;GIPUZKOA;92,46;7,54;70,89;29,11;58,68;41,32;;
Lurraldea/TTHH;BIZKAIA;89,54;10,46;91,05;8,95;94,83;5,17;;
;;;;;;;;;
;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2022ko 2. hiruhilekoa;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;1.412,84;1.433,23;1.210,30;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.897,29;1.909,64;1.838,03;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.133,69;1.148,37;968,89;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.177,56;1.180,07;1.157,28;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.086,17;1.118,83;1.016,90;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.895,08;1.905,17;1.534,26;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.243,89;1.252,16;1.112,86;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.175,33;1.167,18;1.385,55;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;933,80;930,77;954,30;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;776,76;780,91;758,59;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.795,83;1.805,30;1.636,02;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;736,89;739,04;720,14;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.077,22;1.083,26;841,36;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.161,07;2.160,09;2.181,62;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;839,17;855,12;762,86;;;;;
