1.0.-Etxebizitzen salerosketa kopurua. 2016ko 3. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;;
2.1.- Distribución de compraventas (%). 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;15,43;1,63;74,85;8,09;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;13,15;6,14;74,34;6,37;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;17,10;1,48;73,96;7,46;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;18,26;2,69;64,84;14,21;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;20,74;3,45;61,82;13,99;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;17,02;0,20;81,09;1,69;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;16,98;0,85;78,59;3,58;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;15,97;1,05;73,05;9,93;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;18,19;3,13;69,29;9,39;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;14,07;1,08;80,16;4,69;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;11,23;0,69;78,43;9,65;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;5,93;2,52;73,32;18,23;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;23,52;2,52;69,29;4,67;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;17,38;2,03;71,49;9,10;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;15,36;0,94;77,58;6,12;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;13,94;4,39;73,16;8,51;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;18,51;2,06;68,69;10,74;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;13,50;1,02;77,61;7,87;;;;;
Capitales de TTHH;Vitoria-Gasteiz;13,10;3,19;65,18;18,53;;;;;
Capitales de TTHH;Donostia/San Sebastián;20,00;0,00;76,33;3,67;;;;;
Capitales de TTHH;Bilbao;4,37;4,79;87,18;3,66;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;13,25;0,00;73,50;13,25;;;;;
Resto de TTHH;Resto GIPUZKOA;14,88;13,98;65,77;5,37;;;;;
Resto de TTHH;Resto BIZKAIA;15,77;3,66;74,97;5,60;;;;;
Áreas funcionales;Álava Central;13,26;2,88;66,28;17,58;;;;;
Áreas funcionales;Balmaseda-Zalla;17,95;0,00;74,36;7,69;;;;;
Áreas funcionales;Beasain-Zumárraga;10,00;15,00;70,00;5,00;;;;;
Áreas funcionales;Bilbao Metropolitano;8,17;4,15;83,39;4,29;;;;;
Áreas funcionales;Donostia-San Sebastián;16,32;13,37;65,65;4,66;;;;;
Áreas funcionales;Durango;35,85;4,72;50,94;8,49;;;;;
Áreas funcionales;Eibar;26,83;1,22;67,07;4,88;;;;;
Áreas funcionales;Gernika-Markina;32,26;3,23;61,28;3,23;;;;;
Áreas funcionales;Igorre;60,00;0,00;40,00;0,00;;;;;
Áreas funcionales;Laguardia;87,50;0,00;12,50;0,00;;;;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;81,48;18,52;;;;;
Áreas funcionales;Arrasate-Bergara;13,56;5,08;59,33;22,03;;;;;
Áreas funcionales;Mungia;11,11;33,33;44,45;11,11;;;;;
Áreas funcionales;Tolosa;0,00;0,00;98,33;1,67;;;;;
Áreas funcionales;Zarautz-Azpeitia;21,93;0,00;77,19;0,88;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2016ko 3. hiruhilekoa;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;89,69;10,31;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;75,42;24,58;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,32;9,68;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;90,19;9,81;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;77,35;22,65;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;94,42;5,58;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;87,47;12,53;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;95,54;4,46;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;85,57;14,43;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;85,97;14,03;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,32;7,68;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;95,52;4,48;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,40;3,60;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;94,71;5,29;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;87,30;12,70;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;49,45;50,55;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;85,36;14,64;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;85,40;14,60;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;83,33;16,67;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;72,60;27,40;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;77,44;22,56;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;71,60;28,40;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;70,53;29,47;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;76,79;23,21;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;83,20;16,80;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;56,32;43,68;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;75,75;24,25;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;75,87;24,13;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;93,10;6,90;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;81,66;18,34;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;60,78;39,22;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;93,86;6,14;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;n.d.;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;75,32;24,68;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;53,00;47,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;44,95;55,05;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;68,75;31,25;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;45,63;54,37;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2016ko 3. hiruhilekoa;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;
Nazionala/Nacional;ESPAÑA;75,67;8,36;1,07;10,14;3,90;0,86;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;66,21;10,34;1,02;18,04;3,44;0,95;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;82,02;5,18;1,44;8,62;2,18;0,56;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;72,30;4,73;1,52;19,78;1,55;0,12;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;71,49;5,50;2,07;3,90;14,02;3,02;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;83,04;5,14;0,57;5,87;3,50;1,88;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;75,05;9,53;0,88;3,32;5,52;5,70;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;86,39;5,74;1,33;1,61;4,70;0,23;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;77,93;6,84;1,14;6,62;4,92;2,55;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;72,44;10,27;1,89;8,15;6,71;0,54;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;83,25;5,88;0,63;4,99;5,02;0,23;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;56,96;23,94;0,54;5,75;4,41;8,40;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;72,38;9,86;2,44;1,64;11,32;2,36;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;70,09;8,04;0,95;19,22;1,70;0,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;85,33;5,45;0,74;3,71;3,64;1,13;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;62,32;17,16;0,85;11,34;8,14;0,19;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;87,90;7,04;0,75;2,11;2,01;0,19;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;71,75;18,13;1,27;3,46;5,03;0,36;;;
Lurraldea/TTHH;ARABA/ÁLAVA;65,58;8,91;1,33;21,78;2,40;0,00;;;
Lurraldea/TTHH;GIPUZKOA;65,91;16,66;1,08;10,88;3,32;2,15;;;
Lurraldea/TTHH;BIZKAIA;66,45;6,73;0,95;21,88;3,64;0,35;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2016ko 3. hiruhilekoa;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;
Nazionala/Nacional;ESPAÑA;91,31;8,69;91,07;8,93;90,77;9,23;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;87,37;12,63;78,06;21,94;64,23;35,77;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,81;9,19;91,51;8,49;95,09;4,91;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;81,26;18,74;91,56;8,44;91,37;8,63;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;85,99;14,01;75,13;24,87;87,64;12,36;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;97,78;2,22;96,61;3,39;94,44;5,56;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94,79;5,21;90,72;9,28;91,41;8,59;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;92,09;7,91;95,13;4,87;100,00;0,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;86,14;13,86;87,28;12,72;88,66;11,34;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;93,61;6,39;84,10;15,90;85,45;14,55;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,59;8,41;91,70;8,30;96,31;3,69;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;80,32;19,68;93,68;6,32;96,50;3,50;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,38;5,62;98,00;2,00;83,57;16,43;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,04;6,96;95,13;4,87;97,22;2,78;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;90,87;9,13;90,50;9,50;86,88;13,12;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;88,04;11,96;60,40;39,60;64,55;35,45;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;86,04;13,96;87,49;12,51;84,96;15,04;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;91,39;8,61;91,60;8,40;91,74;8,26;;;
Lurraldea/TTHH;ARABA/ÁLAVA;79,22;20,78;84,40;15,60;78,75;21,25;;;
Lurraldea/TTHH;GIPUZKOA;90,04;9,96;72,96;27,04;72,88;27,12;;;
Lurraldea/TTHH;BIZKAIA;86,73;13,27;80,53;19,47;57,73;42,27;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2016ko 3. hiruhilekoa;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;1.147,38;1.151,12;1.104,33;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.599,38;1.588,91;1.646,15;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;954,49;956,35;929,55;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;982,36;984,52;960,24;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;999,25;1.005,93;971,99;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.334,28;1.337,30;1.222,72;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;982,92;989,81;875,62;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.101,54;1.094,07;1.225,64;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;834,21;836,84;811,51;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;701,45;694,42;739,98;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.395,08;1.407,74;1.235,74;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;647,61;650,08;599,02;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;975,34;976,21;902,30;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.642,50;1.642,97;1.634,28;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;756,60;765,13;644,64;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.012,50;985,12;1.080,63;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;816,27;821,32;783,91;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;828,99;830,61;807,18;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.181,28;1.194,57;1.128,13;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.682,08;2.635,89;2.834,83;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.655,34;1.654,53;1.658,50;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.071,01;1.077,72; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.521,50;1.530,61;1.492,07;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.563,71;1.542,84;1.720,54;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.168,17;1.173,04;1.148,39;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.486,97;1.486,97; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.281,26;1.226,25;1.399,13;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.617,92;1.605,92;1.679,52;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;1.927,65;1.907,54;2.013,85;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.579,68;1.561,85; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.446,51;1.356,05;1.780,51;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.593,60;1.549,99; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.349,16; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;442,74; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.116,77;1.191,70; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.423,54;1.504,99;1.333,51;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.121,11; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.289,30;1.280,13; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.665,85;1.698,55;1.602,27;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2016ko 3. hiruhilekoa;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;114.295,17;114.806,84;109.329,86;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;132.222,55;130.700,71;137.375,37;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;97.752,32;97.588,55;99.633,59;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;94.631,24;95.766,64;83.895,47;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;91.069,56;89.482,33;96.777,83;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;137.348,92;137.460,64;134.281,02;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;86.324,49;85.493,43;95.437,23;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;113.864,03;114.202,54;107.102,77;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;88.569,59;88.586,18;88.453,96;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;80.943,63;80.775,55;81.850,54;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;130.901,35;131.974,74;119.581,48;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;72.631,24;72.855,20;69.155,62;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;90.692,21;91.081,90;79.013,65;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;177.887,01;177.327,10;189.985,36;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;80.078,64;81.282,94;70.495,46;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;102.700,56;93.813,61;120.474,45;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;78.102,53;79.575,62;69.400,38;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;84.256,46;84.615,45;80.523,95;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;106.594,34;109.803,95;93.194,20;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;196.738,15;186.179,90;237.178,26;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;139.470,10;141.659,24;131.870,41;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;103.626,37;108.746,20; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;119.465,74;116.535,56;127.572,57;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;127.511,12;125.510,02;134.570,99;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;105.970,23;108.853,30;93.901,58;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;111.266,47;111.266,47; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;105.365,96;103.018,50;109.690,22;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;132.025,19;132.784,66;129.532,34;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;152.075,80;147.553,17;172.279,70;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;130.906,73;126.927,81; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;100.738,79;98.914,09;108.574,29;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;108.393,87;109.086,94;107.508,28;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;102.987,64; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia; -     ; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;97.255,00;103.724,83; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;119.591,09;116.906,89;122.722,65;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;405.713,72; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;100.871,64;101.730,00;97.366,67;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;152.505,01;140.065,43;164.508,12;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2016ko 3. hiruhilekoa;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;
Nazionala/Nacional;ESPAÑA;28,67;71,33;70,14;0,55;0,64;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;18,25;81,75;81,20;0,12;0,43;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;26,70;73,30;71,61;1,08;0,61;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;21,31;78,69;78,30; -     ;0,39;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;28,97;71,03;70,41;0,10;0,52;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;36,37;63,63;62,20;1,02;0,41;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;26,98;73,02;71,62;0,65;0,75;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;20,14;79,86;78,38;0,39;1,09;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;23,08;76,92;76,00;0,74;0,18;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;16,99;83,01;81,50;0,70;0,81;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;42,31;57,69;56,53;0,43;0,73;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;18,03;81,97;80,23;0,64;1,10;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;28,45;71,55;70,76;0,24;0,55;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;15,52;84,48;83,96;0,09;0,43;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;44,33;55,67;53,80;0,64;1,23;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;26,52;73,48;72,58;0,18;0,72;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;29,26;70,74;69,13;0,23;1,38;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;37,17;62,83;61,32;0,66;0,85;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;10,88;89,12;87,91; -     ;1,21;;;;
Lurraldea/TTHH;GIPUZKOA;18,99;81,01;80,83;0,09;0,09;;;;
Lurraldea/TTHH;BIZKAIA;19,06;80,94;80,29;0,15;0,50;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2016ko 3. hiruhilekoa;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;279,00;282,00;253,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;282,00;297,00;232,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;285,00;286,00;269,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;276,00;280,00;242,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;274,00;269,00;288,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;263,00;265,00;212,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;245,00;249,00;197,00;;;;;;
