1.0.-Etxebizitza salerosketak. 2013ko 1. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Llodio;110,00;4,00;106,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;86,00;58,00;28,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;13,00;11,00;2,00;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;72,00;6,00;66,00;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;179,00;109,00;70,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;16,00;2,00;14,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;40,00;17,00;23,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;109,00;57,00;52,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;183,00;91,00;92,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;32,00;6,00;26,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;333,00;283,00;50,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;3,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;27,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;13,00;8,00;5,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;53,00;12,00;41,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;61,00;36,00;25,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;51,00;29,00;22,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;60,00;12,00;48,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;30,00;1,00;29,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;24,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;31,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;83,00;13,00;70,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;91,00;38,00;53,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;84,00;10,00;74,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;19,00;3,00;16,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.477,59;1.468,17;1.487,33;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.706,30;2.944,23;2.566,50;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.224,69;1.221,35;1.228,95;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.390,66;1.570,52;1.279,79;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.524,05;1.701,67;1.236,15;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.999,48;2.219,29;1.752,84;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.282,63;1.186,77;1.409,32;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.582,07;1.681,01;1.465,84;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.188,44;1.281,31;1.083,52;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;910,02;993,30;790,17;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.811,42;1.824,92;1.803,97;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;823,58;944,76;725,61;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.293,70;1.347,59;1.200,11;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.108,23;2.036,35;2.176,77;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.083,70;1.058,63;1.112,97;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.667,23;1.848,26;1.513,21;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.275,49;1.321,16;1.152,44;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.157,08;1.214,43;1.094,05;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.282,38;2.591,32;2.026,64;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.973,91;3.775,44;4.106,84;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.759,18;3.946,39;2.488,28;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.990,63;1.305,42;2.358,62;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.608,79;2.630,86;2.599,51;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.715,86;3.005,95;2.467,73;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;2.223,77;2.527,37;1.975,66;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.516,30; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;2.147,56; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.813,80;3.374,07;2.537,31;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;3.318,68;3.220,85;3.359,21;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.263,23;2.431,96;1.875,15;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;2.138,16;2.289,52;1.715,96;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.981,82;2.987,67;2.968,02;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;2.017,53; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;706,08; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Llodio;2.678,15; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;2.497,14;2.658,48;2.269,79;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;3.038,47; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;2.060,92; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;3.160,27;3.407,24;3.013,63;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.557,92; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.855,60;3.471,87;2.273,57;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.145,21;2.190,08;2.110,32;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;2.147,45;2.233,90;2.078,29;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.731,86; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.133,45; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;5.762,50; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;4.845,64; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;4.138,19; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.745,90;5.191,78;4.601,29;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.899,06;3.872,80;3.936,07;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.562,01;2.803,83;2.271,82;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.331,56;4.352,42;3.053,14;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.997,31; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;1.700,54; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.286,38; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;1.934,83;2.571,80;1.789,55;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.949,36;4.857,25;3.294,83;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.285,99; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.572,14; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;1.939,59;1.634,43;1.497,04;1.453,47;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3.094,78;2.644,95;2.429,82;2.445,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.392,44;1.269,52;1.214,63;1.251,99;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.655,26;1.464,26;1.432,62;1.402,11;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.747,45;1.483,21;1.482,74;1.534,88;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.152,75;2.023,20;1.692,61;2.008,40;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.729,64;1.461,77;1.169,99;1.126,67;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.431,13;1.737,75;1.688,55;1.544,43;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.384,81;1.272,01;1.323,60;1.231,78;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.036,76;1.141,91;1.001,57;983,84;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.981,12;1.893,96;1.775,50;1.886,81;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;959,74;789,09;910,73;896,40;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.921,90;1.402,68;1.286,87;1.225,17;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.650,00;2.091,05;1.956,59;2.113,22;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.577,92;1.291,26;1.121,41;1.022,88;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;2.019,58;1.792,19;1.697,95;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;1.318,87;1.300,99;1.259,77;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.469,05;1.202,41;1.079,08;1.100,14;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;1.524,42;1.182,05;1.268,27;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.716,60;2.613,92;2.274,46;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.259,43;1.045,49;1.048,95;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.458,33;1.164,28;761,84;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.563,71;1.246,34;1.102,23;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.968,95;1.782,06;2.478,53;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.295,43;944,52;722,74;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;880,96;764,28;509,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.333,83;867,86;885,92;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.282,63;892,19;630,13;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;970,08;803,38;609,83;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.285,92;1.260,39;1.266,97;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.651,42;1.345,23;1.138,89;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.842,60;1.526,24;1.718,86;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.131,43;1.686,79;2.687,05;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.106,30;1.028,19;850,48;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.759,53;1.453,27;1.052,51;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.152,09;1.147,62;1.227,63;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;338,23;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;359,43;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;272,59;;;;;;;;
Lurraldea/TTHH;BIZKAIA;384,02;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;-13,22;2,40;-0,60;-6,18;3,90;5,12;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-9,71;2,40;0,70;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;-8,81;2,20;-2,10;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-14,09;2,30;-0,70;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-6,79;2,30;-2,20;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;-2,80;2,60;-1,60;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;-7,38;1,80;-1,20;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-11,15;3,30;-3,00;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-6,97;2,40;-1,90;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-16,96;2,20;-0,30;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;-17,50;3,00;-0,10;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-0,46;2,30;-1,90;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-10,23;2,40;-3,10;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-13,73;2,40;0,80;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-8,20;2,60;-1,50;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-4,68;2,40;-2,70;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-12,92;2,20;-2,30;-6,18;3,90;5,12;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;-12,86;2,30;-0,20;-6,18;3,90;5,12;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2013ko 1. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2013ko 1. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 01 trimestre 2013;;;;;;1.4.- Compraventas de extranjeros. 01 trimestre 2013;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;87.568,00;0,02;-;;EUSKADI/PAÍS VASCO;España;3.793,00;0,99;-
ESPAÑA;Reino Unido;1.251,00;0,00;0,00;;EUSKADI/PAÍS VASCO;China;6,00;0,00;0,00
ESPAÑA;Rusia;743,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Belgica;2,00;0,00;0,00
ESPAÑA;Francia;712,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Francia;2,00;0,00;0,00
ESPAÑA;Belgica;619,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Brasil;2,00;0,00;0,00
ESPAÑA;Alemania;566,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Rumania;2,00;0,00;0,00
ESPAÑA;Noruega;490,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Reino Unido;2,00;0,00;0,00
ESPAÑA;Luxemburgo;416,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Portugal;2,00;0,00;0,00
ESPAÑA;Suecia;400,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Alemania;1,00;0,00;0,00
ESPAÑA;Argelia;336,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Rusia;1,00;0,00;0,00
ESPAÑA;Italia;315,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Venezuela;1,00;0,00;0,00
ESPAÑA;China;282,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Hungria;1,00;0,00;0,00
ESPAÑA;Rumania;222,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Paises Bajos (Holand;1,00;0,00;0,00
ESPAÑA;Paises Bajos (Holand;211,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Luxemburgo;1,00;0,00;0,00
ESPAÑA;Marruecos;193,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Georgia;1,00;0,00;0,00
ESPAÑA;Finlandia;126,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Argentina;1,00;0,00;0,00
ESPAÑA;Ucrania;112,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Colombia;1,00;0,00;0,00
ESPAÑA;Dinamarca;100,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Cuba;1,00;0,00;0,00
ESPAÑA;Suiza;95,00;0,00;0,00;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;3,00;0,00;0,00
ESPAÑA;Polonia;70,00;0,00;0,00;;;;;;
ESPAÑA;Bulgaria;68,00;0,00;0,00;;;;;;
ESPAÑA;Gainerakoa/Resto;559,00;0,00;0,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2013ko 1. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;3.409,00;12,78;14,34;42,72;30,16;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;5.306,00;7,16;9,58;31,65;51,61;;;;
;;;;;;;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2013ko 1. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 01 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;44,47;7,13;43,11;5,29;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;27,45;20,41;46,52;5,62;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;49,41;6,43;39,44;4,72;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;34,16;4,09;54,00;7,75;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;48,94;8,19;30,46;12,41;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;51,64;0,56;45,98;1,82;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;52,96;4,12;40,74;2,18;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;48,46;7,78;40,94;2,82;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;45,15;8,93;40,37;5,55;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;51,51;9,23;36,33;2,93;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;31,24;3,61;56,36;8,79;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;27,84;31,01;34,47;6,68;;;;;
