1.0.-Etxebizitza salerosketak. 2021eko 4. hiruhilekoa;;;;;;;;
1.0.- Número de compraventas de vivienda. 4 trimestre 2021;;;;;;;;
;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.571,00;273,00;1.298,00;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;662,00;74,00;588,00;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;21,00;1,00;20,00;;;;
Eskualde Egitura/Áreas funcionales;Goierri;132,00;4,00;128,00;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.012,00;297,00;1.715,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;886,00;116,00;770,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;100,00;32,00;68,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;163,00;59,00;104,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;125,00;37,00;88,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;27,00;2,00;25,00;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;25,00;10,00;15,00;;;;
Eskualde Egitura/Áreas funcionales;Aiara;66,00;7,00;59,00;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;107,00;40,00;67,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;52,00;8,00;44,00;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;103,00;n.d.;n.d.;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;163,00;4,00;159,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;41,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;85,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;133,00;10,00;123,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;151,00;8,00;143,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;49,00;10,00;39,00;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;77,00;33,00;44,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;23,00;n.d.;n.d.;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;52,00;6,00;46,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;79,00;6,00;73,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;81,00;5,00;76,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;67,00;9,00;58,00;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;108,00;29,00;79,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;96,00;3,00;93,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;109,00;35,00;74,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;35,00;3,00;32,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;77,00;2,00;75,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;159,00;11,00;148,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;116,00;4,00;112,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;107,00;3,00;104,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;87,00;46,00;41,00;;;;
Udalerriak >40.000/Municipios >40.000;Irun;159,00;6,00;153,00;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;66,00;5,00;61,00;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;203,00;20,00;183,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;108,00;5,00;103,00;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;152,00;11,00;141,00;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;57,00;4,00;53,00;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;84,00;n.d.;n.d.;;;;
;;;;;;;;
;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2021eko 4. hiruhilekoa;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 4 trimestre 2021;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;1.853,26;2.035,31;1.808,57;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.859,97;3.039,25;2.832,70;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.589,24;1.791,78;1.527,96;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.494,45;1.958,76;1.387,01;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.289,42;1.446,87;1.251,22;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.962,77;3.072,45;2.943,48;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.052,57;1.877,58;2.104,61;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.625,04;1.529,69;1.644,25;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.105,19;1.428,06;1.019,46;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;814,99;980,09;782,48;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.293,33;2.508,32;2.245,31;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;731,43;817,82;720,65;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.369,57;1.461,36;1.340,78;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.925,53;2.831,85;2.955,19;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.049,17;1.065,03;1.045,93;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.768,11;1.954,91;1.685,36;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.120,85;1.285,52;1.074,54;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.415,38;1.853,86;1.341,49;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2.080,19;1.969,11;2.087,76;;;;
Lurraldea/TTHH;GIPUZKOA;3.225,15;3.155,89;3.236,94;;;;
Lurraldea/TTHH;BIZKAIA;2.816,39;3.081,57;2.773,13;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.287,15;2.510,78;2.276,04;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;4.970,84;4.530,07;5.031,98;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.965,60;3.306,03;2.927,96;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.607,54;1.391,32;1.631,92;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.553,87;2.739,76;2.519,86;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.736,20;3.007,48;2.683,73;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;2.154,76;2.285,83;2.147,35;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;1.604,20; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.846,99; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;2.868,03;3.187,76;2.821,36;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;3.887,96;3.796,65;3.900,74;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;2.719,70;2.242,47;2.944,80;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;1.980,41;2.071,54;1.927,65;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;2.693,70;3.546,84;2.413,39;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.725,13; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;854,15; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.852,29; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;2.384,27;2.995,53;1.947,66;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;2.615,99; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;2.261,89; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;2.604,81; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;1.301,64; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;2.789,91; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.438,32; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;2.095,46; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;2.494,59; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.033,97; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;6.009,62; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;6.286,08; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;4.779,54; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;5.647,92; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;5.596,61; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;3.263,47;2.873,47;3.395,57;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;3.012,55; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.814,94;2.971,97;2.738,67;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;2.366,92; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.636,01; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.668,90;3.201,05;2.624,89;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;4.384,77; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.537,58; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;2.666,26; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Irun;2.670,78; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;3.019,97; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;2.480,35;2.573,31;2.471,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;2.338,13; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;3.929,09; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;2.696,95; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;2.448,89; n.d. ; n.d. ;;;;
;;;;;;;;
;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2021eko 4. hiruhilekoa;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 4 trimestre 2021;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;
Nazionala/Nacional;ESPAÑA;2.750,39;2.082,98;1.852,33;1.817,50;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;4.128,12;2.737,97;2.719,63;2.734,16;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2.163,61;1.641,08;1.528,45;1.602,74;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.636,82;1.582,30;1.568,16;1.630,08;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.563,68;1.165,55;1.209,85;1.340,97;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.959,74;2.978,58;2.844,59;2.915,01;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.865,47;2.307,92;1.929,85;1.645,32;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2.043,83;1.791,19;1.503,51;1.684,27;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.653,79;1.220,69;1.173,88;1.204,77;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.352,35;846,25;856,85;903,99;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.802,63;2.465,65;2.327,12;2.412,52;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;1.219,15;831,35;853,95;840,03;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2.084,34;1.430,20;1.405,71;1.408,40;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;4.297,92;3.062,67;2.754,27;2.920,33;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.556,35;1.214,30;1.080,37;977,48;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;2.396,49;1.776,39;1.798,75;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.246,08;1.264,39;1.052,07;1.129,90;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2.013,95;1.472,69;1.390,36;1.311,48;;;
;;;;;;;;
;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2021eko 4. hiruhilekoa;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 4 trimestre 2021;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;
Nazionala/Nacional;ESPAÑA;1.948,68;1.520,71;1.434,89;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.833,34;3.387,09;3.313,35;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.667,67;1.344,66;1.183,43;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.628,92;1.271,11;699,18;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.295,63;1.290,69;1.231,84;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2.933,12;2.552,67;3.415,85;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.138,78;1.175,44;835,77;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;822,89;635,82;461,58;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.457,88;1.033,75;910,60;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.221,85;878,38;606,19;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;878,19;815,60;633,86;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2.026,59;2.381,19;1.905,42;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.657,76;1.556,66;1.349,41;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.399,80;1.868,26;1.918,42;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3.029,77;2.066,11;2.515,70;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.071,15;1.187,83;741,91;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.884,14;1.393,11;1.242,56;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.421,65;1.476,38;1.334,97;;;;
;;;;;;;;
;;;;;;;;
1.1.4.-  Etxebizitza erosteko batez besteko prezioa (€). 2021eko 4. hiruhilekoa;;;;;;;;
1.1.4.- Precio medio de compraventa de vivienda (€). 4 trimestre 2021;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;
Nazionala/Nacional;ESPAÑA;181.864,00;212.665,00;174.303,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;249.261,00;286.022,00;243.668,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;167.772,00;198.674,00;158.422,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;133.422,00;188.273,00;120.730,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;116.114,00;141.351,00;109.990,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;332.708,00;359.567,00;327.985,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;169.638,00;173.461,00;168.501,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;147.690,00;156.996,00;145.815,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;112.570,00;147.313,00;103.345,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;95.219,00;113.606,00;91.598,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;213.778,00;239.938,00;207.934,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78.086,00;88.524,00;76.784,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;127.155,00;146.825,00;120.985,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;289.807,00;311.505,00;282.938,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;101.601,00;109.456,00;99.996,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;180.075,00;192.632,00;174.512,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;108.191,00;133.800,00;100.988,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;138.124,00;188.244,00;129.679,00;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;195.348,00;225.965,00;193.262,00;;;;
Lurraldea/TTHH;GIPUZKOA;273.253,00;284.986,00;271.254,00;;;;
Lurraldea/TTHH;BIZKAIA;247.064,00;293.517,00;239.488,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;206.963,00;246.556,00;204.995,00;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;441.977,00;481.228,00;436.533,00;;;;
Hiriburak/Capitales de TTHH;Bilbao;261.645,00;338.416,00;253.157,00;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;168.823,00;204.001,00;164.856,00;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;208.373,00;225.560,00;205.228,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;239.229,00;278.696,00;231.595,00;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;200.988,00;248.909,00;198.280,00;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;155.777,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Goierri;152.866,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;250.568,00;321.098,00;240.273,00;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;328.985,00;355.869,00;325.224,00;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;237.493,00;184.953,00;262.276,00;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;162.476,00;174.630,00;155.440,00;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;207.867,00;206.127,00;208.439,00;;;;
Eskualde Egitura/Áreas funcionales;Arratia;181.759,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;110.933,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Aiara;176.019,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;202.033,00;247.638,00;169.458,00;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;359.287,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;197.368,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;225.293,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;89.485,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;294.575,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;216.435,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;171.793,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;220.096,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;181.638,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;461.850,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;514.499,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;401.704,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;556.041,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;485.645,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;318.382,00;489.446,00;260.441,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;261.195,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;250.966,00;348.793,00;203.450,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;204.329,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;180.043,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;223.310,00;236.436,00;222.224,00;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;465.687,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;208.681,00; n.d. ; n.d. ;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;214.648,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Irun;221.888,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;211.204,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;177.714,00;190.962,00;176.381,00;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;177.518,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;424.273,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;197.410,00; n.d. ; n.d. ;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;174.584,00; n.d. ; n.d. ;;;;
;;;;;;;;
;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2021eko 4. hiruhilekoa;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 4 trimestre 2021;;;;;;;;
;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;513,21;;;;;;
