1.0.-Etxebizitza salerosketak. 2013ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;79,00;9,00;70,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;637,00;318,00;319,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;624,00;232,00;392,00;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;588,00;285,00;303,00;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;7,00;2,00;5,00;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;52,00;12,00;40,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;818,00;219,00;599,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;553,00;306,00;247,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;51,00;23,00;28,00;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;50,00;24,00;26,00;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;32,00;10,00;22,00;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;9,00;5,00;4,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;7,00;5,00;2,00;;;;;;
Eskualde Egitura/Áreas funcionales;Llodio;53,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;42,00;20,00;22,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;5,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;38,00;2,00;36,00;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;93,00;33,00;60,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;10,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;62,00;43,00;19,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;64,00;24,00;40,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;248,00;183,00;65,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;24,00;9,00;15,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;140,00;14,00;126,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;8,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;35,00;1,00;34,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;19,00;14,00;5,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;30,00;5,00;25,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;50,00;29,00;21,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;35,00;22,00;13,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;41,00;3,00;38,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;35,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;13,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;41,00;n.d.;n.d.;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;52,00;4,00;48,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;72,00;26,00;46,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;44,00;3,00;41,00;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;17,00;3,00;14,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.1.-  Etxebizitzen batez besteko prezioa (€/m2). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.1.1.- Precio medio de vivienda (€/m2). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                          ÁMBITO;OROKORRA GENERAL;BERRIA     NUEVA;ERABILIA USADA;;;;;;
Nazionala/Nacional;ESPAÑA;1.399,87;1.361,92;1.428,38;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.635,51;2.983,89;2.482,48;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.206,65;1.178,47;1.232,47;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.239,33;1.355,55;1.195,20;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.403,93;1.621,00;1.192,36;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.751,22;1.960,19;1.585,26;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.403,77;1.344,16;1.478,20;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.479,15;1.537,66;1.428,32;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.013,13;1.077,45;968,62;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;841,48;948,73;725,46;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.658,93;1.542,56;1.716,91;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;677,38;944,49;570,76;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.264,75;1.410,23;1.075,60;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.095,77;2.006,56;2.139,70;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.043,38;1.086,15;999,64;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.405,54;1.400,18;1.408,35;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.067,00;1.079,23;1.058,92;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.095,68;1.123,93;1.071,34;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;2.433,84;3.005,76;1.923,41;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;3.979,38;3.556,40;4.219,70;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.604,52;3.896,27;2.460,99;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.835,82; n.d. ; n.d. ;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;2.577,30;3.007,20;2.380,59;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.506,28;2.746,72;2.377,09;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;2.321,93;2.967,86;1.806,37;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;2.083,95; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.773,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;2.601,55;3.017,72;2.456,22;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;3.215,57;3.186,86;3.233,43;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;2.047,92;2.100,51;2.009,16;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.815,67;1.935,33;1.724,73;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;2.203,51; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;2.464,12; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;905,30; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Llodio;2.131,03; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Mondragón-Bergara;2.007,86; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;2.740,13; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.905,38; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;3.541,27;4.796,22;3.105,88;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 01;2.778,20; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 02;3.199,33;3.603,95;1.749,47;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 03;2.387,79;2.930,10;2.062,40;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 04;1.688,64;1.944,49;1.565,45;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 05;1.898,06; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Vitoria-Gasteiz zona 06;2.067,55; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 01;2.849,68; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 02;5.685,85; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 03;2.385,91; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 04;4.117,20; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 05;3.903,36;4.086,22;3.576,84;;;;;;
Hiriburuetako zonak/Zonas de capitales;Donostia-San Sebastián zona 06;2.430,26; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 01;2.724,44; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;2.593,97; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;2.051,92; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;2.405,51; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;2.083,96; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;3.702,94;4.670,48;3.233,83;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;2.176,26; n.d. ; n.d. ;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;1.789,46; n.d. ; n.d. ;;;;;;
;;;;;;;;;;
1.1.2.- Batez besteko prezioa azaleraren arabera (€/m2). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.1.2.- Precio medio por superficie (€/m2). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;< 40 m²;40 m² - 60 m²; 60 m² - 80 m²;> 80 m²;;;;;
Nazionala/Nacional;ESPAÑA;1.904,51;1.542,95;1.344,91;1.369,17;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;4.926,89;2.469,50;2.432,14;2.467,26;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.691,35;1.262,39;1.154,54;1.225,77;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.496,21;1.248,58;1.236,78;1.350,16;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.585,01;1.434,80;1.435,87;1.269,70;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.734,28;1.825,80;1.512,60;1.748,93;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.693,98;1.613,79;1.286,74;1.258,96;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.517,32;1.698,56;1.451,11;1.467,16;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.524,27;1.075,58;1.121,37;1.057,36;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1.045,93;1.030,08;890,87;902,80;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2.042,36;1.674,73;1.547,53;1.729,44;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;615,10;675,84;724,63;776,94;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.830,48;1.424,27;1.220,73;1.179,40;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.476,06;2.045,44;1.850,27;2.162,41;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.342,27;1.207,78;1.027,92;988,69;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA; n.d. ;1.647,56;1.531,62;1.454,88;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA; n.d. ;847,57;1.088,91;1.093,47;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.427,54;1.191,08;955,55;1.024,43;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.1.3.- Batez besteko prezioa tipologiaren arabera (€/m2). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.1.3.- Precio medio por tipología (€/m2). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;PISUAK PISOS;ETXE ATXIKIAK ADOSADOS;FAMILIABAKARRA UNIFAMILIARES;;;;;;
Nazionala/Nacional;ESPAÑA;1.446,83;1.132,34;1.161,19;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.625,47;3.328,13;2.204,04;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.244,83;1.046,20;1.011,62;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.309,08;1.202,41;656,34;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.436,92;1.862,78;836,87;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.710,90;1.667,29;2.159,50;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1.082,61;1.005,82;777,67;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;770,03;607,63;323,87;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.308,21;972,55;833,91;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;1.109,78;698,96;613,14;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;931,42;737,42;472,20;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.404,44;1.487,40;1.239,45;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.513,11;1.272,33;1.280,81;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.675,70;1.377,14;1.669,02;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.107,99;1.762,27;2.572,98;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;1.067,73;974,37;801,14;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.463,31;1.345,80;1.033,29;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;1.096,67;1.064,42;1.128,33;;;;;;
;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;478,95;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;368,89;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;974,73;;;;;;;;
Lurraldea/TTHH;BIZKAIA;338,69;;;;;;;;
;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;
Nazionala/Nacional;ESPAÑA;-13,51;2,10;-1,30;18,74;3,47;4,61;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;-9,02;2,00;0,60;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;-9,92;1,90;-2,90;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;-14,05;1,80;-1,10;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;-7,27;1,90;-2,70;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;-3,38;2,20;-1,50;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;-11,24;1,60;-1,50;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;-12,13;3,00;-2,70;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;-8,67;2,10;-2,70;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;-13,95;2,00;-1,50;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;-18,83;2,60;-0,80;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;-1,41;2,10;-3,80;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;-9,45;2,20;-2,60;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;-13,76;1,90;-0,70;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;-8,10;2,50;-1,80;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;-11,37;2,00;-2,40;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;-11,79;1,80;-2,30;18,74;3,47;4,61;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATE/VALENCIA;-13,29;1,80;-0,60;18,74;3,47;4,61;;;
;;;;;;;;;;
;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2013ko 2. hiruhilekoa;;;;;;1.4.- Atzerritarren salerosketak. 2013ko 2. hiruhilekoa;;;;
1.4.- Compraventas de extranjeros. 02 trimestre 2013;;;;;;1.4.- Compraventas de extranjeros. 02 trimestre 2013;;;;
;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros
ESPAÑA;España;65.145,00;0,89;-;;EUSKADI/PAÍS VASCO;España;2.427,00;0,99;-
ESPAÑA;Reino Unido;1.192,00;0,02;0,15;;EUSKADI/PAÍS VASCO;Reino Unido;4,00;0,00;13,33%
ESPAÑA;Francia;785,00;0,01;0,10;;EUSKADI/PAÍS VASCO;Portugal;3,00;0,00;10,00%
ESPAÑA;Rusia;697,00;0,01;0,08;;EUSKADI/PAÍS VASCO;Bolivia;2,00;0,00;6,67%
ESPAÑA;Belgica;602,00;0,01;0,07;;EUSKADI/PAÍS VASCO;China;2,00;0,00;6,67%
ESPAÑA;Alemania;561,00;0,01;0,07;;EUSKADI/PAÍS VASCO;Ecuador;2,00;0,00;6,67%
ESPAÑA;Suecia;503,00;0,01;0,06;;EUSKADI/PAÍS VASCO;Francia;2,00;0,00;6,67%
ESPAÑA;Noruega;414,00;0,01;0,05;;EUSKADI/PAÍS VASCO;Alemania;1,00;0,00;3,33%
ESPAÑA;Italia;325,00;0,00;0,04;;EUSKADI/PAÍS VASCO;Marruecos;1,00;0,00;3,33%
ESPAÑA;Argelia;323,00;0,00;0,04;;EUSKADI/PAÍS VASCO;Bulgaria;1,00;0,00;3,33%
ESPAÑA;China;245,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Cuba;1,00;0,00;3,33%
ESPAÑA;Paises Bajos (Holand;224,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Camerun;1,00;0,00;3,33%
ESPAÑA;Marruecos;211,00;0,00;0,03;;EUSKADI/PAÍS VASCO;Armenia;1,00;0,00;3,33%
ESPAÑA;Rumania;196,00;0,00;0,02;;EUSKADI/PAÍS VASCO;Gainerakoa/Resto;9,00;0,00;30,00%
ESPAÑA;Finlandia;136,00;0,00;0,02;;;;;;
ESPAÑA;Ucrania;108,00;0,00;0,01;;;;;;
ESPAÑA;Dinamarca;99,00;0,00;0,01;;;;;;
ESPAÑA;Suiza;89,00;0,00;0,01;;;;;;
ESPAÑA;Polonia;88,00;0,00;0,01;;;;;;
ESPAÑA;Irlanda;64,00;0,00;0,01;;;;;;
ESPAÑA;Bulgaria;57,00;0,00;0,01;;;;;;
ESPAÑA;Gainerakoa/Resto;1.292,00;0,02;0,16;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2013ko 2. hiruhilekoa;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;
Nazionala/Nacional;ESPAÑA;3.534,00;14,49;11,21;41,94;32,36;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;5.247,00;7,31;14,13;26,27;52,29;;;;
;;;;;;;;;;
;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2013ko 2. hiruhilekoa;;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2013;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;
Nazionala/Nacional;ESPAÑA;38,30;3,29;52,50;5,91;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;26,61;10,29;58,78;4,32;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;42,25;2,69;48,98;6,08;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;22,20;8,13;59,93;9,74;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;40,54;6,17;41,94;11,35;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;43,23;0,42;54,21;2,14;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;54,19;0,95;43,76;1,10;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;42,68;2,55;49,45;5,32;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;36,30;2,52;52,14;9,04;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;43,71;5,31;45,40;5,58;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;29,96;1,76;60,95;7,33;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;21,32;14,40;53,36;10,92;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;53,86;2,00;41,83;2,31;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;30,27;3,99;61,66;4,08;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;46,05;2,64;45,68;5,63;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;29,08;7,21;55,40;8,31;;;;;
